Country,Pillar,Sub-pillar,Source,Link,Availability
Gabon,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Gabon,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Gabon,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Gabon,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Gabon,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Gabon,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Gabon,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Gabon,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Sao Tome and Principe,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,0
Sao Tome and Principe,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Sao Tome and Principe,Business,Technology Adoption,Statista,https://www.statista.com,0
Sao Tome and Principe,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Sao Tome and Principe,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Sao Tome and Principe,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Sao Tome and Principe,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Sao Tome and Principe,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Sao Tome and Principe,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Sao Tome and Principe,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Sao Tome and Principe,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,0
Sao Tome and Principe,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Sao Tome and Principe,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Sao Tome and Principe,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Sao Tome and Principe,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,0
Sao Tome and Principe,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Sao Tome and Principe,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Sao Tome and Principe,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Botswana,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Botswana,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Botswana,Business,Technology Adoption,Statista,https://www.statista.com,0
Botswana,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Botswana,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Botswana,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Botswana,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Botswana,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Botswana,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Botswana,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Botswana,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Botswana,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Botswana,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Botswana,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Botswana,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Botswana,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Botswana,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Botswana,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Eswatini,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,0
Eswatini,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Eswatini,Business,Technology Adoption,Statista,https://www.statista.com,0
Eswatini,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Eswatini,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Eswatini,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Eswatini,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Eswatini,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Eswatini,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Eswatini,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Eswatini,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Eswatini,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Eswatini,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Eswatini,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Eswatini,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,0
Eswatini,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Eswatini,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Eswatini,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Lesotho,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Lesotho,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Lesotho,Business,Technology Adoption,Statista,https://www.statista.com,0
Lesotho,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Lesotho,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Lesotho,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Lesotho,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Lesotho,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Lesotho,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Lesotho,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Lesotho,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Lesotho,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Lesotho,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Lesotho,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Lesotho,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Lesotho,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Lesotho,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Lesotho,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Namibia,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Namibia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Namibia,Business,Technology Adoption,Statista,https://www.statista.com,0
Namibia,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Namibia,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Namibia,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Namibia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Namibia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Namibia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Namibia,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Namibia,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Namibia,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Namibia,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Namibia,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Namibia,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Namibia,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Namibia,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Namibia,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
South Africa,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
South Africa,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
South Africa,Business,Technology Adoption,Statista,https://www.statista.com,1
South Africa,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
South Africa,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
South Africa,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
South Africa,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
South Africa,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
South Africa,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
South Africa,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
South Africa,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
South Africa,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
South Africa,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
South Africa,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
South Africa,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
South Africa,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,1
South Africa,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
South Africa,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Benin,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Benin,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Benin,Business,Technology Adoption,Statista,https://www.statista.com,0
Benin,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Benin,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Benin,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Benin,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Benin,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Benin,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Benin,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Benin,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Benin,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Benin,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Benin,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Benin,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Benin,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Benin,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Benin,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Burkina Faso,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Burkina Faso,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Burkina Faso,Business,Technology Adoption,Statista,https://www.statista.com,0
Burkina Faso,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Burkina Faso,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Burkina Faso,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Burkina Faso,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Burkina Faso,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Burkina Faso,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Burkina Faso,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Burkina Faso,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Burkina Faso,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Burkina Faso,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Burkina Faso,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Burkina Faso,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Burkina Faso,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Burkina Faso,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Burkina Faso,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Cabo Verde,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,0
Cabo Verde,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Cabo Verde,Business,Technology Adoption,Statista,https://www.statista.com,0
Cabo Verde,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Cabo Verde,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Cabo Verde,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Cabo Verde,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Cabo Verde,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Cabo Verde,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Cabo Verde,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Cabo Verde,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Cabo Verde,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Cabo Verde,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Cabo Verde,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Cabo Verde,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Cabo Verde,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Cabo Verde,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Cabo Verde,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Côte d’Ivoire,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,0
Côte d’Ivoire,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Côte d’Ivoire,Business,Technology Adoption,Statista,https://www.statista.com,0
Côte d’Ivoire,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Côte d’Ivoire,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Côte d’Ivoire,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Côte d’Ivoire,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Côte d’Ivoire,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Côte d’Ivoire,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Côte d’Ivoire,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Côte d’Ivoire,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,0
Côte d’Ivoire,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Côte d’Ivoire,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Côte d’Ivoire,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Côte d’Ivoire,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,0
Côte d’Ivoire,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Côte d’Ivoire,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Côte d’Ivoire,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Gambia,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,0
Gambia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Gambia,Business,Technology Adoption,Statista,https://www.statista.com,0
Gambia,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Gambia,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Gambia,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Gambia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Gambia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Gambia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Gambia,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Gambia,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,0
Gambia,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Gambia,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Gambia,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Gambia,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,0
Gambia,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Gambia,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Gambia,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Ghana,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Ghana,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Ghana,Business,Technology Adoption,Statista,https://www.statista.com,0
Ghana,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Ghana,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Ghana,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Ghana,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Ghana,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Ghana,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Ghana,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Ghana,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Ghana,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Ghana,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Ghana,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Ghana,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Ghana,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Ghana,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Ghana,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Guinea,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Guinea,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Guinea,Business,Technology Adoption,Statista,https://www.statista.com,0
Guinea,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Guinea,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Guinea,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Guinea,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Guinea,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Guinea,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Guinea,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Guinea,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Guinea,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Guinea,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Guinea,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Guinea,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Guinea,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Guinea,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Guinea,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Guinea-Bissau,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,0
Guinea-Bissau,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Guinea-Bissau,Business,Technology Adoption,Statista,https://www.statista.com,0
Guinea-Bissau,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Guinea-Bissau,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Guinea-Bissau,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Guinea-Bissau,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Guinea-Bissau,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Guinea-Bissau,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Guinea-Bissau,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Guinea-Bissau,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Guinea-Bissau,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Guinea-Bissau,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Guinea-Bissau,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Guinea-Bissau,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,0
Guinea-Bissau,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Guinea-Bissau,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Guinea-Bissau,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Liberia,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Liberia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Liberia,Business,Technology Adoption,Statista,https://www.statista.com,0
Liberia,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Liberia,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Liberia,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Liberia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Liberia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Liberia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Liberia,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Liberia,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Liberia,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Liberia,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Liberia,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Liberia,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Liberia,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Liberia,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Liberia,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Mali,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Mali,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Mali,Business,Technology Adoption,Statista,https://www.statista.com,0
