,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Sub-Pillar,Unnamed: 0
67,Greece,2021.0,Global Wellbeing Initiative (World Happiness Index),5.723,3.855777,True,Digital Wellbeing,
68,Bolivia,2021.0,Global Wellbeing Initiative (World Happiness Index),5.716,3.852284,True,Digital Wellbeing,
69,Mongolia,2021.0,Global Wellbeing Initiative (World Happiness Index),5.677,3.832823,True,Digital Wellbeing,
70,Paraguay,2021.0,Global Wellbeing Initiative (World Happiness Index),5.653,3.820847,True,Digital Wellbeing,
71,Montenegro,2021.0,Global Wellbeing Initiative (World Happiness Index),5.581,3.784919,True,Digital Wellbeing,
72,Dominican Republic,2021.0,Global Wellbeing Initiative (World Happiness Index),5.545,3.766955,True,Digital Wellbeing,
73,North Cyprus,2021.0,Global Wellbeing Initiative (World Happiness Index),5.536,3.762464,True,Digital Wellbeing,
74,Belarus,2021.0,Global Wellbeing Initiative (World Happiness Index),5.534,3.761466,True,Digital Wellbeing,
75,Russia,2021.0,Global Wellbeing Initiative (World Happiness Index),5.477,3.733023,True,Digital Wellbeing,
76,Hong Kong S.A.R. of China,2021.0,Global Wellbeing Initiative (World Happiness Index),5.477,3.733023,True,Digital Wellbeing,
77,Tajikistan,2021.0,Global Wellbeing Initiative (World Happiness Index),5.466,3.727534,True,Digital Wellbeing,
78,Vietnam,2021.0,Global Wellbeing Initiative (World Happiness Index),5.411,3.700089,True,Digital Wellbeing,
79,Libya,2021.0,Global Wellbeing Initiative (World Happiness Index),5.41,3.69959,True,Digital Wellbeing,
80,Malaysia,2021.0,Global Wellbeing Initiative (World Happiness Index),5.384,3.686616,True,Digital Wellbeing,
81,Indonesia,2021.0,Global Wellbeing Initiative (World Happiness Index),5.345,3.667155,True,Digital Wellbeing,
82,Congo (Brazzaville),2021.0,Global Wellbeing Initiative (World Happiness Index),5.342,3.665658,True,Digital Wellbeing,
83,China,2021.0,Global Wellbeing Initiative (World Happiness Index),5.339,3.664161,True,Digital Wellbeing,
84,Ivory Coast,2021.0,Global Wellbeing Initiative (World Happiness Index),5.306,3.647694,True,Digital Wellbeing,
85,Armenia,2021.0,Global Wellbeing Initiative (World Happiness Index),5.283,3.636217,True,Digital Wellbeing,
86,Nepal,2021.0,Global Wellbeing Initiative (World Happiness Index),5.269,3.629231,True,Digital Wellbeing,
87,Bulgaria,2021.0,Global Wellbeing Initiative (World Happiness Index),5.266,3.627734,True,Digital Wellbeing,
88,Maldives,2021.0,Global Wellbeing Initiative (World Happiness Index),5.198,3.593802,True,Digital Wellbeing,
89,Azerbaijan,2021.0,Global Wellbeing Initiative (World Happiness Index),5.171,3.5803290000000003,True,Digital Wellbeing,
90,Cameroon,2021.0,Global Wellbeing Initiative (World Happiness Index),5.142,3.5658580000000004,True,Digital Wellbeing,
91,Senegal,2021.0,Global Wellbeing Initiative (World Happiness Index),5.132,3.560868,True,Digital Wellbeing,
92,Albania,2021.0,Global Wellbeing Initiative (World Happiness Index),5.117,3.553383,True,Digital Wellbeing,
93,North Macedonia,2021.0,Global Wellbeing Initiative (World Happiness Index),5.101,3.545399,True,Digital Wellbeing,
94,Ghana,2021.0,Global Wellbeing Initiative (World Happiness Index),5.088,3.5389120000000003,True,Digital Wellbeing,
95,Niger,2021.0,Global Wellbeing Initiative (World Happiness Index),5.074,3.531926,True,Digital Wellbeing,
96,Turkmenistan,2021.0,Global Wellbeing Initiative (World Happiness Index),5.066,3.527934,True,Digital Wellbeing,
97,Gambia,2021.0,Global Wellbeing Initiative (World Happiness Index),5.051,3.520449,True,Digital Wellbeing,
98,Benin,2021.0,Global Wellbeing Initiative (World Happiness Index),5.045,3.517455,True,Digital Wellbeing,
99,Laos,2021.0,Global Wellbeing Initiative (World Happiness Index),5.03,3.50997,True,Digital Wellbeing,
100,Bangladesh,2021.0,Global Wellbeing Initiative (World Happiness Index),5.025,3.5074750000000003,True,Digital Wellbeing,
101,Guinea,2021.0,Global Wellbeing Initiative (World Happiness Index),4.984,3.487016,True,Digital Wellbeing,
102,South Africa,2021.0,Global Wellbeing Initiative (World Happiness Index),4.956,3.473044,True,Digital Wellbeing,
103,Turkey,2021.0,Global Wellbeing Initiative (World Happiness Index),4.948,3.4690520000000005,True,Digital Wellbeing,
104,Pakistan,2021.0,Global Wellbeing Initiative (World Happiness Index),4.934,3.462066,True,Digital Wellbeing,
105,Morocco,2021.0,Global Wellbeing Initiative (World Happiness Index),4.918,3.454082,True,Digital Wellbeing,
106,Venezuela,2021.0,Global Wellbeing Initiative (World Happiness Index),4.892,3.4411080000000003,True,Digital Wellbeing,
107,Georgia,2021.0,Global Wellbeing Initiative (World Happiness Index),4.891,3.4406090000000003,True,Digital Wellbeing,
108,Algeria,2021.0,Global Wellbeing Initiative (World Happiness Index),4.887,3.438613,True,Digital Wellbeing,
109,Ukraine,2021.0,Global Wellbeing Initiative (World Happiness Index),4.875,3.4326250000000003,True,Digital Wellbeing,
110,Iraq,2021.0,Global Wellbeing Initiative (World Happiness Index),4.854,3.422146,True,Digital Wellbeing,
111,Gabon,2021.0,Global Wellbeing Initiative (World Happiness Index),4.852,3.421148,True,Digital Wellbeing,
112,Burkina Faso,2021.0,Global Wellbeing Initiative (World Happiness Index),4.834,3.412166,True,Digital Wellbeing,
113,Cambodia,2021.0,Global Wellbeing Initiative (World Happiness Index),4.83,3.41017,True,Digital Wellbeing,
114,Mozambique,2021.0,Global Wellbeing Initiative (World Happiness Index),4.794,3.392206,True,Digital Wellbeing,
115,Nigeria,2021.0,Global Wellbeing Initiative (World Happiness Index),4.759,3.374741,True,Digital Wellbeing,
116,Mali,2021.0,Global Wellbeing Initiative (World Happiness Index),4.723,3.356777,True,Digital Wellbeing,
117,Iran,2021.0,Global Wellbeing Initiative (World Happiness Index),4.721,3.355779,True,Digital Wellbeing,
118,Uganda,2021.0,Global Wellbeing Initiative (World Happiness Index),4.636,3.3133640000000004,True,Digital Wellbeing,
119,Liberia,2021.0,Global Wellbeing Initiative (World Happiness Index),4.625,3.307875,True,Digital Wellbeing,
120,Kenya,2021.0,Global Wellbeing Initiative (World Happiness Index),4.607,3.2988930000000005,True,Digital Wellbeing,
121,Tunisia,2021.0,Global Wellbeing Initiative (World Happiness Index),4.596,3.293404,True,Digital Wellbeing,
122,Lebanon,2021.0,Global Wellbeing Initiative (World Happiness Index),4.584,3.287416,True,Digital Wellbeing,
123,Namibia,2021.0,Global Wellbeing Initiative (World Happiness Index),4.574,3.282426,True,Digital Wellbeing,
124,Palestinian Territories,2021.0,Global Wellbeing Initiative (World Happiness Index),4.517,3.2539830000000003,True,Digital Wellbeing,
125,Myanmar,2021.0,Global Wellbeing Initiative (World Happiness Index),4.426,3.208574,True,Digital Wellbeing,
126,Jordan,2021.0,Global Wellbeing Initiative (World Happiness Index),4.395,3.193105,True,Digital Wellbeing,
127,Chad,2021.0,Global Wellbeing Initiative (World Happiness Index),4.355,3.1731450000000003,True,Digital Wellbeing,
128,Sri Lanka,2021.0,Global Wellbeing Initiative (World Happiness Index),4.325,3.1581750000000004,True,Digital Wellbeing,
129,Swaziland,2021.0,Global Wellbeing Initiative (World Happiness Index),4.308,3.149692,True,Digital Wellbeing,
130,Comoros,2021.0,Global Wellbeing Initiative (World Happiness Index),4.289,3.140211,True,Digital Wellbeing,
131,Egypt,2021.0,Global Wellbeing Initiative (World Happiness Index),4.283,3.1372170000000006,True,Digital Wellbeing,
132,Ethiopia,2021.0,Global Wellbeing Initiative (World Happiness Index),4.275,3.1332250000000004,True,Digital Wellbeing,
133,Mauritania,2021.0,Global Wellbeing Initiative (World Happiness Index),4.227,3.1092730000000004,True,Digital Wellbeing,
134,Madagascar,2021.0,Global Wellbeing Initiative (World Happiness Index),4.208,3.099792,True,Digital Wellbeing,
135,Togo,2021.0,Global Wellbeing Initiative (World Happiness Index),4.107,3.049393,True,Digital Wellbeing,
136,Zambia,2021.0,Global Wellbeing Initiative (World Happiness Index),4.073,3.032427,True,Digital Wellbeing,
137,Sierra Leone,2021.0,Global Wellbeing Initiative (World Happiness Index),3.849,2.9206510000000003,True,Digital Wellbeing,
138,India,2021.0,Global Wellbeing Initiative (World Happiness Index),3.819,2.9056810000000004,True,Digital Wellbeing,
139,Burundi,2021.0,Global Wellbeing Initiative (World Happiness Index),3.775,2.883725,True,Digital Wellbeing,
140,Yemen,2021.0,Global Wellbeing Initiative (World Happiness Index),3.658,2.825342,True,Digital Wellbeing,
141,Tanzania,2021.0,Global Wellbeing Initiative (World Happiness Index),3.623,2.8078770000000004,True,Digital Wellbeing,
142,Haiti,2021.0,Global Wellbeing Initiative (World Happiness Index),3.615,2.803885,True,Digital Wellbeing,
143,Malawi,2021.0,Global Wellbeing Initiative (World Happiness Index),3.6,2.7964,True,Digital Wellbeing,
144,Lesotho,2021.0,Global Wellbeing Initiative (World Happiness Index),3.512,2.752488,True,Digital Wellbeing,
145,Botswana,2021.0,Global Wellbeing Initiative (World Happiness Index),3.467,2.730033,True,Digital Wellbeing,
146,Rwanda,2021.0,Global Wellbeing Initiative (World Happiness Index),3.415,2.704085,True,Digital Wellbeing,
147,Zimbabwe,2021.0,Global Wellbeing Initiative (World Happiness Index),3.145,2.569355,True,Digital Wellbeing,
148,Afghanistan,2021.0,Global Wellbeing Initiative (World Happiness Index),2.523,2.258977,True,Digital Wellbeing,
0,Finland,2019.0,Gross National Wellbeing,100.0,5.99,True,Digital Wellbeing,
1,Switzerland,2019.0,Gross National Wellbeing,98.31,5.9056690000000005,True,Digital Wellbeing,
2,Denmark,2019.0,Gross National Wellbeing,98.28,5.904172,True,Digital Wellbeing,
3,Iceland,2019.0,Gross National Wellbeing,95.13,5.746987,True,Digital Wellbeing,
4,Norway,2019.0,Gross National Wellbeing,93.35,5.658165,True,Digital Wellbeing,
5,Netherlands,2019.0,Gross National Wellbeing,93.02,5.641698,True,Digital Wellbeing,
6,Luxembourg,2019.0,Gross National Wellbeing,92.6,5.6207400000000005,True,Digital Wellbeing,
7,Sweden,2019.0,Gross National Wellbeing,92.49,5.615251,True,Digital Wellbeing,
8,Ireland,2019.0,Gross National Wellbeing,89.67,5.474533,True,Digital Wellbeing,
9,Australia,2019.0,Gross National Wellbeing,89.26,5.454074,True,Digital Wellbeing,
10,New Zealand,2019.0,Gross National Wellbeing,88.69,5.425631,True,Digital Wellbeing,
11,Austria,2019.0,Gross National Wellbeing,88.5,5.41615,True,Digital Wellbeing,
12,United Kingdom,2019.0,Gross National Wellbeing,87.75,5.378725,True,Digital Wellbeing,
13,Canada,2019.0,Gross National Wellbeing,86.8,5.33132,True,Digital Wellbeing,
14,Germany,2019.0,Gross National Wellbeing,85.36,5.259464,True,Digital Wellbeing,
15,Czech Republic,2019.0,Gross National Wellbeing,85.33,5.257967,True,Digital Wellbeing,
16,Costa Rica,2019.0,Gross National Wellbeing,84.61,5.2220390000000005,True,Digital Wellbeing,
17,United States,2019.0,Gross National Wellbeing,83.55,5.169144999999999,True,Digital Wellbeing,
18,Israel,2019.0,Gross National Wellbeing,83.23,5.153177,True,Digital Wellbeing,
19,Oman,2019.0,Gross National Wellbeing,81.77,5.080323,True,Digital Wellbeing,
20,Belgium,2019.0,Gross National Wellbeing,80.18,5.0009820000000005,True,Digital Wellbeing,
21,Malta,2019.0,Gross National Wellbeing,79.41,4.962559000000001,True,Digital Wellbeing,
22,United Arab Emirates,2019.0,Gross National Wellbeing,78.97,4.940602999999999,True,Digital Wellbeing,
23,France,2019.0,Gross National Wellbeing,78.56,4.9201440000000005,True,Digital Wellbeing,
24,Slovenia,2019.0,Gross National Wellbeing,78.08,4.896192000000001,True,Digital Wellbeing,
25,Uruguay,2019.0,Gross National Wellbeing,76.8,4.83232,True,Digital Wellbeing,
26,Saudi Arabia,2019.0,Gross National Wellbeing,76.03,4.793896999999999,True,Digital Wellbeing,
27,Spain,2019.0,Gross National Wellbeing,73.99,4.692101,True,Digital Wellbeing,
28,El Salvador,2019.0,Gross National Wellbeing,73.94,4.689606,True,Digital Wellbeing,
29,Brazil,2019.0,Gross National Wellbeing,73.87,4.686113000000001,True,Digital Wellbeing,
30,Italy,2019.0,Gross National Wellbeing,73.76,4.680624,True,Digital Wellbeing,
31,Mexico,2019.0,Gross National Wellbeing,73.49,4.6671510000000005,True,Digital Wellbeing,
32,Singapore,2019.0,Gross National Wellbeing,72.44,4.614756,True,Digital Wellbeing,
33,Qatar,2019.0,Gross National Wellbeing,72.36,4.6107640000000005,True,Digital Wellbeing,
34,Colombia,2019.0,Gross National Wellbeing,71.89,4.587311,True,Digital Wellbeing,
35,Kazakhstan,2019.0,Gross National Wellbeing,70.35,4.510465,True,Digital Wellbeing,
36,Philippines,2019.0,Gross National Wellbeing,70.26,4.505974,True,Digital Wellbeing,
37,Guatemala,2019.0,Gross National Wellbeing,70.15,4.500485,True,Digital Wellbeing,
38,Slovakia,2019.0,Gross National Wellbeing,69.79,4.482521,True,Digital Wellbeing,
39,Poland,2019.0,Gross National Wellbeing,69.76,4.481024000000001,True,Digital Wellbeing,
40,Serbia,2019.0,Gross National Wellbeing,69.75,4.480525,True,Digital Wellbeing,
41,Mauritius,2019.0,Gross National Wellbeing,69.74,4.480026,True,Digital Wellbeing,
42,Bahrain,2019.0,Gross National Wellbeing,69.47,4.466553,True,Digital Wellbeing,
43,Trinidad and Tobago,2019.0,Gross National Wellbeing,68.77,4.431623,True,Digital Wellbeing,
44,Cyprus,2019.0,Gross National Wellbeing,67.69,4.377731,True,Digital Wellbeing,
45,Romania,2019.0,Gross National Wellbeing,67.56,4.371244000000001,True,Digital Wellbeing,
46,Kuwait,2019.0,Gross National Wellbeing,67.09,4.347791000000001,True,Digital Wellbeing,
47,Portugal,2019.0,Gross National Wellbeing,66.88,4.337312,True,Digital Wellbeing,
48,Panama,2019.0,Gross National Wellbeing,66.69,4.327831,True,Digital Wellbeing,
49,Argentina,2019.0,Gross National Wellbeing,66.68,4.327332,True,Digital Wellbeing,
50,Lithuania,2019.0,Gross National Wellbeing,66.26,4.306374,True,Digital Wellbeing,
51,Estonia,2019.0,Gross National Wellbeing,65.68,4.277432000000001,True,Digital Wellbeing,
52,Thailand,2019.0,Gross National Wellbeing,65.44,4.265456,True,Digital Wellbeing,
53,Bosnia and Herzegovina,2019.0,Gross National Wellbeing,65.31,4.258969,True,Digital Wellbeing,
54,Dominican Republic,2019.0,Gross National Wellbeing,65.08,4.247492,True,Digital Wellbeing,
55,Hungary,2019.0,Gross National Wellbeing,65.01,4.2439990000000005,True,Digital Wellbeing,
56,Peru,2019.0,Gross National Wellbeing,64.99,4.243001,True,Digital Wellbeing,
57,Latvia,2019.0,Gross National Wellbeing,64.41,4.214059,True,Digital Wellbeing,
58,Greece,2019.0,Gross National Wellbeing,64.06,4.196594,True,Digital Wellbeing,
59,Chile,2019.0,Gross National Wellbeing,63.87,4.187113,True,Digital Wellbeing,
60,Honduras,2019.0,Gross National Wellbeing,63.63,4.175137,True,Digital Wellbeing,
61,Japan,2019.0,Gross National Wellbeing,63.19,4.153181,True,Digital Wellbeing,
62,"Korea, Rep.",2019.0,Gross National Wellbeing,63.09,4.148191000000001,True,Digital Wellbeing,
63,Jamaica,2019.0,Gross National Wellbeing,62.83,4.135217,True,Digital Wellbeing,
64,Belarus,2019.0,Gross National Wellbeing,61.49,4.068351,True,Digital Wellbeing,
65,Ecuador,2019.0,Gross National Wellbeing,61.25,4.056375,True,Digital Wellbeing,
66,Moldova,2019.0,Gross National Wellbeing,61.14,4.050886,True,Digital Wellbeing,
67,Kyrgyzstan,2019.0,Gross National Wellbeing,58.81,3.934619,True,Digital Wellbeing,
68,Bolivia,2019.0,Gross National Wellbeing,58.6,3.92414,True,Digital Wellbeing,
69,Hong Kong (China),2019.0,Gross National Wellbeing,58.3,3.90917,True,Digital Wellbeing,
70,Paraguay,2019.0,Gross National Wellbeing,58.17,3.902683,True,Digital Wellbeing,
71,Croatia,2019.0,Gross National Wellbeing,57.64,3.876236,True,Digital Wellbeing,
72,Mongolia,2019.0,Gross National Wellbeing,56.41,3.814859,True,Digital Wellbeing,
73,Russian Federation,2019.0,Gross National Wellbeing,55.44,3.766456,True,Digital Wellbeing,
74,Senegal,2019.0,Gross National Wellbeing,54.95,3.742005,True,Digital Wellbeing,
75,Pakistan,2019.0,Gross National Wellbeing,54.61,3.725039,True,Digital Wellbeing,
76,Viet Nam,2019.0,Gross National Wellbeing,54.53,3.721047,True,Digital Wellbeing,
77,Tajikistan,2019.0,Gross National Wellbeing,54.46,3.717554,True,Digital Wellbeing,
78,Nepal,2019.0,Gross National Wellbeing,54.16,3.702584,True,Digital Wellbeing,
79,Malaysia,2019.0,Gross National Wellbeing,53.76,3.682624,True,Digital Wellbeing,
80,Côte d'Ivoire,2019.0,Gross National Wellbeing,53.05,3.647195,True,Digital Wellbeing,
81,Montenegro,2019.0,Gross National Wellbeing,52.93,3.641207,True,Digital Wellbeing,
82,Indonesia,2019.0,Gross National Wellbeing,52.15,3.602285,True,Digital Wellbeing,
83,Lao PDR,2019.0,Gross National Wellbeing,49.21,3.455579,True,Digital Wellbeing,
84,Azerbaijan,2019.0,Gross National Wellbeing,48.75,3.4326250000000003,True,Digital Wellbeing,
85,Gambia,2019.0,Gross National Wellbeing,48.56,3.423144,True,Digital Wellbeing,
86,China,2019.0,Gross National Wellbeing,48.18,3.404182,True,Digital Wellbeing,
87,Bangladesh,2019.0,Gross National Wellbeing,47.59,3.374741,True,Digital Wellbeing,
88,Bulgaria,2019.0,Gross National Wellbeing,47.47,3.368753,True,Digital Wellbeing,
89,Venezuela,2019.0,Gross National Wellbeing,46.93,3.341807,True,Digital Wellbeing,
90,Armenia,2019.0,Gross National Wellbeing,46.57,3.323843,True,Digital Wellbeing,
91,Morocco,2019.0,Gross National Wellbeing,46.46,3.318354,True,Digital Wellbeing,
92,South Africa,2019.0,Gross National Wellbeing,46.03,3.296897,True,Digital Wellbeing,
93,North Macedonia,2019.0,Gross National Wellbeing,45.65,3.277935,True,Digital Wellbeing,
94,"Iran, Islamic Rep.",2019.0,Gross National Wellbeing,45.46,3.268454,True,Digital Wellbeing,
95,Cambodia,2019.0,Gross National Wellbeing,45.31,3.260969,True,Digital Wellbeing,
96,Albania,2019.0,Gross National Wellbeing,45.25,3.257975,True,Digital Wellbeing,
97,Mali,2019.0,Gross National Wellbeing,45.11,3.250989,True,Digital Wellbeing,
98,Benin,2019.0,Gross National Wellbeing,44.88,3.2395120000000004,True,Digital Wellbeing,
99,Ghana,2019.0,Gross National Wellbeing,44.69,3.230031,True,Digital Wellbeing,
100,Uganda,2019.0,Gross National Wellbeing,44.32,3.211568,True,Digital Wellbeing,
101,Cameroon,2019.0,Gross National Wellbeing,44.1,3.20059,True,Digital Wellbeing,
102,Mozambique,2019.0,Gross National Wellbeing,44.01,3.196099,True,Digital Wellbeing,
103,Georgia,2019.0,Gross National Wellbeing,43.22,3.156678,True,Digital Wellbeing,
104,Turkey,2019.0,Gross National Wellbeing,42.83,3.137217,True,Digital Wellbeing,
105,Guinea,2019.0,Gross National Wellbeing,40.78,3.0349220000000003,True,Digital Wellbeing,
106,Algeria,2019.0,Gross National Wellbeing,40.32,3.011968,True,Digital Wellbeing,
107,Burkina Faso,2019.0,Gross National Wellbeing,40.25,3.008475,True,Digital Wellbeing,
108,Ukraine,2019.0,Gross National Wellbeing,39.48,2.970052,True,Digital Wellbeing,
109,Kenya,2019.0,Gross National Wellbeing,37.85,2.8887150000000004,True,Digital Wellbeing,
110,Jordan,2019.0,Gross National Wellbeing,34.58,2.725542,True,Digital Wellbeing,
111,Namibia,2019.0,Gross National Wellbeing,34.25,2.709075,True,Digital Wellbeing,
112,Eswatini,2019.0,Gross National Wellbeing,33.47,2.670153,True,Digital Wellbeing,
113,Nigeria,2019.0,Gross National Wellbeing,32.69,2.631231,True,Digital Wellbeing,
114,Madagascar,2019.0,Gross National Wellbeing,32.35,2.614265,True,Digital Wellbeing,
115,Egypt,2019.0,Gross National Wellbeing,32.13,2.6032870000000004,True,Digital Wellbeing,
116,Tunisia,2019.0,Gross National Wellbeing,31.89,2.591311,True,Digital Wellbeing,
117,"Congo, Dem. Rep.",2019.0,Gross National Wellbeing,31.8,2.5868200000000003,True,Digital Wellbeing,
118,Chad,2019.0,Gross National Wellbeing,30.61,2.527439,True,Digital Wellbeing,
119,Sri Lanka,2019.0,Gross National Wellbeing,29.88,2.491012,True,Digital Wellbeing,
120,Yemen,2019.0,Gross National Wellbeing,29.55,2.474545,True,Digital Wellbeing,
121,Ethiopia,2019.0,Gross National Wellbeing,27.64,2.379236,True,Digital Wellbeing,
122,Lebanon,2019.0,Gross National Wellbeing,26.16,2.305384,True,Digital Wellbeing,
123,Malawi,2019.0,Gross National Wellbeing,23.11,2.153189,True,Digital Wellbeing,
124,Angola,2019.0,Gross National Wellbeing,21.65,2.080335,True,Digital Wellbeing,
125,Burundi,2019.0,Gross National Wellbeing,21.27,2.061373,True,Digital Wellbeing,
126,Tanzania,2019.0,Gross National Wellbeing,18.61,1.928639,True,Digital Wellbeing,
127,Lesotho,2019.0,Gross National Wellbeing,16.09,1.802891,True,Digital Wellbeing,
128,Botswana,2019.0,Gross National Wellbeing,15.29,1.7629709999999998,True,Digital Wellbeing,
129,Zambia,2019.0,Gross National Wellbeing,12.06,1.601794,True,Digital Wellbeing,
130,Rwanda,2019.0,Gross National Wellbeing,11.3,1.56387,True,Digital Wellbeing,
131,India,2019.0,Gross National Wellbeing,10.92,1.544908,True,Digital Wellbeing,
132,Zimbabwe,2019.0,Gross National Wellbeing,0.0,1.0,True,Digital Wellbeing,
133,Cabo Verde,2019.0,Gross National Wellbeing,,,True,Digital Wellbeing,
0,Mauritius,2020.0,Households with a computer and with Internet access,72.64247653,4.624859578847,True,Usage and ownership,
1,Bahrain,2020.0,Households with a computer and with Internet access,99.67111548,5.973588662452,True,Usage and ownership,
2,Egypt,2020.0,Households with a computer and with Internet access,73.01152829,4.6432752616710005,True,Usage and ownership,
3,Kuwait,2020.0,Households with a computer and with Internet access,99.39994533,5.960057271967,True,Usage and ownership,
4,Morocco,2020.0,Households with a computer and with Internet access,84.52001443,5.217548720057,True,Usage and ownership,
5,Oman,2020.0,Households with a computer and with Internet access,94.40521854,5.710820405146,True,Usage and ownership,
6,Qatar,2020.0,Households with a computer and with Internet access,95.01073505,5.741035678995,True,Usage and ownership,
7,Saudi Arabia,2020.0,Households with a computer and with Internet access,99.49999331,5.965049666169,True,Usage and ownership,
8,Somalia,2020.0,Households with a computer and with Internet access,11.9,1.59381,True,Usage and ownership,
9,United Arab Emirates,2020.0,Households with a computer and with Internet access,99.80004251,5.980022121249,True,Usage and ownership,
10,Cambodia,2020.0,Households with a computer and with Internet access,73.60001003,4.672640500497001,True,Usage and ownership,
11,"Hong Kong, China",2020.0,Households with a computer and with Internet access,93.91333608,5.686275470392,True,Usage and ownership,
12,Indonesia,2020.0,Households with a computer and with Internet access,78.17634138,4.900999434861999,True,Usage and ownership,
13,Iran (Islamic Republic of),2020.0,Households with a computer and with Internet access,93.30172743,5.655756198757,True,Usage and ownership,
14,Korea (Rep. of),2020.0,Households with a computer and with Internet access,99.74851416,5.977450856584,True,Usage and ownership,
15,Malaysia,2020.0,Households with a computer and with Internet access,91.70617992,5.576138378008,True,Usage and ownership,
16,Mongolia,2020.0,Households with a computer and with Internet access,,,True,Usage and ownership,
17,Singapore,2020.0,Households with a computer and with Internet access,98.4436591,5.912338589090001,True,Usage and ownership,
18,Sri Lanka,2020.0,Households with a computer and with Internet access,52.8,3.63472,True,Usage and ownership,
19,Thailand,2020.0,Households with a computer and with Internet access,85.19992293,5.251476154207,True,Usage and ownership,
20,Viet Nam,2020.0,Households with a computer and with Internet access,74.80362832,4.732701053168,True,Usage and ownership,
21,Belarus,2020.0,Households with a computer and with Internet access,76.98680595,4.841641616905001,True,Usage and ownership,
22,Kazakhstan,2020.0,Households with a computer and with Internet access,92.39570403,5.6105456310970006,True,Usage and ownership,
23,Russian Federation,2020.0,Households with a computer and with Internet access,80.04080566,4.994036202434001,True,Usage and ownership,
24,Uzbekistan,2020.0,Households with a computer and with Internet access,93.51033767,5.666165849733,True,Usage and ownership,
25,Albania,2020.0,Households with a computer and with Internet access,83.27987513,5.155665768986999,True,Usage and ownership,
26,Austria,2020.0,Households with a computer and with Internet access,90.40076082,5.510997964918,True,Usage and ownership,
27,Belgium,2020.0,Households with a computer and with Internet access,90.86516337,5.534171652163,True,Usage and ownership,
28,Bosnia and Herzegovina,2020.0,Households with a computer and with Internet access,72.83554192,4.634493541808,True,Usage and ownership,
29,Bulgaria,2020.0,Households with a computer and with Internet access,78.85020735,4.934625346765001,True,Usage and ownership,
30,Croatia,2020.0,Households with a computer and with Internet access,84.99896561,5.241448383939,True,Usage and ownership,
31,Cyprus,2020.0,Households with a computer and with Internet access,92.7761468,5.62952972532,True,Usage and ownership,
32,Czech Republic,2020.0,Households with a computer and with Internet access,81.67271413,5.075468435087,True,Usage and ownership,
33,Denmark,2020.0,Households with a computer and with Internet access,92.53785329,5.617638879171,True,Usage and ownership,
34,Estonia,2020.0,Households with a computer and with Internet access,90.0,5.4910000000000005,True,Usage and ownership,
35,Finland,2020.0,Households with a computer and with Internet access,91.07407407,5.544596296093,True,Usage and ownership,
36,Georgia,2020.0,Households with a computer and with Internet access,83.84336642,5.1837839843580005,True,Usage and ownership,
37,Germany,2020.0,Households with a computer and with Internet access,92.07629398,5.5946070696020005,True,Usage and ownership,
38,Greece,2020.0,Households with a computer and with Internet access,80.38166755,5.011045210745,True,Usage and ownership,
39,Hungary,2020.0,Households with a computer and with Internet access,87.63084244,5.3727790377560005,True,Usage and ownership,
40,Ireland,2020.0,Households with a computer and with Internet access,91.9998674,5.59079338326,True,Usage and ownership,
41,Latvia,2020.0,Households with a computer and with Internet access,89.72749767,5.477402133733,True,Usage and ownership,
42,Lithuania,2020.0,Households with a computer and with Internet access,82.13069553,5.098321706947,True,Usage and ownership,
43,Luxembourg,2020.0,Households with a computer and with Internet access,93.59986209,5.670633118291001,True,Usage and ownership,
44,Malta,2020.0,Households with a computer and with Internet access,90.3623821,5.509082866790001,True,Usage and ownership,
45,Moldova,2020.0,Households with a computer and with Internet access,64.61483143,4.224280088357,True,Usage and ownership,
46,Montenegro,2020.0,Households with a computer and with Internet access,80.26226583,5.005087064917,True,Usage and ownership,
47,Netherlands,2020.0,Households with a computer and with Internet access,93.75,5.678125,True,Usage and ownership,
48,North Macedonia,2020.0,Households with a computer and with Internet access,79.9168849,4.98785255651,True,Usage and ownership,
49,Norway,2020.0,Households with a computer and with Internet access,96.12251686,5.7965135913140005,True,Usage and ownership,
50,Poland,2020.0,Households with a computer and with Internet access,90.38388072,5.510155647927999,True,Usage and ownership,
51,Portugal,2020.0,Households with a computer and with Internet access,84.49278057,5.216189750443,True,Usage and ownership,
52,Romania,2020.0,Households with a computer and with Internet access,86.23980516,5.303366277484,True,Usage and ownership,
53,Serbia,2020.0,Households with a computer and with Internet access,80.95218011,5.039513787489001,True,Usage and ownership,
54,Slovakia,2020.0,Households with a computer and with Internet access,85.77874679,5.280359464821,True,Usage and ownership,
55,Slovenia,2020.0,Households with a computer and with Internet access,89.97491584,5.489748300416,True,Usage and ownership,
56,Spain,2020.0,Households with a computer and with Internet access,95.37748818,5.759336660182,True,Usage and ownership,
57,Turkey,2020.0,Households with a computer and with Internet access,90.73163903,5.527508787597,True,Usage and ownership,
58,United Kingdom,2020.0,Households with a computer and with Internet access,95.24432725,5.752691929775,True,Usage and ownership,
59,Argentina,2020.0,Households with a computer and with Internet access,90.0,5.4910000000000005,True,Usage and ownership,
60,Bolivia (Plurinational State of),2020.0,Households with a computer and with Internet access,55.17787488,3.753375956512,True,Usage and ownership,
