Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
"Jersey, Channel Islands",JEY,Rule of Law: Number of Sources,RL.NO.SRC,..,..,..,..,..,..,..,..,..,..,1,1,1,1,1
Jordan,JOR,Rule of Law: Estimate,RL.EST,0.3691097,0.1121534,0.3568603,0.3160516,0.3252741,0.3326735,0.3873699,0.4115452,0.2507831,0.1929732,0.2379189,0.3690984,0.3929674,0.4642132,0.4394264
Jordan,JOR,Rule of Law: Percentile Rank,RL.PER.RNK,63.86139,57.42574,63.86139,59.80861,60.76555,61.24402,61.24402,62.5,61.61137,61.13744,61.50235,62.9108,62.9108,68.75,67.78846
Jordan,JOR,Rule of Law: Number of Sources,RL.NO.SRC,8,9,11,12,13,15,16,16,16,16,16,17,16,14,14
Kazakhstan,KAZ,Rule of Law: Estimate,RL.EST,-1.107411,-1.142669,-1.030669,-1.008891,-0.8654316,-1.015587,-0.9477491,-0.8240984,-0.6456799,-0.6159054,-0.5735068,-0.6846134,-0.6916046,-0.5980517,-0.4393319
Kazakhstan,KAZ,Rule of Law: Percentile Rank,RL.PER.RNK,14.85149,13.36634,16.33663,16.74641,22.96651,15.311,19.13876,23.55769,31.75356,31.75356,32.39437,30.51643,30.51643,32.21154,38.94231
Kazakhstan,KAZ,Rule of Law: Number of Sources,RL.NO.SRC,11,11,11,12,13,15,16,17,16,16,16,17,16,15,15
Kenya,KEN,Rule of Law: Estimate,RL.EST,-0.8726287,-0.8744458,-0.8304052,-0.836094,-0.8815261,-0.8782318,-0.9657166,-0.9938358,-1.012889,-0.9423593,-0.903675,-0.8238015,-0.7111246,-0.4168576,-0.488159
Kenya,KEN,Rule of Law: Percentile Rank,RL.PER.RNK,24.75248,21.78218,23.26733,22.48804,22.48804,22.00957,17.70335,16.34615,17.06161,18.48341,19.24883,23.94366,29.10798,38.46154,36.53846
Kenya,KEN,Rule of Law: Number of Sources,RL.NO.SRC,8,11,13,14,14,17,17,17,17,17,18,18,18,16,16
Kiribati,KIR,Rule of Law: Estimate,RL.EST,0.5870306,0.5590889,0.3059548,0.3704675,0.7217457,0.8492128,0.7565856,0.3530946,0.127355,0.0550852,0.1002287,0.1416672,0.181601,-0.1243725,-0.1552585
Kiribati,KIR,Rule of Law: Percentile Rank,RL.PER.RNK,68.81188,67.82178,62.87129,62.20096,70.8134,75.11961,72.2488,61.05769,58.76777,56.87204,58.21596,59.15493,59.62441,52.40385,50.48077
Kiribati,KIR,Rule of Law: Number of Sources,RL.NO.SRC,3,3,3,4,4,4,4,5,7,7,7,7,7,6,6
"Korea, Dem. People’s Rep.",PRK,Rule of Law: Estimate,RL.EST,-1.058586,-1.309412,-1.158766,-1.275794,-1.136154,-1.390827,-1.25741,-1.234027,-1.340654,-1.379015,-1.384488,-1.351986,-1.381946,-1.624642,-1.64512
"Korea, Dem. People’s Rep.",PRK,Rule of Law: Percentile Rank,RL.PER.RNK,17.32673,7.920792,12.37624,9.090909,12.91866,6.698565,9.569378,9.615385,4.739336,5.21327,5.633803,6.57277,6.103286,1.923077,1.923077
"Korea, Dem. People’s Rep.",PRK,Rule of Law: Number of Sources,RL.NO.SRC,5,7,7,9,9,9,8,8,9,9,9,9,9,7,8
"Korea, Rep.",KOR,Rule of Law: Estimate,RL.EST,0.8812567,0.9473205,0.8342572,0.919705,0.9900065,0.8714592,1.029149,0.8808925,0.9937183,1.00388,1.025968,0.9842082,0.9538232,0.9935281,0.9323846
"Korea, Rep.",KOR,Rule of Law: Percentile Rank,RL.PER.RNK,79.70297,79.20792,76.23763,78.4689,82.29665,76.07655,83.25359,78.84615,81.99052,81.51659,81.22066,80.75117,79.81221,80.76923,80.28846
"Korea, Rep.",KOR,Rule of Law: Number of Sources,RL.NO.SRC,10,11,11,11,11,13,13,13,14,14,15,14,14,13,12
Kosovo,XKX,Rule of Law: Estimate,RL.EST,-0.0080067,-0.0457721,-0.8221036,-0.7924038,-0.8155496,-0.8539606,-0.7527021,-0.5934408,-0.5977859,-0.6100135,-0.5206516,-0.5312065,-0.5478382,-0.4723627,-0.4646959
Kosovo,XKX,Rule of Law: Percentile Rank,RL.PER.RNK,51.48515,51.48515,24.25743,24.40191,24.88038,23.44498,26.31579,34.13462,33.64929,32.22749,36.15023,37.55869,35.21127,37.01923,37.98077
Kosovo,XKX,Rule of Law: Number of Sources,RL.NO.SRC,1,1,2,2,2,3,4,7,9,10,10,11,10,10,10
Kuwait,KWT,Rule of Law: Estimate,RL.EST,0.5727769,0.6140341,0.5744021,0.5190188,0.53681,0.5384738,0.604888,0.5881702,0.5863044,0.5917252,0.5492437,0.3676134,0.3656267,0.0224906,0.001072
Kuwait,KWT,Rule of Law: Percentile Rank,RL.PER.RNK,67.82178,69.30693,68.31683,66.02871,65.07177,65.07177,68.89952,68.26923,66.82465,66.82465,66.19718,62.44131,62.44131,59.61538,57.21154
Kuwait,KWT,Rule of Law: Number of Sources,RL.NO.SRC,6,8,7,7,9,11,11,11,11,11,11,11,11,10,9
Kyrgyz Republic,KGZ,Rule of Law: Estimate,RL.EST,-0.8710807,-0.8053126,-0.7409122,-0.8140251,-1.114423,-1.313625,-1.318499,-1.371563,-1.325342,-1.266857,-1.190346,-1.129482,-1.109208,-0.9269122,-0.989244
Kyrgyz Republic,KGZ,Rule of Law: Percentile Rank,RL.PER.RNK,25.24752,25.24752,26.73267,23.44498,13.8756,8.61244,7.177033,6.730769,5.687204,8.530806,12.20657,13.14554,13.14554,16.82692,14.42308
Kyrgyz Republic,KGZ,Rule of Law: Number of Sources,RL.NO.SRC,9,10,10,11,12,15,15,15,15,15,15,15,15,14,14
Lao PDR,LAO,Rule of Law: Estimate,RL.EST,-0.9881363,-1.154668,-1.272733,-1.121745,-1.179128,-1.01524,-0.9570118,-0.8692254,-1.053463,-0.9797743,-1.000534,-0.8516377,-0.8002762,-0.751359,-0.7987303
Lao PDR,LAO,Rule of Law: Percentile Rank,RL.PER.RNK,20.29703,12.37624,9.405941,13.8756,11.96172,15.78947,18.18182,21.15385,15.16588,16.58768,16.43192,22.06573,24.41315,25.48077,23.55769
Lao PDR,LAO,Rule of Law: Number of Sources,RL.NO.SRC,7,8,8,10,10,12,12,12,13,13,13,13,14,12,11
Latvia,LVA,Rule of Law: Estimate,RL.EST,0.1973373,0.3415674,0.5957193,0.5873426,0.6184816,0.669318,0.7592566,0.8092072,0.8143532,0.7878038,0.7470232,0.7854767,0.7678499,0.8723829,0.7945901
Latvia,LVA,Rule of Law: Percentile Rank,RL.PER.RNK,57.92079,63.36634,69.30693,67.94258,67.94258,68.89952,72.72727,74.51923,73.93365,73.93365,71.83099,72.76995,73.23943,78.36539,76.44231
Latvia,LVA,Rule of Law: Number of Sources,RL.NO.SRC,10,12,12,12,12,13,14,14,15,14,13,13,14,13,13
Lebanon,LBN,Rule of Law: Estimate,RL.EST,-0.1652971,-0.3082848,-0.3865767,-0.2583529,-0.3313195,-0.6430191,-0.6963294,-0.6687936,-0.6807634,-0.7075745,-0.6910208,-0.751038,-0.7756893,-0.7662485,-0.8256541
Lebanon,LBN,Rule of Law: Percentile Rank,RL.PER.RNK,46.0396,44.55445,42.07921,44.01914,43.54067,30.62201,28.70813,28.84615,28.90995,29.38389,29.57747,27.23005,25.8216,24.51923,21.15385
Lebanon,LBN,Rule of Law: Number of Sources,RL.NO.SRC,7,10,9,10,10,13,13,13,14,15,16,15,15,13,13
Lesotho,LSO,Rule of Law: Estimate,RL.EST,0.1418615,0.0881359,0.0923793,-0.1069801,-0.1209045,-0.2229561,-0.2946635,-0.2313231,-0.2117993,-0.2773108,-0.2519594,-0.2448477,-0.2019752,-0.2098233,-0.1739646
Lesotho,LSO,Rule of Law: Percentile Rank,RL.PER.RNK,56.43564,56.93069,55.44555,49.76077,48.80383,47.84689,46.88995,48.07692,47.8673,46.4455,47.88733,47.41784,48.35681,48.07692,50
Lesotho,LSO,Rule of Law: Number of Sources,RL.NO.SRC,6,7,7,8,8,10,11,12,12,12,12,13,14,13,12
Liberia,LBR,Rule of Law: Estimate,RL.EST,-2.008507,-1.813444,-1.648953,-1.556373,-1.326512,-0.8875068,-0.8897216,-1.091133,-1.014399,-0.9611113,-0.9273512,-0.8874047,-0.8790346,-0.8057941,-0.8566009
Liberia,LBR,Rule of Law: Percentile Rank,RL.PER.RNK,0.4950495,0.4950495,2.475248,4.30622,8.61244,21.05263,20.57416,13.46154,16.58768,17.06161,17.84038,20.65728,20.65728,21.63461,19.71154
Liberia,LBR,Rule of Law: Number of Sources,RL.NO.SRC,6,7,6,7,7,9,9,13,15,15,16,18,18,15,16
Libya,LBY,Rule of Law: Estimate,RL.EST,-0.9895156,-1.136303,-0.8964424,-0.9086057,-0.9750819,-1.076521,-0.9514513,-0.8242226,-0.9337166,-0.9934169,-1.20012,-1.137567,-1.336877,-1.508693,-1.629265
Libya,LBY,Rule of Law: Percentile Rank,RL.PER.RNK,19.30693,13.86139,19.30693,17.70335,18.66029,13.39713,18.66029,23.07692,18.00948,16.11374,11.73709,12.20657,7.511737,2.884615,2.403846
Libya,LBY,Rule of Law: Number of Sources,RL.NO.SRC,6,7,7,9,9,9,10,11,12,13,12,13,14,12,10
Liechtenstein,LIE,Rule of Law: Estimate,RL.EST,1.525019,1.515333,1.304897,1.096232,0.9762172,1.07046,1.41055,1.43109,1.618515,1.623811,1.619368,1.601889,1.585438,1.743713,1.685901
Liechtenstein,LIE,Rule of Law: Percentile Rank,RL.PER.RNK,92.07921,91.58416,88.11881,84.21053,81.81818,83.25359,89.95216,89.90385,92.41706,91.46919,92.01878,91.07981,91.54929,92.30769,91.34615
Liechtenstein,LIE,Rule of Law: Number of Sources,RL.NO.SRC,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2
Lithuania,LTU,Rule of Law: Estimate,RL.EST,0.2920864,0.4527944,0.5413424,0.6070058,0.6287229,0.7163033,0.7266968,0.7224829,0.7280318,0.7823634,0.7749577,0.8504152,0.8360037,0.9391773,1.008047
Lithuania,LTU,Rule of Law: Percentile Rank,RL.PER.RNK,60.89109,65.34653,66.83168,68.89952,68.89952,70.33493,71.77033,71.63461,70.61611,73.45972,73.70892,76.05634,74.17841,79.32692,81.25
Lithuania,LTU,Rule of Law: Number of Sources,RL.NO.SRC,11,12,12,12,12,13,15,16,15,15,14,14,14,13,13
Luxembourg,LUX,Rule of Law: Estimate,RL.EST,1.845376,1.904424,1.866144,1.865489,1.83068,1.699838,1.765278,1.801214,1.827186,1.851443,1.83319,1.798904,1.816299,1.906488,1.874649
Luxembourg,LUX,Rule of Law: Percentile Rank,RL.PER.RNK,98.51485,98.51485,95.54456,96.65072,96.65072,93.30144,94.73684,95.67308,97.63033,97.63033,97.65258,96.24413,96.71362,95.67308,96.63461
Luxembourg,LUX,Rule of Law: Number of Sources,RL.NO.SRC,6,5,6,7,7,8,8,8,9,9,9,9,9,8,8
"Macao SAR, China",MAC,Rule of Law: Estimate,RL.EST,0.2068737,0.7120169,1.261434,1.388443,0.7296857,0.443407,0.3198386,0.4649147,0.7121116,0.7232398,0.6928829,0.6526927,0.6436772,0.9519196,0.9236724
"Macao SAR, China",MAC,Rule of Law: Percentile Rank,RL.PER.RNK,58.91089,72.77228,86.13861,89.95216,71.29186,63.15789,59.80861,64.90385,69.66824,70.61611,69.95305,69.48357,70.42254,79.80769,79.80769
"Macao SAR, China",MAC,Rule of Law: Number of Sources,RL.NO.SRC,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4
North Macedonia,MKD,Rule of Law: Estimate,RL.EST,-0.5724923,-0.5531185,-0.4868161,-0.2352378,-0.317825,-0.5324366,-0.4269807,-0.3471483,-0.2570461,-0.2643115,-0.2366644,-0.2207166,-0.1996228,-0.052509,-0.1888124
North Macedonia,MKD,Rule of Law: Percentile Rank,RL.PER.RNK,33.16832,35.14851,38.61386,44.97608,44.49761,36.84211,41.62679,43.26923,46.91943,46.91943,48.35681,47.88733,48.82629,55.76923,49.51923
North Macedonia,MKD,Rule of Law: Number of Sources,RL.NO.SRC,8,10,11,12,12,13,13,14,14,14,12,13,13,12,12
Madagascar,MDG,Rule of Law: Estimate,RL.EST,-0.2442252,-0.3004295,-0.2347738,-0.2459596,-0.3525315,-0.4458058,-0.3836074,-0.4496756,-0.733841,-0.8746328,-0.8880162,-0.9061241,-0.9128277,-0.7401275,-0.6872614
Madagascar,MDG,Rule of Law: Percentile Rank,RL.PER.RNK,43.06931,45.0495,46.0396,44.49761,41.62679,40.66986,42.58373,38.94231,27.96209,22.27488,20.65728,20.18779,19.24883,26.92308,29.32692
Madagascar,MDG,Rule of Law: Number of Sources,RL.NO.SRC,7,8,10,11,12,15,15,15,15,16,16,17,18,16,16
Malawi,MWI,Rule of Law: Estimate,RL.EST,-0.4773082,-0.4188586,-0.2124917,-0.1227518,-0.1050631,-0.2158597,-0.1555548,-0.1104348,-0.1102533,-0.1255698,-0.1550522,-0.2187192,-0.1622785,-0.2863653,-0.3068863
Malawi,MWI,Rule of Law: Percentile Rank,RL.PER.RNK,37.12871,40.09901,46.53465,48.32536,49.76077,49.2823,49.76077,51.92308,51.65877,51.18483,49.76526,48.35681,50.23474,45.19231,45.19231
Malawi,MWI,Rule of Law: Number of Sources,RL.NO.SRC,8,11,12,13,14,15,15,16,16,16,16,17,17,15,15
Malaysia,MYS,Rule of Law: Estimate,RL.EST,0.2731184,0.4508347,0.5239099,0.5179631,0.4970897,0.4673473,0.4377053,0.3449331,0.4559681,0.4781646,0.4786865,0.4650322,0.4357612,0.5882955,0.5019241
Malaysia,MYS,Rule of Law: Percentile Rank,RL.PER.RNK,60.39604,64.85149,66.33663,65.55024,63.15789,64.11483,63.15789,60.09615,63.50711,64.92891,64.78873,64.78873,63.84977,73.55769,68.75
Malaysia,MYS,Rule of Law: Number of Sources,RL.NO.SRC,10,11,12,13,13,15,15,15,15,16,17,17,16,13,14
Maldives,MDV,Rule of Law: Estimate,RL.EST,0.0680506,-0.1425849,-0.0151742,-0.0796294,0.0409874,-0.0666002,-0.1642235,-0.1847449,-0.1897115,-0.337034,-0.5540242,-0.5418091,-0.7466154,-0.5301722,-0.5762654
Maldives,MDV,Rule of Law: Percentile Rank,RL.PER.RNK,54.45544,49.0099,52.9703,50.7177,55.50239,51.67464,49.2823,50,49.76303,45.0237,33.80282,36.15023,27.69953,33.65385,32.21154
Maldives,MDV,Rule of Law: Number of Sources,RL.NO.SRC,5,5,5,6,6,6,6,8,8,8,8,8,9,7,7
Mali,MLI,Rule of Law: Estimate,RL.EST,-0.3471576,-0.2329327,0.0001894,-0.1866324,-0.156803,-0.2901622,-0.1830099,-0.3209292,-0.3652175,-0.4499227,-0.5010627,-0.6711911,-0.7491195,-0.6442962,-0.7351909
Mali,MLI,Rule of Law: Percentile Rank,RL.PER.RNK,41.58416,46.53465,53.46535,46.88995,46.88995,45.93301,48.80383,45.67308,44.54976,40.28436,38.02817,31.92488,27.23005,31.25,26.92308
Mali,MLI,Rule of Law: Number of Sources,RL.NO.SRC,8,10,11,12,12,14,14,14,15,16,16,16,17,15,15
Malta,MLT,Rule of Law: Estimate,RL.EST,1.390722,1.505314,1.576137,1.330264,1.426871,1.568244,1.629644,1.62492,1.480706,1.416975,1.286829,1.344982,1.333084,1.19364,1.135586
Malta,MLT,Rule of Law: Percentile Rank,RL.PER.RNK,89.60396,91.08911,92.57426,89.47369,90.90909,91.38756,92.3445,91.82692,90.52132,89.57346,86.85446,87.32394,87.32394,86.05769,83.17308
Malta,MLT,Rule of Law: Number of Sources,RL.NO.SRC,4,4,5,5,6,7,7,7,9,9,9,9,9,8,8
Marshall Islands,MHL,Rule of Law: Estimate,RL.EST,0.0031422,0.1920965,0.0727762,-0.2100039,-0.0717687,0.0318772,-0.016319,0.203876,-0.2858856,-0.2602849,0.1230077,0.0284798,0.1331547,-0.2220787,-0.2126315
Marshall Islands,MHL,Rule of Law: Percentile Rank,RL.PER.RNK,52.47525,59.40594,54.9505,45.45454,51.19617,55.02392,53.58852,58.65385,45.97157,47.39336,58.68545,56.80751,57.277,47.59615,48.07692
Marshall Islands,MHL,Rule of Law: Number of Sources,RL.NO.SRC,3,3,3,3,3,3,3,3,4,5,5,5,4,3,3
Martinique,MTQ,Rule of Law: Estimate,RL.EST,1.256536,1.237166,0.996154,0.9807659,0.8572026,0.820513,0.8393938,0.8558134,0.8631719,0.8533528,0.8368333,0.8404392,0.848269,0.0188626,-0.0392533
Martinique,MTQ,Rule of Law: Percentile Rank,RL.PER.RNK,85.64356,85.14851,82.17822,81.81818,78.4689,73.20574,77.03349,77.88461,77.25118,76.77725,76.05634,75.58685,76.52582,59.13462,56.73077
Martinique,MTQ,Rule of Law: Number of Sources,RL.NO.SRC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mauritania,MRT,Rule of Law: Estimate,RL.EST,-0.4236262,-0.5234949,-0.5244782,-0.7285797,-0.7111109,-0.7846489,-0.703096,-1.141112,-0.8046821,-0.8895416,-0.915251,-0.917475,-0.9984549,-0.8603694,-0.8660766
Mauritania,MRT,Rule of Law: Percentile Rank,RL.PER.RNK,38.11881,36.13861,35.64357,27.7512,29.1866,25.35885,27.7512,12.01923,22.74882,21.32701,18.30986,19.24883,15.96244,19.71154,18.75
Mauritania,MRT,Rule of Law: Number of Sources,RL.NO.SRC,6,6,7,9,10,13,13,13,14,14,14,14,15,13,13
Mauritius,MUS,Rule of Law: Estimate,RL.EST,0.9823496,1.054843,1.07713,1.000842,1.02916,0.8816985,0.909599,0.9962615,0.9430081,0.8581037,0.9016009,0.9749667,0.9500684,0.912838,0.8553141
Mauritius,MUS,Rule of Law: Percentile Rank,RL.PER.RNK,81.18812,82.67326,83.66337,82.77512,83.25359,77.51196,80.86124,82.69231,79.62085,77.25118,77.93427,80.28169,79.34272,78.84615,77.88461
Mauritius,MUS,Rule of Law: Number of Sources,RL.NO.SRC,7,9,10,11,11,12,12,12,12,12,14,14,15,14,14
Mexico,MEX,Rule of Law: Estimate,RL.EST,-0.3826113,-0.3097694,-0.3322099,-0.3740855,-0.3469595,-0.4314989,-0.4940353,-0.6678741,-0.559861,-0.5508309,-0.5492158,-0.534087,-0.5444897,-0.4228251,-0.447092
Mexico,MEX,Rule of Law: Percentile Rank,RL.PER.RNK,40.09901,44.05941,43.56436,40.66986,42.58373,41.62679,37.79904,29.80769,35.54502,35.54502,34.2723,37.0892,35.68075,37.98077,38.46154
Mexico,MEX,Rule of Law: Number of Sources,RL.NO.SRC,11,12,12,14,14,17,17,17,18,18,19,19,18,16,16
"Micronesia, Fed. Sts.",FSM,Rule of Law: Estimate,RL.EST,0.0507538,0.0183355,-0.0925404,0.437779,0.6634981,0.684762,0.6169169,0.341098,0.041141,-0.1015459,-0.0612994,-0.0155286,0.0653603,-0.2809355,-0.2955444
"Micronesia, Fed. Sts.",FSM,Rule of Law: Percentile Rank,RL.PER.RNK,53.9604,54.9505,49.50495,63.63636,69.85646,69.37799,69.37799,59.61538,55.45024,52.1327,53.05164,54.46009,55.39906,46.15385,45.67308
"Micronesia, Fed. Sts.",FSM,Rule of Law: Number of Sources,RL.NO.SRC,3,3,3,4,4,4,4,6,6,6,6,6,6,5,5
Moldova,MDA,Rule of Law: Estimate,RL.EST,-0.4834692,-0.6003246,-0.5166645,-0.3339092,-0.3577877,-0.5199342,-0.5084907,-0.4253814,-0.4422736,-0.3631089,-0.3313614,-0.3247726,-0.3721325,-0.2478368,-0.3534472
Moldova,MDA,Rule of Law: Percentile Rank,RL.PER.RNK,35.64357,34.15842,37.12871,42.58373,41.14833,38.27751,36.84211,39.42308,40.75829,43.12796,45.53991,46.00939,43.19249,46.63462,42.78846
Moldova,MDA,Rule of Law: Number of Sources,RL.NO.SRC,10,11,11,12,13,14,15,15,14,15,15,16,15,14,13
Monaco,MCO,Rule of Law: Estimate,RL.EST,0.8622218,0.8586732,0.8622284,0.8400118,0.7861269,0.9949803,0.8900374,0.9107573,0.9502158,0.8886338,0.946979,0.9326771,0.9354892,..,..
Monaco,MCO,Rule of Law: Percentile Rank,RL.PER.RNK,79.20792,77.22772,78.21782,75.11961,74.64115,82.29665,79.42583,80.28846,80.56872,78.67299,79.34272,78.40376,78.87324,..,..
Monaco,MCO,Rule of Law: Number of Sources,RL.NO.SRC,1,1,1,1,1,1,1,1,1,1,1,1,1,..,..
Mongolia,MNG,Rule of Law: Estimate,RL.EST,-0.0061647,0.1798876,0.2130862,0.0276974,-0.2187209,-0.3195785,-0.3474436,-0.3458996,-0.2607741,-0.3602177,-0.2670407,-0.3754598,-0.371379,-0.3447398,-0.3797925
Mongolia,MNG,Rule of Law: Percentile Rank,RL.PER.RNK,51.9802,58.91089,60.89109,54.54546,45.45454,45.45454,44.97608,43.75,46.4455,43.60189,46.94836,43.66197,43.66197,42.30769,41.82692
Mongolia,MNG,Rule of Law: Number of Sources,RL.NO.SRC,7,8,8,10,11,11,12,13,16,16,16,17,16,14,16
Montenegro,MNE,Rule of Law: Estimate,RL.EST,0.3351969,0.2938679,-0.1567816,-0.2089675,-0.1312009,-0.270818,-0.1541574,-0.0756757,0.0703427,0.0135177,0.0170826,0.0190588,0.0454805,0.0817182,0.0517719
Montenegro,MNE,Rule of Law: Percentile Rank,RL.PER.RNK,62.87129,60.39604,47.52475,45.93301,47.84689,46.88995,50.23923,52.88462,56.87204,54.9763,55.39906,56.33803,54.92958,61.53846,58.65385
Montenegro,MNE,Rule of Law: Number of Sources,RL.NO.SRC,1,1,2,2,3,8,9,12,12,13,12,12,12,11,12
Morocco,MAR,Rule of Law: Estimate,RL.EST,0.1293169,-0.0203135,-0.075726,-0.0325502,-0.1649063,-0.2897126,-0.2987185,-0.3033495,-0.2100238,-0.1718455,-0.2276767,-0.2091782,-0.2479497,-0.0651447,-0.0889452
Morocco,MAR,Rule of Law: Percentile Rank,RL.PER.RNK,54.9505,52.9703,50.49505,51.19617,45.93301,46.41148,46.41148,46.63462,48.34123,50.23697,48.82629,48.82629,46.94836,54.32692,54.80769
Morocco,MAR,Rule of Law: Number of Sources,RL.NO.SRC,9,11,12,13,13,15,15,16,16,16,17,18,18,16,15
Mozambique,MOZ,Rule of Law: Estimate,RL.EST,-0.7273961,-0.6395144,-0.6728061,-0.670197,-0.6165874,-0.6116575,-0.5978227,-0.606939,-0.5906445,-0.4718506,-0.5668715,-0.5860989,-0.8155884,-0.8103338,-0.8487962
Mozambique,MOZ,Rule of Law: Percentile Rank,RL.PER.RNK,27.72277,32.67327,29.20792,31.10048,32.53588,32.53588,33.49282,33.65385,34.12322,39.33649,32.86385,32.86385,23.00469,21.15385,20.67308
Mozambique,MOZ,Rule of Law: Number of Sources,RL.NO.SRC,8,11,12,14,14,17,17,17,17,16,16,16,17,15,14
Myanmar,MMR,Rule of Law: Estimate,RL.EST,-1.423945,-1.713963,-1.700723,-1.739791,-1.731732,-1.533385,-1.547747,-1.541819,-1.531916,-1.547706,-1.438458,-1.354736,-1.233818,-1.185659,-1.236539
Myanmar,MMR,Rule of Law: Percentile Rank,RL.PER.RNK,3.960396,1.485149,1.485149,1.435407,0.9569378,3.827751,3.827751,3.365385,3.317536,2.843602,4.694836,6.103286,9.859155,8.173077,7.692307
Myanmar,MMR,Rule of Law: Number of Sources,RL.NO.SRC,7,8,8,9,9,10,10,10,10,10,11,12,15,14,14
Namibia,NAM,Rule of Law: Estimate,RL.EST,0.221446,0.326638,0.315762,-0.0028205,-0.0663913,0.1205517,0.1018893,0.3484189,0.1876295,0.1546702,0.1318098,0.2528461,0.2669593,0.1478412,0.1903548
Namibia,NAM,Rule of Law: Percentile Rank,RL.PER.RNK,59.40594,61.88119,63.36634,51.67464,51.67464,56.9378,57.89474,60.57692,60.66351,59.71564,59.15493,61.03286,60.09389,62.98077,62.01923
Namibia,NAM,Rule of Law: Number of Sources,RL.NO.SRC,8,11,11,12,12,12,13,13,15,15,15,14,15,14,15
Nauru,NRU,Rule of Law: Estimate,RL.EST,0.8622218,0.8586732,0.8622284,0.8400118,0.7861269,0.9949803,0.5139782,0.3719442,0.4789119,0.4645373,0.5621956,0.7323934,0.623328,-1.009087,-1.086186
Nauru,NRU,Rule of Law: Percentile Rank,RL.PER.RNK,79.20792,77.22772,78.21782,75.11961,74.64115,82.29665,65.55024,61.53846,63.98104,63.98104,66.66666,71.83099,69.48357,14.42308,12.01923
Nauru,NRU,Rule of Law: Number of Sources,RL.NO.SRC,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1
Nepal,NPL,Rule of Law: Estimate,RL.EST,-0.2528777,-0.470369,-0.556004,-0.7425213,-0.8157676,-0.6230243,-0.5932156,-0.6734937,-0.8600231,-0.9518621,-0.8867433,-0.7357028,-0.7181364,-0.6495776,-0.6768322
Nepal,NPL,Rule of Law: Percentile Rank,RL.PER.RNK,42.57426,38.11881,32.67327,27.27273,24.40191,31.57895,33.97129,28.36539,21.32701,18.00948,21.12676,28.16901,28.6385,30.28846,29.80769
Nepal,NPL,Rule of Law: Number of Sources,RL.NO.SRC,7,8,9,10,11,13,13,13,15,15,15,15,15,13,13
Netherlands,NLD,Rule of Law: Estimate,RL.EST,1.774045,1.739676,1.747386,1.757815,1.764358,1.783092,1.78735,1.761363,1.814506,1.819352,1.822074,1.861233,1.835081,1.980403,1.944192
Netherlands,NLD,Rule of Law: Percentile Rank,RL.PER.RNK,95.54456,95.04951,95.04951,95.21531,95.69378,94.73684,95.69378,94.71154,97.15639,97.15639,97.1831,97.65258,97.1831,97.11539,97.11539
Netherlands,NLD,Rule of Law: Number of Sources,RL.NO.SRC,9,9,9,9,9,10,10,10,11,11,12,12,12,11,11
Netherlands Antilles,ANT,Rule of Law: Estimate,RL.EST,..,..,..,0.9298062,0.8572026,0.820513,0.8393938,0.7282836,0.8472668,0.8533528,0.8368333,0.8404392,0.848269,..,..
Netherlands Antilles,ANT,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,80.86124,78.4689,73.20574,77.03349,72.11539,74.88152,76.77725,76.05634,75.58685,76.52582,..,..
Netherlands Antilles,ANT,Rule of Law: Number of Sources,RL.NO.SRC,..,..,..,1,1,1,1,2,2,1,1,1,1,..,..
New Zealand,NZL,Rule of Law: Estimate,RL.EST,1.825322,1.824306,1.887663,1.869368,1.858338,1.808222,1.844565,1.862746,1.930312,1.86925,1.904492,1.89058,1.878955,2.008777,2.001393
New Zealand,NZL,Rule of Law: Percentile Rank,RL.PER.RNK,96.0396,96.0396,97.0297,97.12919,97.12919,96.17225,96.65072,97.11539,99.05213,98.10426,98.59155,98.59155,98.12206,98.55769,98.07692
New Zealand,NZL,Rule of Law: Number of Sources,RL.NO.SRC,8,8,9,9,9,11,11,11,11,11,12,12,12,11,11
Nicaragua,NIC,Rule of Law: Estimate,RL.EST,-0.8912316,-0.6806562,-0.535597,-0.7676254,-0.6137064,-0.7515027,-0.788395,-0.8049277,-0.7876278,-0.8286513,-0.7247437,-0.7322436,-0.6747248,-0.7122435,-0.7361089
Nicaragua,NIC,Rule of Law: Percentile Rank,RL.PER.RNK,22.77228,29.20792,34.15842,25.35885,33.01435,26.31579,23.92344,24.03846,23.69668,23.69668,28.6385,28.6385,31.4554,27.40385,26.44231
Nicaragua,NIC,Rule of Law: Number of Sources,RL.NO.SRC,9,11,12,14,14,16,16,16,17,17,17,18,17,15,15
Niger,NER,Rule of Law: Estimate,RL.EST,-0.7234916,-0.6402224,-0.5187884,-0.6407094,-0.7069026,-0.590787,-0.5985432,-0.6682003,-0.4786583,-0.4824711,-0.3902828,-0.6476631,-0.6596034,-0.645744,-0.5707142
