ISO2,Economy,IndCode,IndNum,IndName,Rank,Score,Value,MinDatCov,Outdated,OverallStreWeak,IncomeStreWeak,DataYear
HND,Honduras,MarkCap,4.2.2,"Market capitalization, % GDP",,,,,,,,
HND,Honduras,r_VenCapDeal,4.2.3,"Venture capital investors, deals/bn PPP$ GDP",,,,,,,,
HND,Honduras,c_VenCapDeal,4.2.4,"Venture capital recipients, deals/bn PPP$ GDP",,,,,,,,
HND,Honduras,SP43,4.3.,"Trade, diversification, and market scale",112,53.10208182,,0,,,,
HND,Honduras,AppTarriff,4.3.1,"Applied tariff rate, weighted avg., %",66,80.93907048,3.4100001,,1,,,2018
HND,Honduras,c_HHI,4.3.2,Domestic industry diversification,,,,,,,,
HND,Honduras,DomMarkSc,4.3.3,"Domestic market scale, bn PPP$",100,39.18358749,55.060001,,0,,,2020
HND,Honduras,P5,5,Business sophistication,72,24.04674562,,0,,,,
HND,Honduras,SP51,5.1.,Knowledge workers,81,27.27960587,,0,,,,
HND,Honduras,KnowIntsEmp,5.1.1,"Knowledge-intensive employment, %",96,18.2751536,13.85350983,,0,,,2019
HND,Honduras,FirmTrain,5.1.2,"Firms offering formal training, %",20,57.02592087,47.7,,1,S,S,2016
HND,Honduras,GERDPerf,5.1.3,"GERD performed by business, % GDP",,,,,,,,
HND,Honduras,GERDFinBus,5.1.4,"GERD financed by business, %",76,12.86415162,10.39933,,1,,,2017
HND,Honduras,FemEmpDeg,5.1.5,"Females employed w/advanced degrees, %",95,14.62678888,4.893176295,,0,,,2019
HND,Honduras,SP52,5.2.,Innovation linkages,113,13.98365692,,0,,,,
HND,Honduras,UniResColl,5.2.1,University-industry R&D collaboration†,118,27.60942777,2.656565666,,0,,W,2020
HND,Honduras,StatClustDev,5.2.2,State of cluster development and depth†,89,42.63157845,3.557894707,,0,,,2020
HND,Honduras,GERDFinAbr,5.2.3,"GERD financed by abroad, % GDP",95,0.182688521,0.001404575,,1,W,,2017
HND,Honduras,JVStratAll,5.2.4,Joint venture/strategic alliance deals/bn PPP$ GDP,71,5.972348914,0.021954726,,1,,,2019
HND,Honduras,PatFam,5.2.5,Patent families/bn PPP$ GDP,86,0.335126392,0.01909709,,0,,,2017
HND,Honduras,SP53,5.3.,Knowledge absorption,54,30.87697406,,0,,,,
HND,Honduras,IntelPropPay,5.3.1,"Intellectual property payments, % total trade",36,24.76617588,1.103029834,,0,S,S,2019
HND,Honduras,HiTechImp,5.3.2,"High-tech imports, % total trade",65,24.27734464,7.718498519,,0,,,2019
HND,Honduras,ICTSevImp,5.3.3,"ICT services imports, % total trade",41,39.85715846,1.780196415,,0,S,S,2019
HND,Honduras,FDINetInfl,5.3.4,"FDI net inflows, % GDP",22,47.31764482,4.638837118,,0,S,,2019
HND,Honduras,ResTalBus,5.3.5,"Research talent, % in businesses",,,,,,,,
HND,Honduras,P6,6,Knowledge and technology outputs,118,9.809928384,,0,,,,
HND,Honduras,SP61,6.1.,Knowledge creation,129,1.484072569,,0,,W,W,
HND,Honduras,PatOrig,6.1.1,Patents by origin/bn PPP$ GDP,128,0,0,,0,W,W,2019
HND,Honduras,PCTPatOrig,6.1.2,PCT patents by origin/bn PPP$ GDP,98,0,0,,0,W,W,2020
HND,Honduras,UtilModOrig,6.1.3,Utility models by origin/bn PPP$ GDP ,76,0,0,,0,W,W,2019
HND,Honduras,c_SciTechArt,6.1.4,Scientific and technical articles/bn PPP$ GDP,118,4.276130267,3.1965129,,0,,,2020
HND,Honduras,CitDoc,6.1.5,Citable documents H-index,126,2.402196294,65,,0,W,,2020
HND,Honduras,SP62,6.2.,Knowledge impact,116,15.27162541,,1,,,,
HND,Honduras,r_GrowPPP20,6.2.1,"Labor productivity growth, %",,,,,,,,
HND,Honduras,NewBus,6.2.2,New businesses/th pop. 15–64,,,,,,,,
HND,Honduras,CompSoftSpend,6.2.3,"Software spending, % GDP",47,23.07959226,0.25619844,,0,S,,2020
HND,Honduras,ISOQual,6.2.4,ISO 9001 quality certificates/bn PPP$ GDP,76,7.463658565,2.977624785,,0,,,2019
HND,Honduras,c_HiTechManufIND2,6.2.5,"High-tech manufacturing, %",,,,,,,,
HND,Honduras,SP63,6.3.,Knowledge diffusion,80,12.67408717,,0,,,,
HND,Honduras,IntelPropRec,6.3.1,"Intellectual property receipts, % total trade",,,,,,,,
HND,Honduras,c_EcComplexity,6.3.2,Production and export complexity,97,28.48783421,-0.6654,,0,,,2018
HND,Honduras,c_HTExpHKG,6.3.3,"High-tech exports, % total trade",115,0.555188769,0.133878097,,0,,,2019
HND,Honduras,ICTServExp,6.3.4,"ICT services exports, % total trade",57,16.88611205,1.986328001,,0,,,2019
HND,Honduras,P7,7,Creative outputs,102,15.63107499,,0,,,,
HND,Honduras,SP71,7.1.,Intangible assets,81,26.55604049,,0,,,,
HND,Honduras,TradmkOrig,7.1.1,Trademarks by origin/bn PPP$ GDP,51,37.44126572,46.061691,,0,S,,2019
HND,Honduras,BrandVal,7.1.2,"Global brand value, top 5,000, % GDP",80,0,0,,0,W,W,2020
HND,Honduras,IndustDes,7.1.3,Industrial designs by origin/bn PPP$ GDP,112,0.348165847,0.071938567,,1,,,2018
HND,Honduras,ICTOrgMod,7.1.4,ICTs and organizational model creation†,59,55.33079307,4.319847584,,0,,,2018
HND,Honduras,SP72,7.2.,Creative goods and services,119,1.81780438,,1,,,,
HND,Honduras,CultServExp,7.2.1,"Cultural and creative services exports, % total trade",102,0.491626747,0.017427284,,1,,,2018
HND,Honduras,NatFeatFilm,7.2.2,National feature films/mn pop. 15–69,68,6.296408571,1.966181997,,0,,,2017
HND,Honduras,EntMedia,7.2.3,Entertainment and media market/th pop. 15–69,,,,,,,,
HND,Honduras,PrintMedia,7.2.4,"Printing and other media, % manufacturing",,,,,,,,
HND,Honduras,CreaGoodExp,7.2.5,"Creative goods exports, % total trade",119,0.241591102,0.022942065,,0,,,2019
HND,Honduras,SP73,7.3.,Online creativity,110,7.594414595,,0,,,,
HND,Honduras,GenTLD,7.3.1,Generic top-level domains (TLDs)/th pop. 15–69,107,0.507708165,1.551368815,,0,,,2020
HND,Honduras,CCTLD,7.3.2,Country-code TLDs/th pop. 15–69,103,0.374742852,1.294711333,,0,,,2020
HND,Honduras,WikiEdit,7.3.3,Wikipedia edits/mn pop. 15–69,97,29.43049743,31.95357772,,0,,,2020
HND,Honduras,AppCrea,7.3.4,Mobile app creation/bn PPP$ GDP,89,0.064709933,0.002313521,,0,,,2020
HKG,Hong Kong,Inputs,.1,Innovation Input Sub-index,10,64.16978675,,,,,,
HKG,Hong Kong,Outputs,.2,Innovation Output Sub-index,17,43.18095533,,,,,,
HKG,Hong Kong,Index,0,Global Innovation Index,14,53.67537104,,,,,,
HKG,Hong Kong,P1,1,Institutions,11,88.12379476,,0,,,,
HKG,Hong Kong,SP11,1.1.,Political environment,12,86.34223233,,0,,,,
HKG,Hong Kong,PolStab,1.1.1,Political and operational stability*,29,80.357143,1.5,,0,,,2020
HKG,Hong Kong,GovEff,1.1.2,Government effectiveness*,8,89.334777,1.741096854,,0,,,2019
HKG,Hong Kong,SP12,1.2.,Regulatory environment,4,96.08361696,,0,,,,
HKG,Hong Kong,RegQua,1.2.1,Regulatory quality*,2,95.34758597,1.983407617,,0,S,S,2019
HKG,Hong Kong,RuleOL,1.2.2,Rule of law*,15,88.98688188,1.6041435,,0,,,2019
HKG,Hong Kong,CostRedu,1.2.3,Cost of redudancy dismissal,1,100,8,,0,S,S,2019
HKG,Hong Kong,SP13,1.3.,Business environment,28,81.945535,,0,,,,
HKG,Hong Kong,EaseStartBus,1.3.1,Ease of starting a business*,5,98.21673,98.21673,,0,,S,2019
HKG,Hong Kong,EaseInsol,1.3.2,Ease of resolving insolvency*,41,65.67434,65.67434,,0,,W,2019
HKG,Hong Kong,P2,2,Human capital and research,25,48.55860998,,0,,,,
HKG,Hong Kong,SP21,2.1.,Education,37,58.14058678,,0,,,,
HKG,Hong Kong,ExpEdu,2.1.1,"Expenditure on education, % GDP",76,35.3717393,3.81058,,0,W,W,2019
HKG,Hong Kong,GovFundPup,2.1.2,"Government funding/pupil, secondary, % GDP/cap",30,36.58308021,22.67911,,0,,,2019
HKG,Hong Kong,SchLifeExp,2.1.3,"School life expectancy, years",17,76.69117538,17.22212,,0,,,2019
HKG,Hong Kong,PISA,2.1.4,"PISA scales in reading, maths and science",3,80.27034742,530.7078403,,0,S,S,2018
HKG,Hong Kong,PupTeachR,2.1.5,"Pupil-teacher ratio, secondary",40,87.56235707,10.99478261,,0,,,2019
HKG,Hong Kong,SP22,2.2.,Tertiary education,11,51.12808404,,0,,,,
HKG,Hong Kong,TertEnrol,2.2.1,"Tertiary enrolment, % gross",21,56.43967059,80.9841,,0,,,2019
HKG,Hong Kong,SciEngGrad,2.2.2,"Graduates in science and engineering, %",,,,,,,,
HKG,Hong Kong,TertMob,2.2.3,"Tertiary inbound mobility, %",11,40.50491096,14.31223,,0,,,2019
HKG,Hong Kong,SP23,2.3.,Research and development (R&D),30,36.40715912,,0,,,W,
HKG,Hong Kong,ResPPop,2.3.1,"Researchers, FTE/mn pop.",25,47.81157504,4026.59891,,1,,,2018
HKG,Hong Kong,RDExp,2.3.2,"Gross expenditure on R&D, % GDP",42,17.28372811,0.8634,,1,,W,2018
HKG,Hong Kong,RDCompExp,2.3.3,"Global corporate R&D investors, top 3, mn US$",41,0,0,,0,W,W,2020
HKG,Hong Kong,QSRank,2.3.4,"QS university ranking, top 3*",5,80.53333333,80.53333333,,0,,,2020
HKG,Hong Kong,P3,3,Infrastructure,6,60.25439356,,0,,,,
HKG,Hong Kong,SP31,3.1.,Information and communication technologies (ICTs),10,89.60700194,,1,,,,
HKG,Hong Kong,ICTAcc,3.1.1,ICT access*,2,94.3449325,9.43449325,,0,S,S,2019
HKG,Hong Kong,ICTUse,3.1.2,ICT use*,11,84.86907137,8.486907137,,0,,,2019
HKG,Hong Kong,GovOLServ,3.1.3,Government's online service*,,,,,,,,
HKG,Hong Kong,Epart,3.1.4,E-participation*,,,,,,,,
HKG,Hong Kong,SP32,3.2.,General infrastructure,39,35.42410249,,0,,,W,
HKG,Hong Kong,ElecOut,3.2.1,"Electricity output, GWh/mn pop.",45,17.77519028,4905.9185,,0,,,2018
HKG,Hong Kong,LogPerf,3.2.2,Logistics performance*,12,86.94479526,3.920067,,0,,,2018
HKG,Hong Kong,GroCap,3.2.3,"Gross capital formation, % GDP",101,18.48821221,17.414,,0,W,W,2020
HKG,Hong Kong,SP33,3.3.,Ecological sustainability,4,55.73207627,,0,,,S,
HKG,Hong Kong,GDPEner,3.3.1,GDP/unit of energy use,1,100,32.25,,0,S,S,2018
HKG,Hong Kong,EnvPerf,3.3.2,Environmental performance*,,,,,,,,
HKG,Hong Kong,ISOEnv,3.3.3,ISO 14001 environmental certificates/bn PPP$ GDP,46,11.46415254,1.889814222,,0,,,2019
HKG,Hong Kong,P4,4,Market sophistication,3,78.74603122,,0,,S,S,
HKG,Hong Kong,SP41,4.1.,Credit,2,87.5,,0,,S,S,
HKG,Hong Kong,EaseCred,4.1.1,Ease of getting credit*,34,75,75,,0,,,2019
HKG,Hong Kong,DomCred2Priv,4.1.2,"Domestic credit to private sector, % GDP",1,100,235.7217552,,0,S,S,2019
HKG,Hong Kong,MicroLoan,4.1.3,"Microfinance gross loans, % GDP",,,,,,,,
HKG,Hong Kong,SP42,4.2.,Investment,6,75.22158342,,0,,,S,
HKG,Hong Kong,EaseProtInv,4.2.1,Ease of protecting minority investors*,7,84,84,,0,,S,2019
HKG,Hong Kong,MarkCap,4.2.2,"Market capitalization, % GDP",1,100,1223.486158,,0,S,S,2019
HKG,Hong Kong,r_VenCapDeal,4.2.3,"Venture capital investors, deals/bn PPP$ GDP",1,100,0.66040945,,0,S,S,2020
HKG,Hong Kong,c_VenCapDeal,4.2.4,"Venture capital recipients, deals/bn PPP$ GDP",33,16.88633369,0.045983154,,0,,,2020
HKG,Hong Kong,SP43,4.3.,"Trade, diversification, and market scale",51,73.51651023,,0,,,,
HKG,Hong Kong,AppTarriff,4.3.1,"Applied tariff rate, weighted avg., %",1,100,0,,0,S,,2019
HKG,Hong Kong,c_HHI,4.3.2,Domestic industry diversification,92,73.55808098,0.276432498,,1,W,W,2017
HKG,Hong Kong,DomMarkSc,4.3.3,"Domestic market scale, bn PPP$",45,60.23319459,439.45999,,0,,,2020
HKG,Hong Kong,P5,5,Business sophistication,24,45.1661042,,0,,,W,
HKG,Hong Kong,SP51,5.1.,Knowledge workers,35,44.59992109,,0,,,W,
HKG,Hong Kong,KnowIntsEmp,5.1.1,"Knowledge-intensive employment, %",29,62.15188083,39.01402128,,1,,W,2016
HKG,Hong Kong,FirmTrain,5.1.2,"Firms offering formal training, %",,,,,,,,
HKG,Hong Kong,GERDPerf,5.1.3,"GERD performed by business, % GDP",43,8.707980071,0.38772,,1,,W,2018
HKG,Hong Kong,GERDFinBus,5.1.4,"GERD financed by business, %",29,60.90939825,49.23892,,0,,,2018
HKG,Hong Kong,FemEmpDeg,5.1.5,"Females employed w/advanced degrees, %",44,48.66092934,15.9413664,,1,,W,2016
HKG,Hong Kong,SP52,5.2.,Innovation linkages,24,40.7865476,,0,,,,
HKG,Hong Kong,UniResColl,5.2.1,University-industry R&D collaboration†,21,61.3202095,4.67921257,,0,,,2020
HKG,Hong Kong,StatClustDev,5.2.2,State of cluster development and depth†,10,68.3024327,5.098145962,,0,,,2020
HKG,Hong Kong,GERDFinAbr,5.2.3,"GERD financed by abroad, % GDP",58,4.468321577,0.031793945,,0,,W,2018
HKG,Hong Kong,JVStratAll,5.2.4,Joint venture/strategic alliance deals/bn PPP$ GDP,7,66.78022494,0.23463649,,0,,,2020
HKG,Hong Kong,PatFam,5.2.5,Patent families/bn PPP$ GDP,29,13.32838025,0.75951427,,0,,W,2017
HKG,Hong Kong,SP53,5.3.,Knowledge absorption,12,50.1118439,,0,,,,
HKG,Hong Kong,IntelPropPay,5.3.1,"Intellectual property payments, % total trade",81,6.677560579,0.297405197,,0,W,W,2019
HKG,Hong Kong,HiTechImp,5.3.2,"High-tech imports, % total trade",1,100,51.60397016,,0,S,S,2019
HKG,Hong Kong,ICTSevImp,5.3.3,"ICT services imports, % total trade",119,6.443013957,0.301218829,,0,W,W,2019
HKG,Hong Kong,FDINetInfl,5.3.4,"FDI net inflows, % GDP",4,94.68438318,26.069291,,0,,S,2019
HKG,Hong Kong,ResTalBus,5.3.5,"Research talent, % in businesses",37,43.20611645,35.5995,,1,,W,2018
HKG,Hong Kong,P6,6,Knowledge and technology outputs,62,21.6457994,,0,,,W,
HKG,Hong Kong,SP61,6.1.,Knowledge creation,40,24.18380034,,1,,,,
HKG,Hong Kong,PatOrig,6.1.1,Patents by origin/bn PPP$ GDP,72,5.554212847,0.73884261,,0,,W,2019
HKG,Hong Kong,PCTPatOrig,6.1.2,PCT patents by origin/bn PPP$ GDP,,,,,,,,
HKG,Hong Kong,UtilModOrig,6.1.3,Utility models by origin/bn PPP$ GDP ,21,29.66019436,1.1274824,,0,,,2019
HKG,Hong Kong,c_SciTechArt,6.1.4,Scientific and technical articles/bn PPP$ GDP,,,,,,,,
HKG,Hong Kong,CitDoc,6.1.5,Citable documents H-index,25,37.33699382,574,,0,,,2020
HKG,Hong Kong,SP62,6.2.,Knowledge impact,31,38.42112026,,0,,,,
HKG,Hong Kong,r_GrowPPP20,6.2.1,"Labor productivity growth, %",74,55.9089256,-0.292117586,,0,W,,2020
HKG,Hong Kong,NewBus,6.2.2,New businesses/th pop. 15–64,1,100,28.59275389,,0,S,S,2018
HKG,Hong Kong,CompSoftSpend,6.2.3,"Software spending, % GDP",25,32.79387606,0.36163256,,0,,,2020
HKG,Hong Kong,ISOQual,6.2.4,ISO 9001 quality certificates/bn PPP$ GDP,57,11.64624687,4.561178732,,0,,,2019
HKG,Hong Kong,c_HiTechManufIND2,6.2.5,"High-tech manufacturing, %",66,22.54599264,18.1323218,,0,,W,2018
HKG,Hong Kong,SP63,6.3.,Knowledge diffusion,128,2.332477603,,0,,W,W,
HKG,Hong Kong,IntelPropRec,6.3.1,"Intellectual property receipts, % total trade",54,3.423607544,0.111281464,,0,,W,2019
HKG,Hong Kong,c_EcComplexity,6.3.2,Production and export complexity,,,,,,,,
HKG,Hong Kong,c_HTExpHKG,6.3.3,"High-tech exports, % total trade",121,0.382959877,0.092347189,,0,W,W,2019
HKG,Hong Kong,ICTServExp,6.3.4,"ICT services exports, % total trade",102,3.736430359,0.449041489,,0,W,,2019
HKG,Hong Kong,P7,7,Creative outputs,1,64.71611125,,0,,S,S,
HKG,Hong Kong,SP71,7.1.,Intangible assets,4,64.73528513,,0,,,S,
HKG,Hong Kong,TradmkOrig,7.1.1,Trademarks by origin/bn PPP$ GDP,32,51.33649439,62.308216,,0,,,2019
HKG,Hong Kong,BrandVal,7.1.2,"Global brand value, top 5,000, % GDP",1,100,307.1711551,,0,S,S,2020
HKG,Hong Kong,IndustDes,7.1.3,Industrial designs by origin/bn PPP$ GDP,35,15.30574086,3.1624959,,0,,,2019
HKG,Hong Kong,ICTOrgMod,7.1.4,ICTs and organizational model creation†,23,67.58413315,5.055047989,,0,,,2018
HKG,Hong Kong,SP72,7.2.,Creative goods and services,1,63.66520135,,0,,S,S,
HKG,Hong Kong,CultServExp,7.2.1,"Cultural and creative services exports, % total trade",78,3.668080716,0.130025288,,0,W,W,2019
HKG,Hong Kong,NatFeatFilm,7.2.2,National feature films/mn pop. 15–69,22,31.21183507,9.325919052,,0,,,2017
HKG,Hong Kong,EntMedia,7.2.3,Entertainment and media market/th pop. 15–69,19,47.11129232,1.3417104,,0,,,2020
HKG,Hong Kong,PrintMedia,7.2.4,"Printing and other media, % manufacturing",1,100,5.009798598,,0,S,S,2018
HKG,Hong Kong,CreaGoodExp,7.2.5,"Creative goods exports, % total trade",1,100,10.97237267,,0,S,S,2019
HKG,Hong Kong,SP73,7.3.,Online creativity,5,65.72867339,,0,,,,
HKG,Hong Kong,GenTLD,7.3.1,Generic top-level domains (TLDs)/th pop. 15–69,7,73.97314802,219.3134124,,0,,,2020
HKG,Hong Kong,CCTLD,7.3.2,Country-code TLDs/th pop. 15–69,37,12.17916881,40.87787819,,0,,W,2020
HKG,Hong Kong,WikiEdit,7.3.3,Wikipedia edits/mn pop. 15–69,4,91.84001272,86.77067693,,0,,S,2020
HKG,Hong Kong,AppCrea,7.3.4,Mobile app creation/bn PPP$ GDP,6,84.92236402,3.0359404,,0,,S,2020
HUN,Hungary,Inputs,.1,Innovation Input Sub-index,34,50.17742635,,,,,,
HUN,Hungary,Outputs,.2,Innovation Output Sub-index,31,35.19182935,,,,,,
HUN,Hungary,Index,0,Global Innovation Index,34,42.68462785,,,,,,
HUN,Hungary,P1,1,Institutions,42,71.69349312,,0,,,,
HUN,Hungary,SP11,1.1.,Political environment,42,69.07950452,,0,,,,
HUN,Hungary,PolStab,1.1.1,Political and operational stability*,13,83.92857158,1.3,,0,,,2020
HUN,Hungary,GovEff,1.1.2,Government effectiveness*,45,61.65497099,0.495365083,,0,,W,2019
HUN,Hungary,SP12,1.2.,Regulatory environment,38,74.38818984,,0,,,,
HUN,Hungary,RegQua,1.2.1,Regulatory quality*,43,59.27411192,0.603486657,,0,,,2019
HUN,Hungary,RuleOL,1.2.2,Rule of law*,46,59.71507679,0.493134499,,0,,,2019
HUN,Hungary,CostRedu,1.2.3,Cost of redudancy dismissal,48,89.28178533,13.41269841,,0,,,2019
HUN,Hungary,SP13,1.3.,Business environment,63,71.612785,,0,,,,
HUN,Hungary,EaseStartBus,1.3.1,Ease of starting a business*,70,88.19172,88.19172,,0,,,2019
HUN,Hungary,EaseInsol,1.3.2,Ease of resolving insolvency*,61,55.03385,55.03385,,0,,,2019
HUN,Hungary,P2,2,Human capital and research,36,42.49720152,,0,,,,
HUN,Hungary,SP21,2.1.,Education,51,54.34241352,,0,,,,
HUN,Hungary,ExpEdu,2.1.1,"Expenditure on education, % GDP",53,47.56716304,4.6671,,0,,,2017
HUN,Hungary,GovFundPup,2.1.2,"Government funding/pupil, secondary, % GDP/cap",42,33.21277697,21.10098,,0,,,2017
HUN,Hungary,SchLifeExp,2.1.3,"School life expectancy, years",49,61.85221454,15.12946,,0,,,2018
HUN,Hungary,PISA,2.1.4,"PISA scales in reading, maths and science",33,59.2907657,479.3270008,,0,,,2018
HUN,Hungary,PupTeachR,2.1.5,"Pupil-teacher ratio, secondary",29,90.18423334,10.01652197,,1,,,2016
HUN,Hungary,SP22,2.2.,Tertiary education,59,35.3558223,,0,,,,
HUN,Hungary,TertEnrol,2.2.1,"Tertiary enrolment, % gross",63,34.84002995,50.30653,,0,,,2018
HUN,Hungary,SciEngGrad,2.2.2,"Graduates in science and engineering, %",55,37.41095954,22.51725,,0,,,2018
HUN,Hungary,TertMob,2.2.3,"Tertiary inbound mobility, %",17,32.27713249,11.41062,,0,,,2018
HUN,Hungary,SP23,2.3.,Research and development (R&D),29,37.79336876,,0,,,,
HUN,Hungary,ResPPop,2.3.1,"Researchers, FTE/mn pop.",24,48.17894962,4057.439591,,0,,,2019
HUN,Hungary,RDExp,2.3.2,"Gross expenditure on R&D, % GDP",24,29.8119674,1.48,,0,,,2019
HUN,Hungary,RDCompExp,2.3.3,"Global corporate R&D investors, top 3, mn US$",28,51.58255804,167.3951058,,0,,,2020
HUN,Hungary,QSRank,2.3.4,"QS university ranking, top 3*",47,21.6,21.6,,0,,,2020
HUN,Hungary,P3,3,Infrastructure,32,52.55874012,,0,,,,
HUN,Hungary,SP31,3.1.,Information and communication technologies (ICTs),55,72.64663101,,0,,,W,
HUN,Hungary,ICTAcc,3.1.1,ICT access*,39,78.96463336,7.896463336,,0,,,2019
HUN,Hungary,ICTUse,3.1.2,ICT use*,49,69.05189068,6.905189068,,0,,W,2019
HUN,Hungary,GovOLServ,3.1.3,Government's online service*,55,74.71,0.7471,,0,,,2020
HUN,Hungary,Epart,3.1.4,E-participation*,75,67.86,0.6786,,0,W,W,2020
HUN,Hungary,SP32,3.2.,General infrastructure,35,37.44659731,,0,,,,
HUN,Hungary,ElecOut,3.2.1,"Electricity output, GWh/mn pop.",59,12.64765988,3495.8035,,0,,,2019
HUN,Hungary,LogPerf,3.2.2,Logistics performance*,30,63.68556192,3.418764,,0,,,2018
HUN,Hungary,GroCap,3.2.3,"Gross capital formation, % GDP",25,36.72658372,28.291,,0,,,2020
HUN,Hungary,SP33,3.3.,Ecological sustainability,19,47.58299204,,0,,S,,
HUN,Hungary,GDPEner,3.3.1,GDP/unit of energy use,55,30.47727807,11.551,,0,,,2019
HUN,Hungary,EnvPerf,3.3.2,Environmental performance*,33,63.7,63.7,,0,,,2020
HUN,Hungary,ISOEnv,3.3.3,ISO 14001 environmental certificates/bn PPP$ GDP,11,48.57169805,7.883804937,,0,S,S,2019
HUN,Hungary,P4,4,Market sophistication,65,46.58806836,,0,,,,
HUN,Hungary,SP41,4.1.,Credit,53,43.54846116,,0,,,,
HUN,Hungary,EaseCred,4.1.1,Ease of getting credit*,34,75,75,,0,,,2019
HUN,Hungary,DomCred2Priv,4.1.2,"Domestic credit to private sector, % GDP",92,12.09692232,33.46992729,,0,W,W,2019
HUN,Hungary,MicroLoan,4.1.3,"Microfinance gross loans, % GDP",,,,,,,,
HUN,Hungary,SP42,4.2.,Investment,122,17.70582564,,0,,W,W,
HUN,Hungary,EaseProtInv,4.2.1,Ease of protecting minority investors*,88,54,54,,0,W,W,2019
HUN,Hungary,MarkCap,4.2.2,"Market capitalization, % GDP",59,6.713290697,20.07544926,,0,W,,2019
HUN,Hungary,r_VenCapDeal,4.2.3,"Venture capital investors, deals/bn PPP$ GDP",56,5.321190704,0.0250267,,0,W,,2020
HUN,Hungary,c_VenCapDeal,4.2.4,"Venture capital recipients, deals/bn PPP$ GDP",65,4.788821177,0.014468139,,0,W,,2020
HUN,Hungary,SP43,4.3.,"Trade, diversification, and market scale",33,78.50991826,,0,,,,
HUN,Hungary,AppTarriff,4.3.1,"Applied tariff rate, weighted avg., %",25,89.71492396,1.84,,0,,,2019
HUN,Hungary,c_HHI,4.3.2,Domestic industry diversification,31,94.46684569,0.118698308,,0,,,2018
HUN,Hungary,DomMarkSc,4.3.3,"Domestic market scale, bn PPP$",52,56.95048799,316.34,,0,,,2020
HUN,Hungary,P5,5,Business sophistication,31,37.54962864,,0,,,,
HUN,Hungary,SP51,5.1.,Knowledge workers,33,44.73232656,,0,,,,
HUN,Hungary,KnowIntsEmp,5.1.1,"Knowledge-intensive employment, %",39,55.36576622,35.12261631,,0,,,2019
HUN,Hungary,FirmTrain,5.1.2,"Firms offering formal training, %",53,31.92360164,29.3,,0,,,2019
HUN,Hungary,GERDPerf,5.1.3,"GERD performed by business, % GDP",21,25.18982829,1.109758338,,0,,,2019
HUN,Hungary,GERDFinBus,5.1.4,"GERD financed by business, %",25,64.81970905,52.4,,0,,,2018
HUN,Hungary,FemEmpDeg,5.1.5,"Females employed w/advanced degrees, %",45,47.99312865,15.7245844,,0,,,2019
HUN,Hungary,SP52,5.2.,Innovation linkages,48,24.3794397,,0,,,,
HUN,Hungary,UniResColl,5.2.1,University-industry R&D collaboration†,57,44.12628412,3.647577047,,0,,,2020
HUN,Hungary,StatClustDev,5.2.2,State of cluster development and depth†,71,45.61829567,3.73709774,,0,,,2020
HUN,Hungary,GERDFinAbr,5.2.3,"GERD financed by abroad, % GDP",17,31.48250877,0.223351206,,0,,,2018
HUN,Hungary,JVStratAll,5.2.4,Joint venture/strategic alliance deals/bn PPP$ GDP,81,4.714898614,0.017556665,,0,W,,2020
HUN,Hungary,PatFam,5.2.5,Patent families/bn PPP$ GDP,34,5.828633522,0.33214316,,0,,,2017
HUN,Hungary,SP53,5.3.,Knowledge absorption,23,43.53711967,,0,,,,
HUN,Hungary,IntelPropPay,5.3.1,"Intellectual property payments, % total trade",31,26.79707402,1.193481289,,0,,,2019
HUN,Hungary,HiTechImp,5.3.2,"High-tech imports, % total trade",13,53.15754372,14.980795,,0,S,S,2019
HUN,Hungary,ICTSevImp,5.3.3,"ICT services imports, % total trade",53,31.92839212,1.429253188,,0,,,2019
HUN,Hungary,FDINetInfl,5.3.4,"FDI net inflows, % GDP",130,15.48118618,-9.765147245,,0,W,W,2019
HUN,Hungary,ResTalBus,5.3.5,"Research talent, % in businesses",14,70.48907178,58.02519405,,0,,,2019
HUN,Hungary,P6,6,Knowledge and technology outputs,20,39.50076304,,0,,,,
HUN,Hungary,SP61,6.1.,Knowledge creation,45,22.9954869,,0,,,,
HUN,Hungary,PatOrig,6.1.1,Patents by origin/bn PPP$ GDP,44,11.90300805,1.5833836,,0,,,2019
HUN,Hungary,PCTPatOrig,6.1.2,PCT patents by origin/bn PPP$ GDP,36,8.142213736,0.43939787,,0,,,2020
HUN,Hungary,UtilModOrig,6.1.3,Utility models by origin/bn PPP$ GDP ,29,18.92615951,0.71944612,,0,,,2019
HUN,Hungary,c_SciTechArt,6.1.4,Scientific and technical articles/bn PPP$ GDP,38,39.13535349,25.716002,,0,,,2020
HUN,Hungary,CitDoc,6.1.5,Citable documents H-index,33,29.44406314,459,,0,,,2020
HUN,Hungary,SP62,6.2.,Knowledge impact,7,49.79048546,,0,,S,S,
HUN,Hungary,r_GrowPPP20,6.2.1,"Labor productivity growth, %",40,64.37752849,1.173434064,,0,,S,2020
HUN,Hungary,NewBus,6.2.2,New businesses/th pop. 15–64,38,12.94908467,3.737153535,,0,,,2018
HUN,Hungary,CompSoftSpend,6.2.3,"Software spending, % GDP",53,22.41118572,0.24894388,,0,,,2020
HUN,Hungary,ISOQual,6.2.4,ISO 9001 quality certificates/bn PPP$ GDP,8,56.82905279,21.66767008,,0,S,S,2019
