Indicator,Country,Variable,Unit,Scope,Time,Value,Flags
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Ireland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2005,2.2635,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Ireland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2006,1.8101,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Ireland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,4.5908,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Ireland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,5.6565,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Ireland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,1.383224,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Ireland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,3.907325,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2005,15.1303,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2006,15.7719,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,14.9613,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,13.1785,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,9.613512,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,9.380008,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2005,18.0281,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2006,17.6878,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,15.0828,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,11.6663,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,8.276545,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,7.38378,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2005,13.6189,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2006,14.7994,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,15.3874,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,13.8404,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,10.81974,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,9.93998,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2005,4.6679,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2006,6.5534,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,32.8414,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,9.0839,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,9.615383,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,8.105389,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2005,3.5615,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2006,8.014,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,32.4991,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,6.7293,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,10.34035,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,5.318857,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2005,4.5676,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2006,3.546,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,27.2602,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,10.9963,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,8.260642,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,10.20538,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2005,11.3872,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2006,17.8543,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,19.2276,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,23.09,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,22.33339,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,22.90572,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2005,11.601,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2006,16.3694,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,16.2672,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,19.2937,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,15.62176,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,17.64837,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2005,9.4928,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2006,13.4173,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,21.4896,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,25.4043,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,26.03484,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,23.3241,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2005,13.6051,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2006,28.2501,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,38.2653,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,22.9743,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,20.8017,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,6.451037,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2005,14.3748,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2006,26.7534,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,37.4415,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,25.8098,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,14.96994,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,6.580312,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2005,11.3425,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2006,18.6888,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,33.4809,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,21.4895,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,21.46981,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,9.841007,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2005,22.9749,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2006,27.776,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,22.8716,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,24.9127,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,26.84624,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,23.33238,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2005,28.8103,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2006,30.2596,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,21.4106,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,19.8869,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,25.25058,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,21.07518,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2005,19.313,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2006,28.467,
