Country Name,Country Code,Series Name,Series Code,2018 [YR2018]
Indonesia,IDN,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,64
Indonesia,IDN,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,3.150061
Indonesia,IDN,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,2.850217
Indonesia,IDN,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,3.449905
Indonesia,IDN,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,67.1591007058065
Indonesia,IDN,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,54
Indonesia,IDN,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.895
"Iran, Islamic Rep.",IRN,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,85
"Iran, Islamic Rep.",IRN,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.766704
"Iran, Islamic Rep.",IRN,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,62
"Iran, Islamic Rep.",IRN,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.838132
"Iran, Islamic Rep.",IRN,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,79
"Iran, Islamic Rep.",IRN,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.756771
"Iran, Islamic Rep.",IRN,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,71
"Iran, Islamic Rep.",IRN,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.625
"Iran, Islamic Rep.",IRN,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,60
"Iran, Islamic Rep.",IRN,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.355769
"Iran, Islamic Rep.",IRN,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,64
"Iran, Islamic Rep.",IRN,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,43
"Iran, Islamic Rep.",IRN,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,114
"Iran, Islamic Rep.",IRN,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.852721
"Iran, Islamic Rep.",IRN,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,2.50429
"Iran, Islamic Rep.",IRN,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,3.201153
"Iran, Islamic Rep.",IRN,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,57.8714167731811
"Iran, Islamic Rep.",IRN,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,63
"Iran, Islamic Rep.",IRN,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.766704
Iraq,IRQ,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,144
Iraq,IRQ,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.191533
Iraq,IRQ,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,159
Iraq,IRQ,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,1.908431
Iraq,IRQ,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,131
Iraq,IRQ,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.324812
Iraq,IRQ,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,153
Iraq,IRQ,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,1.839437
Iraq,IRQ,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,129
Iraq,IRQ,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,2.719949
Iraq,IRQ,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,147
Iraq,IRQ,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,137
Iraq,IRQ,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,159
Iraq,IRQ,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.176271
Iraq,IRQ,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,2.038652
Iraq,IRQ,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,2.31389
Iraq,IRQ,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,36.7418889726011
Iraq,IRQ,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,140
Iraq,IRQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.0335
Ireland,IRL,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,28
Ireland,IRL,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,3.623034
Ireland,IRL,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,26
Ireland,IRL,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,3.595856
Ireland,IRL,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,28
Ireland,IRL,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,3.423977
Ireland,IRL,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,26
Ireland,IRL,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,3.357716
Ireland,IRL,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,33
Ireland,IRL,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.756367
Ireland,IRL,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,29
Ireland,IRL,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,20
Ireland,IRL,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,37
Ireland,IRL,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,3.510413
Ireland,IRL,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,3.284731
Ireland,IRL,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,3.736095
Ireland,IRL,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,78.4150214715609
Ireland,IRL,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,29
Ireland,IRL,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,3.293335
Israel,ISR,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,32
Israel,ISR,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,3.500444
Israel,ISR,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,34
Israel,ISR,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,3.389333
Israel,ISR,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,75
Israel,ISR,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.783154
Israel,ISR,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,29
Israel,ISR,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,3.316621
Israel,ISR,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,48
Israel,ISR,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.591467
Israel,ISR,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,37
Israel,ISR,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,30
Israel,ISR,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,47
Israel,ISR,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,3.307796
Israel,ISR,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,3.128123
Israel,ISR,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,3.487468
Israel,ISR,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,72.0860961491127
Israel,ISR,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,28
Israel,ISR,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,3.328609
Italy,ITA,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,18
Italy,ITA,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,3.854946
Italy,ITA,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,24
Italy,ITA,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,3.655042
Italy,ITA,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,21
Italy,ITA,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,3.512059
Italy,ITA,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,23
Italy,ITA,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,3.472044
Italy,ITA,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,17
Italy,ITA,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,4.126595
Italy,ITA,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,19
Italy,ITA,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,18
Italy,ITA,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,22
Italy,ITA,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,3.739152
Italy,ITA,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,3.676977
Italy,ITA,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,3.801327
Italy,ITA,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,85.5598910991415
Italy,ITA,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,18
Italy,ITA,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,3.852904
Jamaica,JAM,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,116
Jamaica,JAM,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.480695
Jamaica,JAM,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,94
Jamaica,JAM,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.536251
Jamaica,JAM,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,107
Jamaica,JAM,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.534271
Jamaica,JAM,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,99
Jamaica,JAM,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.415685
Jamaica,JAM,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,121
Jamaica,JAM,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,2.79256
Jamaica,JAM,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,113
Jamaica,JAM,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,79
Jamaica,JAM,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,135
Jamaica,JAM,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.518664
Jamaica,JAM,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,2.32031
Jamaica,JAM,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,2.717017
Jamaica,JAM,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,47.436844124089
Jamaica,JAM,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,107
Jamaica,JAM,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.324362
Japan,JPN,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,10
Japan,JPN,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,4.049101
Japan,JPN,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,4
Japan,JPN,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,4.088451
Japan,JPN,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,14
Japan,JPN,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,3.591916
Japan,JPN,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,3
Japan,JPN,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,3.99399
Japan,JPN,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,10
Japan,JPN,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,4.254069
Japan,JPN,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,5
Japan,JPN,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,2
Japan,JPN,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,10
Japan,JPN,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,4.02565
Japan,JPN,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,3.957147
Japan,JPN,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,4.094152
Japan,JPN,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,94.5089153519474
Japan,JPN,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,2
Japan,JPN,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,4.24824
Jordan,JOR,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,84
Jordan,JOR,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.77235
Jordan,JOR,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,93
Jordan,JOR,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.545078
Jordan,JOR,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,119
Jordan,JOR,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.443329
Jordan,JOR,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,88
Jordan,JOR,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.491395
Jordan,JOR,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,76
Jordan,JOR,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.183243
Jordan,JOR,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,84
Jordan,JOR,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,64
Jordan,JOR,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,112
Jordan,JOR,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.687973
Jordan,JOR,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,2.520306
Jordan,JOR,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,2.85564
Jordan,JOR,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,52.7253639295268
Jordan,JOR,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,70
Jordan,JOR,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.718464
Kazakhstan,KAZ,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,83
Kazakhstan,KAZ,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.777002
Kazakhstan,KAZ,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,90
Kazakhstan,KAZ,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.577002
Kazakhstan,KAZ,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,84
Kazakhstan,KAZ,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.73366
Kazakhstan,KAZ,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,65
Kazakhstan,KAZ,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.663851
Kazakhstan,KAZ,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,50
Kazakhstan,KAZ,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.525493
Kazakhstan,KAZ,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,71
Kazakhstan,KAZ,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,56
Kazakhstan,KAZ,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,90
Kazakhstan,KAZ,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.809936
Kazakhstan,KAZ,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,2.631136
Kazakhstan,KAZ,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,2.988736
Kazakhstan,KAZ,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,56.5349885864004
Kazakhstan,KAZ,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,81
Kazakhstan,KAZ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.54616
Kenya,KEN,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,56
Kenya,KEN,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,3.069486
Kenya,KEN,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,64
Kenya,KEN,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.810438
Kenya,KEN,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,99
Kenya,KEN,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.621849
Kenya,KEN,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,67
Kenya,KEN,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.653857
Kenya,KEN,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,79
Kenya,KEN,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.176152
Kenya,KEN,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,68
Kenya,KEN,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,55
Kenya,KEN,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,91
Kenya,KEN,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.814935
Kenya,KEN,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,2.617273
Kenya,KEN,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,3.012598
Kenya,KEN,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,56.6911368744854
Kenya,KEN,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,79
Kenya,KEN,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.553886
"Korea, Rep.",KOR,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,22
"Korea, Rep.",KOR,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,3.754119
"Korea, Rep.",KOR,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,28
"Korea, Rep.",KOR,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,3.587763
"Korea, Rep.",KOR,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,33
"Korea, Rep.",KOR,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,3.330246
"Korea, Rep.",KOR,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,25
"Korea, Rep.",KOR,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,3.402588
"Korea, Rep.",KOR,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,25
"Korea, Rep.",KOR,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.919574
"Korea, Rep.",KOR,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,25
"Korea, Rep.",KOR,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,20
"Korea, Rep.",KOR,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,29
"Korea, Rep.",KOR,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,3.612164
"Korea, Rep.",KOR,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,3.48872
"Korea, Rep.",KOR,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,3.735609
"Korea, Rep.",KOR,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,81.5933060206582
"Korea, Rep.",KOR,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,22
"Korea, Rep.",KOR,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,3.725528
Kuwait,KWT,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,96
Kuwait,KWT,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.658442
Kuwait,KWT,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,67
Kuwait,KWT,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.796537
Kuwait,KWT,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,98
Kuwait,KWT,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.627273
Kuwait,KWT,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,56
Kuwait,KWT,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.725455
Kuwait,KWT,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,59
Kuwait,KWT,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.367965
Kuwait,KWT,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,63
Kuwait,KWT,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,44
Kuwait,KWT,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,108
Kuwait,KWT,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.861212
Kuwait,KWT,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,2.543294
Kuwait,KWT,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,3.179129
Kuwait,KWT,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,58.1366408408206
Kuwait,KWT,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,45
Kuwait,KWT,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,3.021818
Kyrgyz Republic,KGZ,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,99
Kyrgyz Republic,KGZ,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.643973
Kyrgyz Republic,KGZ,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,114
Kyrgyz Republic,KGZ,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.358259
Kyrgyz Republic,KGZ,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,138
Kyrgyz Republic,KGZ,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.215402
Kyrgyz Republic,KGZ,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,55
Kyrgyz Republic,KGZ,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.75
Kyrgyz Republic,KGZ,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,106
