SDG_IND,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",RUS,Russian Federation,2018,2018,25.31751,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",PER,Peru,2018,2018,15.58357,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",PER,Peru,2019,2019,20.2,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",BWA,Botswana,2014,2014,19.92206,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",AZE,Azerbaijan,2017,2017,20.4397,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",AZE,Azerbaijan,2018,2018,20.21157,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",ZWE,Zimbabwe,2014,2014,4.25886,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",LUX,Luxembourg,2014,2014,83.0765,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",LUX,Luxembourg,2015,2015,82.37151,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",MKD,North Macedonia,2014,2014,8.6773,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",MKD,North Macedonia,2015,2015,1.52967,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",MKD,North Macedonia,2016,2016,2.63758,,
ICTSKILLATTACH_M,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)",JAM,Jamaica,2015,2015,15.69705,,
ICTSKILLATTACH_M,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)",JAM,Jamaica,2016,2016,12.42482,,
ICTSKILLATTACH_M,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)",JAM,Jamaica,2017,2017,12.44613,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",CHE,Switzerland,2017,2017,62.6733,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",BRN,Brunei Darussalam,2016,2016,16.99995,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",BRN,Brunei Darussalam,2018,2018,27.68874,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",PAK,Pakistan,2016,2016,4.89224,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",GEO,Georgia,2016,2016,38.52308,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",GEO,Georgia,2017,2017,32.55929,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",GEO,Georgia,2018,2018,32.71705,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",NER,Niger,2017,2017,6.16895,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",NER,Niger,2018,2018,1.29096,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",DNK,Denmark,2014,2014,74.7978,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",DNK,Denmark,2015,2015,69.83179,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",DNK,Denmark,2016,2016,68.453,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",BWA,Botswana,2014,2014,23.62411,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",BRA,Brazil,2014,2014,15.43875,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",BRA,Brazil,2015,2015,13.18714,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",BRA,Brazil,2016,2016,13.27031,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",BRA,Brazil,2017,2017,11.84514,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",BRA,Brazil,2018,2018,12.41464,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",PER,Peru,2018,2018,17.12676,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",KHM,Cambodia,2017,2017,0.61618,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",UZB,Uzbekistan,2018,2018,4.20301,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",FIN,Finland,2014,2014,64.20131,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",FIN,Finland,2015,2015,55.72762,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",FIN,Finland,2016,2016,56.13312,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",TGO,Togo,2017,2017,3.0818,,
ICTSKILLATTACH_M,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)",ZWE,Zimbabwe,2014,2014,5.30734,,
ICTSKILLATTACH_F,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)",SAU,Saudi Arabia,2017,2017,63.91215,,
ICTSKILLATTACH_F,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)",SAU,Saudi Arabia,2018,2018,63.19621,,
ICTSKILLTRANSFERFILE_M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)",BEL,Belgium,2014,2014,62.71549,,
ICTSKILLTRANSFERFILE_M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)",BEL,Belgium,2015,2015,61.2597,,
ICTSKILLTRANSFERFILE_M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)",BEL,Belgium,2016,2016,61.39741,,
ICTSKILLTRANSFERFILE_M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)",BEL,Belgium,2017,2017,58.81968,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",KWT,Kuwait,2017,2017,60.00001,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",THA,Thailand,2014,2014,17.20328,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",THA,Thailand,2018,2018,14.66763,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",THA,Thailand,2019,2019,15.8,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",MNE,Montenegro,2015,2015,22.48468,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",MNE,Montenegro,2016,2016,28.66244,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",MNE,Montenegro,2017,2017,37.66047,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",MNE,Montenegro,2018,2018,39.49001,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",MNE,Montenegro,2019,2019,41.1,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",PSE,Palestine,2014,2014,29.46814,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",PSE,Palestine,2018,2018,9.56971,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",PSE,Palestine,2019,2019,14.9,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",BIH,Bosnia and Herzegovina,2017,2017,1.0229,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",BIH,Bosnia and Herzegovina,2019,2019,0.98752,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",CHE,Switzerland,2014,2014,73.90774,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",PAK,Pakistan,2016,2016,0.91184,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",CPV,Cabo Verde,2015,2015,5.27406,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",DOM,Dominican Republic,2015,2015,6.73394,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",ZWE,Zimbabwe,2014,2014,3.52469,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",SAU,Saudi Arabia,2017,2017,50,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",SAU,Saudi Arabia,2018,2018,51.1,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",SAU,Saudi Arabia,2019,2019,49,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",PER,Peru,2018,2018,2.94645,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",PER,Peru,2019,2019,3.1,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2014,2014,73.3096,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2015,2015,59.8241,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2016,2016,62.1466,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2017,2017,65.17249,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",TUN,Tunisia,2017,2017,14.66523,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",TUN,Tunisia,2018,2018,14.66523,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",TUN,Tunisia,2019,2019,16.1,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",SVK,Slovakia,2015,2015,16.50852,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",SVK,Slovakia,2016,2016,20.46631,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",CZE,Czechia,2014,2014,56.7564,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",CZE,Czechia,2015,2015,55.2732,,
ICTSKILLATTACH_M,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)",CHE,Switzerland,2014,2014,77.65956,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",CYP,Cyprus,2014,2014,37.0657,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",CYP,Cyprus,2015,2015,27.90325,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",CYP,Cyprus,2016,2016,19.28154,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",PER,Peru,2018,2018,8.05117,,
ICTSKILLTRANSFERFILE_M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)",ISL,Iceland,2014,2014,78.00215,,
ICTSKILLTRANSFERFILE_M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)",ISL,Iceland,2017,2017,75.2838,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",AZE,Azerbaijan,2017,2017,21.59697,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",AZE,Azerbaijan,2018,2018,21.30452,,
ICTSKILLATTACH_F,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), female (%)",ZWE,Zimbabwe,2014,2014,3.29341,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",CZE,Czechia,2014,2014,49.08909,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",CZE,Czechia,2015,2015,51.9454,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",CZE,Czechia,2017,2017,54.86632,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",RUS,Russian Federation,2017,2017,43.79555,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",RUS,Russian Federation,2018,2018,22.60823,,
ICTSKILLATTACH_M,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)",PER,Peru,2018,2018,27.52254,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",LVA,Latvia,2014,2014,61.45103,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",LVA,Latvia,2015,2015,52.4192,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",MLT,Malta,2014,2014,44.13131,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",ZWE,Zimbabwe,2014,2014,0.41763,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",CHE,Switzerland,2017,2017,51.45149,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",CHL,Chile,2017,2017,25.49003,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",SAU,Saudi Arabia,2017,2017,70.03909,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",SAU,Saudi Arabia,2018,2018,69.63412,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",ZWE,Zimbabwe,2014,2014,4.45003,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",TGO,Togo,2017,2017,2.35898,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",SWE,Sweden,2015,2015,70.74981,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",MNE,Montenegro,2018,2018,25.30293,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",MNE,Montenegro,2019,2019,27.7,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",CUW,Curaçao,2017,2017,21.18599,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",IRN,Iran (Islamic Republic of),2015,2015,2.20959,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",IRN,Iran (Islamic Republic of),2017,2017,7.01367,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",BWA,Botswana,2014,2014,34.066,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",SAU,Saudi Arabia,2017,2017,9.7,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",SAU,Saudi Arabia,2018,2018,14.5,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",SAU,Saudi Arabia,2019,2019,13.8,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",CHE,Switzerland,2017,2017,57.7059,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",CHE,Switzerland,2019,2019,60.6,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",PAK,Pakistan,2016,2016,1.39953,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",SDN,Sudan,2016,2016,1.5996,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",TUN,Tunisia,2017,2017,18.54096,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",TUN,Tunisia,2018,2018,18.54096,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",TUN,Tunisia,2019,2019,21.2,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",DJI,Djibouti,2017,2017,4.5194,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",BGR,Bulgaria,2014,2014,26.90109,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",TUN,Tunisia,2017,2017,15.04601,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",TUN,Tunisia,2018,2018,15.04601,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",TUN,Tunisia,2019,2019,16.3,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",AZE,Azerbaijan,2017,2017,7.9205,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",AZE,Azerbaijan,2018,2018,7.83289,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",CIV,Côte d'Ivoire,2017,2017,0.59912,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",CIV,Côte d'Ivoire,2018,2018,0.72981,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",CIV,Côte d'Ivoire,2019,2019,0.7,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",PER,Peru,2018,2018,15.72924,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",PER,Peru,2019,2019,21.1,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),BIH,Bosnia and Herzegovina,2017,2017,59.63432,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),BIH,Bosnia and Herzegovina,2019,2019,44.59803,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",IRQ,Iraq,2018,2018,4.6,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),PAK,Pakistan,2016,2016,5.46657,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),PAK,Pakistan,2019,2019,5.4,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),SAU,Saudi Arabia,2017,2017,72,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),SAU,Saudi Arabia,2018,2018,75.59,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),SAU,Saudi Arabia,2019,2019,73.1,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),FRA,France,2014,2014,70.3713,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),FRA,France,2015,2015,51.65657,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),FRA,France,2016,2016,50.93774,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),FRA,France,2017,2017,52.05603,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),FRA,France,2019,2019,52.7,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",MEX,Mexico,2016,2016,33.60092,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",MEX,Mexico,2017,2017,30.80255,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",MEX,Mexico,2018,2018,31.94645,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",NER,Niger,2018,2018,1.9807,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),ESP,Spain,2014,2014,62.91138,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),ESP,Spain,2015,2015,57.08526,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),ESP,Spain,2016,2016,56.0185,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),ESP,Spain,2019,2019,59.17047,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",CZE,Czechia,2014,2014,19.32471,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",CZE,Czechia,2015,2015,28.87581,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",CZE,Czechia,2017,2017,21.19616,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",MYS,Malaysia,2017,2017,42.20415,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",MYS,Malaysia,2018,2018,46.39944,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",HUN,Hungary,2014,2014,14.83141,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",HUN,Hungary,2015,2015,23.94662,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",HUN,Hungary,2016,2016,24.19259,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",HUN,Hungary,2017,2017,25.65403,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),ECU,Ecuador,2019,2019,28,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2014,2014,47.2455,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2015,2015,46.926,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2016,2016,47.0772,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2017,2017,54.42703,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),ISL,Iceland,2014,2014,66.16375,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),LTU,Lithuania,2014,2014,41.89735,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),LTU,Lithuania,2015,2015,42.28555,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),LTU,Lithuania,2016,2016,42.8819,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),UZB,Uzbekistan,2018,2018,6.7,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),THA,Thailand,2014,2014,27.59416,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),THA,Thailand,2018,2018,8.521,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),THA,Thailand,2019,2019,8.1,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",SLE,Sierra Leone,2017,2017,1.9,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),SVK,Slovakia,2014,2014,24.58217,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),SVK,Slovakia,2015,2015,31.05111,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),SVK,Slovakia,2016,2016,31.92795,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),SVK,Slovakia,2017,2017,37.48162,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),SVK,Slovakia,2019,2019,30.83565,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",ISL,Iceland,2014,2014,69.83751,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",ISL,Iceland,2017,2017,68.98801,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",LVA,Latvia,2014,2014,33.10495,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",LVA,Latvia,2015,2015,25.20688,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",LVA,Latvia,2016,2016,20.93431,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",LVA,Latvia,2017,2017,21.15128,,
