Country,Afghanistan,Albania,Algeria,Angola,Antigua and Barbuda,Argentina,Australia,Austria,The Bahamas,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Bulgaria,Burkina Faso,Cambodia,Cameroon,Canada,Chile,China,Colombia,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cyprus,Czech Republic,Denmark,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Estonia,Ethiopia,Finland,France,The Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guinea,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,India,Indonesia,"Iran, Islamic Rep.",Ireland,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,"Korea, Rep.",Kosovo,Kyrgyz Republic,Latvia,Lebanon,Liberia,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Romania,Russian Federation,Rwanda,Senegal,Serbia,Sierra Leone,Singapore,Slovak Republic,Slovenia,South Africa,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,"Venezuela, RB",Vietnam,Zambia,Zimbabwe,data_country,data_year
7.1 People can access and afford civil justice,0.45,0.56,0.58,0.50,0.74,0.74,0.58,0.69,0.60,0.45,0.75,0.63,0.72,0.50,0.44,0.47,0.58,0.51,0.63,0.68,0.35,0.35,0.48,0.58,0.68,0.60,0.56,0.36,0.46,0.67,0.49,0.70,0.68,0.65,0.78,0.77,0.51,0.59,0.48,0.58,0.70,0.45,0.71,0.65,0.49,0.64,0.78,0.57,0.64,0.59,0.34,0.46,0.57,0.45,0.45,0.62,0.51,0.39,0.50,0.63,0.62,0.60,0.50,0.66,0.60,0.58,0.47,0.69,0.62,0.59,0.63,0.54,0.51,0.69,0.72,0.45,0.49,0.57,0.44,0.66,0.40,0.62,0.41,0.54,0.53,0.52,0.45,0.35,0.47,0.46,0.79,0.73,0.48,0.48,0.60,0.59,0.72,0.40,0.57,0.53,0.45,0.53,0.66,0.71,0.58,0.63,0.70,0.56,0.60,0.47,0.63,0.59,0.68,0.52,0.73,0.48,0.67,0.68,0.67,0.36,0.47,0.77,0.47,0.60,0.55,0.59,0.58,0.56,0.38,0.63,0.60,0.51,0.44,0.80,0.48,0.45,0.50,0.41,0.43,0.45,
7.2 Civil justice is free of discrimination,0.14,0.52,0.45,0.58,0.69,0.70,0.64,0.68,0.50,0.33,0.67,0.71,0.84,0.49,0.58,0.30,0.54,0.55,0.48,0.57,0.51,0.21,0.44,0.56,0.64,0.42,0.46,0.47,0.51,0.73,0.56,0.72,0.66,0.69,0.90,0.55,0.57,0.48,0.31,0.59,0.86,0.33,0.86,0.62,0.67,0.53,0.82,0.54,0.62,0.73,0.35,0.57,0.40,0.35,0.37,0.67,0.30,0.39,0.29,0.42,0.72,0.61,0.56,0.77,0.69,0.49,0.50,0.74,0.50,0.49,0.68,0.41,0.48,0.84,0.79,0.54,0.62,0.60,0.42,0.44,0.34,0.71,0.27,0.46,0.54,0.51,0.49,0.21,0.61,0.42,0.85,0.73,0.33,0.45,0.55,0.63,0.75,0.41,0.54,0.33,0.40,0.45,0.77,0.72,0.70,0.55,0.70,0.64,0.67,0.50,0.84,0.47,0.74,0.50,0.72,0.42,0.63,0.75,0.59,0.32,0.53,0.72,0.52,0.51,0.62,0.63,0.57,0.26,0.38,0.68,0.58,0.59,0.37,0.81,0.55,0.53,0.60,0.38,0.43,0.14,
7.3 Civil justice is free of corruption,0.16,0.29,0.61,0.49,0.77,0.55,0.87,0.87,0.70,0.36,0.81,0.60,0.83,0.61,0.36,0.23,0.45,0.69,0.65,0.49,0.40,0.12,0.29,0.89,0.65,0.43,0.48,0.16,0.32,0.70,0.37,0.56,0.71,0.79,0.99,0.76,0.45,0.41,0.48,0.47,0.90,0.34,0.94,0.76,0.59,0.58,0.88,0.56,0.74,0.80,0.45,0.14,0.60,0.35,0.37,0.95,0.65,0.48,0.40,0.42,0.88,0.66,0.72,0.94,0.75,0.55,0.43,0.75,0.40,0.34,0.70,0.39,0.35,0.71,0.89,0.31,0.49,0.70,0.14,0.78,0.27,0.76,0.30,0.34,0.52,0.41,0.40,0.30,0.82,0.40,0.93,0.94,0.34,0.45,0.47,0.38,0.96,0.37,0.43,0.35,0.38,0.50,0.78,0.77,0.63,0.51,0.56,0.53,0.46,0.32,0.85,0.60,0.67,0.68,0.72,0.60,0.77,0.82,0.73,0.33,0.68,0.91,0.45,0.72,0.34,0.74,0.38,0.51,0.33,0.41,0.82,0.91,0.83,0.80,0.45,0.16,0.34,0.41,0.41,0.16,
7.4 Civil justice is free of improper government influence,0.30,0.33,0.42,0.35,0.78,0.47,0.89,0.84,0.60,0.40,0.74,0.21,0.87,0.52,0.28,0.21,0.43,0.65,0.56,0.40,0.45,0.16,0.23,0.90,0.69,0.19,0.48,0.27,0.38,0.71,0.28,0.55,0.72,0.74,0.90,0.71,0.35,0.37,0.33,0.43,0.85,0.33,0.90,0.77,0.51,0.41,0.91,0.67,0.62,0.72,0.34,0.27,0.54,0.26,0.25,0.70,0.35,0.60,0.49,0.44,0.93,0.70,0.74,0.78,0.57,0.38,0.48,0.73,0.45,0.32,0.73,0.34,0.37,0.82,0.87,0.34,0.71,0.55,0.41,0.75,0.26,0.71,0.41,0.37,0.48,0.46,0.31,0.21,0.77,0.48,0.89,0.87,0.10,0.27,0.46,0.38,0.95,0.46,0.42,0.41,0.49,0.32,0.47,0.76,0.66,0.27,0.65,0.40,0.35,0.28,0.68,0.71,0.57,0.68,0.67,0.48,0.82,0.78,0.64,0.39,0.50,0.89,0.42,0.48,0.28,0.72,0.54,0.20,0.45,0.37,0.62,0.82,0.69,0.79,0.28,0.04,0.31,0.40,0.28,0.30,
7.5 Civil justice is not subject to unreasonable delay,0.37,0.48,0.75,0.23,0.45,0.26,0.65,0.65,0.41,0.19,0.27,0.70,0.45,0.47,0.38,0.24,0.29,0.47,0.28,0.37,0.50,0.29,0.38,0.48,0.42,0.72,0.20,0.41,0.50,0.20,0.55,0.24,0.31,0.47,0.69,0.29,0.24,0.43,0.25,0.37,0.74,0.42,0.64,0.56,0.30,0.33,0.79,0.41,0.31,0.35,0.13,0.49,0.45,0.43,0.26,0.70,0.31,0.20,0.52,0.56,0.68,0.31,0.24,0.74,0.36,0.83,0.30,0.81,0.26,0.50,0.42,0.32,0.36,0.80,0.69,0.51,0.46,0.71,0.56,0.30,0.48,0.29,0.23,0.47,0.61,0.63,0.35,0.46,0.40,0.51,0.68,0.71,0.35,0.45,0.23,0.45,0.79,0.33,0.22,0.29,0.16,0.35,0.33,0.44,0.47,0.74,0.70,0.59,0.24,0.38,0.91,0.37,0.48,0.53,0.49,0.21,0.52,0.54,0.45,0.41,0.26,0.81,0.39,0.26,0.51,0.30,0.45,0.27,0.30,0.53,0.66,0.65,0.61,0.55,0.72,0.06,0.49,0.40,0.51,0.37,
7.6. Civil justice is effectively enforced,0.53,0.51,0.49,0.30,0.53,0.53,0.75,0.80,0.45,0.36,0.50,0.54,0.81,0.38,0.38,0.30,0.34,0.64,0.38,0.60,0.38,0.25,0.37,0.72,0.60,0.60,0.43,0.30,0.42,0.46,0.57,0.48,0.58,0.59,0.91,0.23,0.36,0.46,0.24,0.48,0.71,0.52,0.91,0.72,0.39,0.55,0.88,0.54,0.49,0.39,0.27,0.42,0.54,0.48,0.43,0.76,0.39,0.41,0.40,0.56,0.51,0.34,0.32,0.69,0.61,0.73,0.49,0.80,0.46,0.41,0.80,0.44,0.42,0.82,0.75,0.46,0.56,0.63,0.45,0.63,0.34,0.61,0.38,0.63,0.51,0.52,0.46,0.38,0.66,0.43,0.87,0.72,0.41,0.45,0.42,0.59,0.90,0.36,0.48,0.45,0.43,0.44,0.51,0.54,0.62,0.47,0.70,0.58,0.52,0.53,0.92,0.60,0.61,0.61,0.53,0.38,0.50,0.43,0.49,0.55,0.45,0.90,0.50,0.33,0.47,0.43,0.41,0.55,0.48,0.49,0.68,0.69,0.67,0.66,0.41,0.17,0.40,0.68,0.64,0.53,
"7.7 Alternative dispute resolution mechanisms are accessible, impartial, and effective",0.47,0.62,0.56,0.61,0.79,0.72,0.81,0.72,0.70,0.56,0.71,0.63,0.81,0.69,0.50,0.58,0.66,0.67,0.65,0.65,0.60,0.41,0.56,0.76,0.74,0.67,0.70,0.51,0.48,0.74,0.68,0.72,0.77,0.80,0.86,0.63,0.57,0.67,0.52,0.60,0.86,0.60,0.78,0.82,0.58,0.72,0.85,0.73,0.75,0.73,0.60,0.53,0.58,0.57,0.64,0.84,0.65,0.60,0.54,0.75,0.84,0.70,0.65,0.81,0.69,0.75,0.63,0.85,0.65,0.66,0.69,0.55,0.49,0.78,0.80,0.53,0.60,0.69,0.51,0.70,0.62,0.67,0.58,0.68,0.66,0.68,0.62,0.50,0.76,0.54,0.83,0.79,0.53,0.60,0.63,0.68,0.91,0.51,0.64,0.75,0.69,0.59,0.77,0.80,0.77,0.55,0.60,0.61,0.64,0.48,0.75,0.67,0.79,0.73,0.82,0.57,0.76,0.86,0.84,0.44,0.51,0.82,0.61,0.46,0.64,0.68,0.58,0.68,0.58,0.67,0.66,0.78,0.74,0.72,0.63,0.46,0.56,0.52,0.52,0.47,
Factor 8: Criminal Justice,0.31,0.40,0.43,0.35,0.53,0.42,0.72,0.80,0.60,0.32,0.58,0.43,0.70,0.37,0.42,0.22,0.46,0.58,0.33,0.44,0.49,0.25,0.25,0.73,0.55,0.45,0.32,0.27,0.35,0.57,0.36,0.49,0.70,0.71,0.83,0.56,0.36,0.36,0.34,0.30,0.72,0.35,0.84,0.61,0.39,0.53,0.79,0.46,0.50,0.50,0.29,0.31,0.40,0.28,0.25,0.71,0.46,0.39,0.38,0.36,0.72,0.64,0.48,0.77,0.56,0.45,0.39,0.71,0.47,0.32,0.65,0.35,0.31,0.68,0.73,0.33,0.44,0.55,0.29,0.63,0.29,0.54,0.29,0.39,0.49,0.36,0.32,0.26,0.55,0.44,0.75,0.74,0.28,0.37,0.40,0.45,0.85,0.35,0.33,0.28,0.32,0.31,0.58,0.59,0.53,0.31,0.53,0.47,0.39,0.36,0.78,0.57,0.55,0.52,0.67,0.43,0.59,0.54,0.62,0.37,0.52,0.80,0.38,0.43,0.36,0.32,0.42,0.36,0.32,0.37,0.67,0.71,0.60,0.56,0.45,0.12,0.46,0.40,0.37,0.31,
8.1 Criminal investigation system is effective,0.31,0.41,0.27,0.35,0.44,0.28,0.66,0.68,0.53,0.38,0.53,0.50,0.58,0.33,0.36,0.21,0.42,0.40,0.28,0.37,0.40,0.34,0.30,0.69,0.35,0.50,0.19,0.22,0.24,0.41,0.34,0.47,0.71,0.61,0.68,0.49,0.34,0.28,0.39,0.16,0.60,0.34,0.60,0.59,0.39,0.37,0.59,0.35,0.51,0.47,0.21,0.24,0.35,0.26,0.20,0.69,0.49,0.25,0.33,0.24,0.72,0.47,0.40,0.68,0.49,0.44,0.35,0.60,0.33,0.36,0.53,0.47,0.28,0.66,0.76,0.32,0.35,0.63,0.23,0.62,0.24,0.41,0.19,0.28,0.40,0.49,0.26,0.39,0.38,0.50,0.53,0.61,0.32,0.29,0.40,0.44,0.63,0.28,0.32,0.31,0.25,0.43,0.51,0.49,0.54,0.19,0.44,0.53,0.38,0.44,0.83,0.49,0.43,0.39,0.59,0.45,0.44,0.39,0.46,0.41,0.43,0.53,0.38,0.40,0.29,0.28,0.43,0.43,0.31,0.28,0.71,0.67,0.65,0.41,0.49,0.11,0.47,0.46,0.41,0.31,
8.2 Criminal adjudication system is timely and effective,0.41,0.37,0.47,0.37,0.55,0.36,0.69,0.81,0.53,0.44,0.42,0.54,0.65,0.33,0.41,0.14,0.55,0.54,0.25,0.55,0.47,0.39,0.27,0.67,0.56,0.47,0.30,0.37,0.45,0.43,0.48,0.44,0.65,0.68,0.76,0.47,0.38,0.45,0.35,0.31,0.56,0.37,0.78,0.62,0.43,0.57,0.78,0.50,0.45,0.53,0.23,0.32,0.42,0.26,0.27,0.67,0.53,0.36,0.49,0.41,0.67,0.58,0.36,0.67,0.62,0.65,0.41,0.78,0.33,0.51,0.55,0.42,0.32,0.60,0.59,0.44,0.49,0.59,0.30,0.49,0.46,0.43,0.31,0.47,0.58,0.44,0.31,0.34,0.41,0.53,0.69,0.73,0.42,0.39,0.39,0.48,0.78,0.38,0.32,0.19,0.24,0.32,0.54,0.44,0.46,0.35,0.54,0.52,0.46,0.32,0.77,0.44,0.50,0.50,0.57,0.36,0.55,0.36,0.57,0.37,0.56,0.72,0.40,0.43,0.39,0.24,0.43,0.36,0.36,0.40,0.70,0.70,0.63,0.52,0.60,0.12,0.54,0.47,0.51,0.41,
8.3 Correctional system is effective in reducing criminal behavior,0.30,0.37,0.46,0.22,0.44,0.32,0.63,0.80,0.44,0.37,0.53,0.43,0.53,0.22,0.30,0.20,0.44,0.54,0.17,0.27,0.43,0.25,0.18,0.67,0.35,0.53,0.21,0.16,0.34,0.37,0.28,0.45,0.72,0.60,0.77,0.40,0.22,0.25,0.23,0.20,0.65,0.38,0.85,0.55,0.13,0.63,0.79,0.40,0.32,0.39,0.09,0.21,0.16,0.23,0.14,0.77,0.41,0.38,0.29,0.54,0.71,0.54,0.25,0.82,0.49,0.46,0.42,0.70,0.61,0.28,0.64,0.30,0.25,0.61,0.69,0.21,0.30,0.57,0.28,0.60,0.29,0.53,0.20,0.40,0.50,0.28,0.17,0.25,0.45,0.43,0.76,0.67,0.27,0.33,0.32,0.36,0.93,0.33,0.18,0.14,0.22,0.21,0.58,0.49,0.38,0.36,0.46,0.29,0.41,0.30,0.89,0.72,0.56,0.32,0.72,0.33,0.37,0.47,0.62,0.40,0.35,0.84,0.32,0.26,0.26,0.16,0.36,0.36,0.40,0.40,0.77,0.53,0.53,0.29,0.58,0.05,0.45,0.27,0.34,0.30,
8.4 Criminal system is impartial,0.23,0.52,0.59,0.33,0.47,0.58,0.57,0.71,0.51,0.21,0.47,0.52,0.65,0.37,0.64,0.29,0.46,0.64,0.14,0.52,0.58,0.22,0.38,0.54,0.54,0.36,0.27,0.42,0.45,0.70,0.49,0.39,0.62,0.67,0.81,0.62,0.41,0.31,0.37,0.26,0.72,0.34,0.80,0.50,0.26,0.50,0.75,0.58,0.41,0.46,0.35,0.51,0.35,0.29,0.28,0.69,0.26,0.38,0.25,0.27,0.53,0.61,0.47,0.80,0.56,0.38,0.39,0.73,0.58,0.28,0.74,0.16,0.31,0.76,0.56,0.37,0.49,0.41,0.39,0.50,0.26,0.56,0.21,0.44,0.54,0.32,0.43,0.16,0.70,0.36,0.69,0.59,0.29,0.43,0.53,0.49,0.78,0.26,0.29,0.34,0.39,0.25,0.59,0.46,0.57,0.35,0.70,0.58,0.34,0.43,0.76,0.42,0.50,0.50,0.61,0.44,0.64,0.62,0.56,0.29,0.58,0.79,0.44,0.32,0.53,0.23,0.38,0.30,0.29,0.48,0.57,0.61,0.31,0.61,0.40,0.12,0.53,0.46,0.36,0.23,
8.5 Criminal system is free of corruption,0.27,0.34,0.44,0.51,0.65,0.46,0.85,0.87,0.77,0.34,0.78,0.53,0.82,0.50,0.43,0.24,0.47,0.71,0.54,0.49,0.48,0.16,0.23,0.85,0.68,0.56,0.42,0.19,0.32,0.67,0.40,0.60,0.73,0.76,0.98,0.71,0.44,0.45,0.41,0.40,0.87,0.42,0.93,0.76,0.55,0.73,0.86,0.42,0.66,0.65,0.42,0.27,0.53,0.31,0.40,0.87,0.63,0.45,0.48,0.40,0.82,0.75,0.67,0.91,0.70,0.52,0.31,0.65,0.49,0.28,0.67,0.43,0.36,0.66,0.86,0.31,0.46,0.64,0.24,0.77,0.27,0.68,0.29,0.36,0.55,0.36,0.39,0.40,0.64,0.49,0.89,0.90,0.39,0.42,0.35,0.51,0.95,0.39,0.44,0.28,0.32,0.47,0.80,0.78,0.61,0.46,0.68,0.60,0.43,0.38,0.90,0.43,0.67,0.59,0.77,0.63,0.75,0.71,0.74,0.43,0.58,0.92,0.42,0.58,0.37,0.55,0.46,0.57,0.28,0.32,0.80,0.86,0.76,0.77,0.45,0.27,0.52,0.37,0.34,0.27,
8.6 Criminal system is free of improper government influence,0.29,0.30,0.23,0.34,0.55,0.37,0.90,0.90,0.80,0.23,0.77,0.07,0.86,0.47,0.32,0.12,0.29,0.67,0.56,0.35,0.56,0.14,0.07,0.94,0.75,0.19,0.43,0.23,0.28,0.68,0.12,0.46,0.79,0.83,0.94,0.60,0.31,0.33,0.34,0.41,0.83,0.26,0.98,0.63,0.56,0.28,0.92,0.59,0.56,0.57,0.36,0.25,0.58,0.35,0.15,0.58,0.38,0.51,0.47,0.25,0.81,0.83,0.71,0.73,0.55,0.26,0.47,0.69,0.31,0.19,0.74,0.24,0.28,0.75,0.77,0.30,0.63,0.45,0.28,0.75,0.18,0.66,0.42,0.27,0.36,0.25,0.42,0.11,0.75,0.37,0.85,0.89,0.01,0.30,0.44,0.31,0.97,0.49,0.28,0.30,0.41,0.24,0.45,0.84,0.55,0.11,0.42,0.28,0.24,0.21,0.55,0.83,0.48,0.75,0.64,0.41,0.77,0.73,0.75,0.33,0.71,0.89,0.40,0.58,0.29,0.42,0.41,0.07,0.33,0.28,0.45,0.84,0.69,0.72,0.20,0.01,0.27,0.41,0.25,0.29,
8.7. Due process of the law and rights of the accused,0.33,0.52,0.50,0.32,0.61,0.57,0.77,0.85,0.57,0.26,0.56,0.43,0.78,0.38,0.48,0.34,0.62,0.54,0.34,0.55,0.49,0.26,0.32,0.77,0.62,0.52,0.39,0.32,0.39,0.72,0.38,0.64,0.70,0.80,0.89,0.60,0.44,0.43,0.29,0.34,0.78,0.33,0.91,0.65,0.38,0.60,0.84,0.40,0.56,0.43,0.39,0.35,0.39,0.29,0.33,0.69,0.53,0.39,0.37,0.39,0.82,0.71,0.48,0.77,0.48,0.43,0.39,0.80,0.60,0.32,0.68,0.45,0.36,0.69,0.88,0.34,0.38,0.55,0.34,0.70,0.35,0.54,0.36,0.46,0.48,0.37,0.27,0.17,0.53,0.38,0.82,0.79,0.27,0.40,0.34,0.57,0.91,0.30,0.50,0.41,0.41,0.27,0.63,0.64,0.58,0.35,0.50,0.46,0.48,0.41,0.76,0.68,0.73,0.55,0.80,0.41,0.62,0.53,0.62,0.37,0.44,0.91,0.32,0.42,0.40,0.36,0.45,0.41,0.31,0.45,0.72,0.79,0.60,0.63,0.41,0.17,0.44,0.39,0.36,0.33,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*Income groups used in this year's report are based on the World Bank's 2021 fiscal year income group classifications. Given that income group classifications are updated annually, the income groups are only displayed for the current year. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
