2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Country Name,Country Code,Indicator Name,Indicator Code,
13.6764650344849,,,,,,,13.55,13.6023263931274,,13.6023263931274,"Korea, Rep.",KOR,"Expected Years of School, Male",HD.HCI.EYRS.MA,
,,,,,,,0.975,,,,"Korea, Rep.",KOR,Fraction of Children Under 5 Not Stunted,HD.HCI.STNT,
,,,,,,,,,,,"Korea, Rep.",KOR,"Fraction of Children Under 5 Not Stunted, Female",HD.HCI.STNT.FE,
,,,,,,,,,,,"Korea, Rep.",KOR,"Fraction of Children Under 5 Not Stunted, Male",HD.HCI.STNT.MA,
559.365417480469,,,,,,,563,563.125854492188,,537.209716796875,"Korea, Rep.",KOR,Harmonized Test Scores,HD.HCI.HLOS,
565.42919921875,,,,,,,567,566.657836914063,,539.843933105469,"Korea, Rep.",KOR,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,
553.933837890625,,,,,,,560,559.912109375,,534.818969726563,"Korea, Rep.",KOR,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,
0.82462739944458,,,,,,,0.845,0.834545075893402,,0.798776268959045,"Korea, Rep.",KOR,Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,
0.850352644920349,,,,,,,0.852,0.85276734828949,,0.814612150192261,"Korea, Rep.",KOR,"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,
0.83727639913559,,,,,,,0.833,0.841657519340515,,0.80215972661972,"Korea, Rep.",KOR,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,
0.863793969154358,,,,,,,0.869,0.863795161247253,,0.826996326446533,"Korea, Rep.",KOR,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,
0.813317835330963,,,,,,,0.827,0.823849022388458,,0.788339078426361,"Korea, Rep.",KOR,"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,
0.800265252590179,,,,,,,0.813,0.817711651325226,,0.784116446971893,"Korea, Rep.",KOR,"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,
0.78439199924469,,,,,,,0.785,0.802773714065552,,0.769437372684479,"Korea, Rep.",KOR,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,
0.816880881786346,,,,,,,0.84,0.832206428050995,,0.798832774162292,"Korea, Rep.",KOR,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,
0.83629709482193,,,,,,,0.862,0.844882905483246,,0.809219837188721,"Korea, Rep.",KOR,"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,
12.2465448379517,,,,,,,12.24,12.2476892471313,,11.684027671814,"Korea, Rep.",KOR,Learning-Adjusted Years of School,HD.HCI.LAYS,
12.3708181381226,,,,,,,12.34,12.3157024383545,,11.732931137085,"Korea, Rep.",KOR,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,
12.1213703155518,,,,,,,12.14,12.1857709884644,,11.6396512985229,"Korea, Rep.",KOR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,
0.995871067047119,,,,,,,0.9967,0.996707856655121,,0.996808230876923,"Korea, Rep.",KOR,Probability of Survival to Age 5,HD.HCI.MORT,
0.996193766593933,,,,,,,0.997,0.996970176696777,,0.997062087059021,"Korea, Rep.",KOR,"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,
0.995565295219421,,,,,,,0.9965,0.99645870923996,,0.996566295623779,"Korea, Rep.",KOR,"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,
0.925843000411987,,,,,,,0.9396,0.942729651927948,,0.944547057151794,"Korea, Rep.",KOR,Survival Rate from Age 15-60,HD.HCI.AMRT,
0.957175135612488,,,,,,,0.9635,0.967079877853394,,0.968236267566681,"Korea, Rep.",KOR,"Survival Rate from Age 15-60, Female",HD.HCI.AMRT.FE,
0.895715296268463,,,,,,,0.9167,0.919485807418823,,0.921981871128082,"Korea, Rep.",KOR,"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,
,,,,,,,12.85,13.1885995864868,,13.168999671936,Kosovo,XKX,Expected Years of School,HD.HCI.EYRS,
,,,,,,,12.74,13.2410001754761,,13.1730003356934,Kosovo,XKX,"Expected Years of School, Female",HD.HCI.EYRS.FE,
,,,,,,,12.95,13.1560001373291,,13.1330003738403,Kosovo,XKX,"Expected Years of School, Male",HD.HCI.EYRS.MA,
,,,,,,,,,,,Kosovo,XKX,Fraction of Children Under 5 Not Stunted,HD.HCI.STNT,
,,,,,,,,,,,Kosovo,XKX,"Fraction of Children Under 5 Not Stunted, Female",HD.HCI.STNT.FE,
,,,,,,,,,,,Kosovo,XKX,"Fraction of Children Under 5 Not Stunted, Male",HD.HCI.STNT.MA,
,,,,,,,375,374.797424316406,,373.548767089844,Kosovo,XKX,Harmonized Test Scores,HD.HCI.HLOS,
,,,,,,,381,380.876678466797,,377.994140625,Kosovo,XKX,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,
,,,,,,,369,368.906768798828,,369.102172851563,Kosovo,XKX,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,
,,,,,,,0.56,0.569061994552612,,0.567331731319427,Kosovo,XKX,Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,
,,,,,,,0.575,0.588823199272156,,0.584028899669647,Kosovo,XKX,"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,
,,,,,,,0.566,0.580875217914581,,0.577175259590149,Kosovo,XKX,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,
,,,,,,,0.583,0.596390187740326,,0.590421617031097,Kosovo,XKX,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,
,,,,,,,0.551,0.561760306358337,,0.560718834400177,Kosovo,XKX,"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,
,,,,,,,0.546,0.551253497600555,,0.550836026668549,Kosovo,XKX,"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,
,,,,,,,0.535,0.541703104972839,,0.542052507400513,Kosovo,XKX,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,
,,,,,,,0.556,0.560074985027313,,0.559099137783051,Kosovo,XKX,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,
,,,,,,,0.568,0.575824558734894,,0.57336163520813,Kosovo,XKX,"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,
,,,,,,,7.7,7.90888547897339,,7.87082147598267,Kosovo,XKX,Learning-Adjusted Years of School,HD.HCI.LAYS,
,,,,,,,7.77,8.06910037994385,,7.96690702438354,Kosovo,XKX,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,
,,,,,,,7.64,7.76534032821655,,7.75587034225464,Kosovo,XKX,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,
,,,,,,,0.985,0.985000014305115,,0.985000014305115,Kosovo,XKX,Probability of Survival to Age 5,HD.HCI.MORT,
,,,,,,,0.988,0.987999975681305,,0.987999975681305,Kosovo,XKX,"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,
,,,,,,,0.983,0.982999980449677,,0.982999980449677,Kosovo,XKX,"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,
,,,,,,,0.906,0.906000018119812,,0.906000018119812,Kosovo,XKX,Survival Rate from Age 15-60,HD.HCI.AMRT,
,,,,,,,0.934,0.934000015258789,,0.934000015258789,Kosovo,XKX,"Survival Rate from Age 15-60, Female",HD.HCI.AMRT.FE,
,,,,,,,0.878,0.878000020980835,,0.878000020980835,Kosovo,XKX,"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,
12.6550998687744,,,,,,,12.44,12.1153545379639,,12.0337619781494,Kuwait,KWT,Expected Years of School,HD.HCI.EYRS,
12.7701139450073,,,,,,,12.79,12.4028339385986,,12.5151519775391,Kuwait,KWT,"Expected Years of School, Female",HD.HCI.EYRS.FE,
12.5507097244263,,,,,,,12.11,11.8493204116821,,11.6022529602051,Kuwait,KWT,"Expected Years of School, Male",HD.HCI.EYRS.MA,
,,,,,,,0.951,,,,Kuwait,KWT,Fraction of Children Under 5 Not Stunted,HD.HCI.STNT,
,,,,,,,,,,,Kuwait,KWT,"Fraction of Children Under 5 Not Stunted, Female",HD.HCI.STNT.FE,
,,,,,,,,,,,Kuwait,KWT,"Fraction of Children Under 5 Not Stunted, Male",HD.HCI.STNT.MA,
381.7587890625,,,,,,,383,383.402221679688,,383.402221679688,Kuwait,KWT,Harmonized Test Scores,HD.HCI.HLOS,
403.987548828125,,,,,,,398,397.534423828125,,397.534423828125,Kuwait,KWT,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,
355.790283203125,,,,,,,369,368.772827148438,,368.772827148438,Kuwait,KWT,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,
0.571714520454407,,,,,,,0.576,0.564260244369507,,0.562588036060333,Kuwait,KWT,Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,
0.604347944259644,,,,,,,0.599,0.592418909072876,,0.596433877944946,Kuwait,KWT,"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,
0.5932497382164,,,,,,,0.578,0.581249475479126,,0.585056364536285,Kuwait,KWT,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,
0.61573851108551,,,,,,,0.618,0.603709280490875,,0.607929825782776,Kuwait,KWT,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,
0.562564432621002,,,,,,,0.559,0.554607927799225,,0.552965342998505,Kuwait,KWT,"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,
0.540912866592407,,,,,,,0.539,0.540609121322632,,0.534937918186188,Kuwait,KWT,"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,
0.528082430362701,,,,,,,0.514,0.527766287326813,,0.522393047809601,Kuwait,KWT,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,
0.553401589393616,,,,,,,0.563,0.553463757038116,,0.547478795051575,Kuwait,KWT,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,
0.581018090248108,,,,,,,0.592,0.573898792266846,,0.572192251682281,Kuwait,KWT,"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,
7.72991275787354,,,,,,,7.63,7.43208599090576,,7.38203382492065,Kuwait,KWT,Learning-Adjusted Years of School,HD.HCI.LAYS,
8.25434684753418,,,,,,,8.14,7.88888502120972,,7.96032571792603,Kuwait,KWT,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,
7.14467334747315,,,,,,,7.14,6.99153184890747,,6.84575271606445,Kuwait,KWT,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,
0.989611864089966,,,,,,,0.9919,0.991930544376373,,0.992147386074066,Kuwait,KWT,Probability of Survival to Age 5,HD.HCI.MORT,
0.990505635738373,,,,,,,0.9925,0.992636442184448,,0.992837190628052,Kuwait,KWT,"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,
0.988759219646454,,,,,,,0.9913,0.991256356239319,,0.991492629051209,Kuwait,KWT,"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,
0.927901148796082,,,,,,,0.9225,0.940710186958313,,0.941962718963623,Kuwait,KWT,Survival Rate from Age 15-60,HD.HCI.AMRT,
0.947283685207367,,,,,,,0.9442,0.958239376544952,,0.959521412849426,Kuwait,KWT,"Survival Rate from Age 15-60, Female",HD.HCI.AMRT.FE,
0.916105270385742,,,,,,,0.9082,0.930148184299469,,0.931493401527405,Kuwait,KWT,"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,
,,,,,,,12.56,12.8506937026978,,12.8724975585938,Kyrgyz Republic,KGZ,Expected Years of School,HD.HCI.EYRS,
,,,,,,,12.62,12.8906078338623,,12.8842802047729,Kyrgyz Republic,KGZ,"Expected Years of School, Female",HD.HCI.EYRS.FE,
,,,,,,,12.5,12.8123226165772,,12.8611650466919,Kyrgyz Republic,KGZ,"Expected Years of School, Male",HD.HCI.EYRS.MA,
0.773999989032745,,,,,,,0.8708,0.870808899402618,,0.882465779781342,Kyrgyz Republic,KGZ,Fraction of Children Under 5 Not Stunted,HD.HCI.STNT,
0.781164407730103,,,,,,,0.8801,0.880089402198792,,0.890511393547058,Kyrgyz Republic,KGZ,"Fraction of Children Under 5 Not Stunted, Female",HD.HCI.STNT.FE,
0.766883730888367,,,,,,,0.8619,0.861873865127563,,0.874669313430786,Kyrgyz Republic,KGZ,"Fraction of Children Under 5 Not Stunted, Male",HD.HCI.STNT.MA,
,,,,,,,420,420.086517333984,,420.086517333984,Kyrgyz Republic,KGZ,Harmonized Test Scores,HD.HCI.HLOS,
,,,,,,,426,426.216217041016,,426.216217041016,Kyrgyz Republic,KGZ,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,
,,,,,,,414,414.407623291016,,414.407623291016,Kyrgyz Republic,KGZ,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,
,,,,,,,0.58,0.593546211719513,,0.596617102622986,Kyrgyz Republic,KGZ,Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,
,,,,,,,0.603,0.614835500717163,,0.616739988327026,Kyrgyz Republic,KGZ,"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,
,,,,,,,0.592,0.60499894618988,,0.606885373592377,Kyrgyz Republic,KGZ,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,
,,,,,,,0.615,0.624473750591278,,0.626316547393799,Kyrgyz Republic,KGZ,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,
,,,,,,,0.567,0.584531664848328,,0.58721125125885,Kyrgyz Republic,KGZ,"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,
,,,,,,,0.558,0.573414623737335,,0.577536404132843,Kyrgyz Republic,KGZ,"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,
,,,,,,,0.544,0.563777148723602,,0.567023992538452,Kyrgyz Republic,KGZ,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,
,,,,,,,0.571,0.582393825054169,,0.587173402309418,Kyrgyz Republic,KGZ,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,
,,,,,,,0.592,0.602038741111755,,0.605376899242401,Kyrgyz Republic,KGZ,"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,
,,,,,,,8.44,8.6374454498291,,8.65210056304932,Kyrgyz Republic,KGZ,Learning-Adjusted Years of School,HD.HCI.LAYS,
,,,,,,,8.6,8.79069709777832,,8.7863826751709,Kyrgyz Republic,KGZ,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,
,,,,,,,8.29,8.49523830413818,,8.52762413024902,Kyrgyz Republic,KGZ,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,
0.970420837402344,,,,,,,0.98,0.980005085468292,,0.981058835983276,Kyrgyz Republic,KGZ,Probability of Survival to Age 5,HD.HCI.MORT,
0.973809659481049,,,,,,,0.9824,0.982316195964813,,0.983259081840515,Kyrgyz Republic,KGZ,"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,
0.967224657535553,,,,,,,0.9778,0.97778046131134,,0.978940308094025,Kyrgyz Republic,KGZ,"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,
0.800669372081757,,,,,,,0.8236,0.846701502799988,,0.849434614181519,Kyrgyz Republic,KGZ,Survival Rate from Age 15-60,HD.HCI.AMRT,
0.876196026802063,,,,,,,0.8932,0.90495753288269,,0.907014727592468,Kyrgyz Republic,KGZ,"Survival Rate from Age 15-60, Female",HD.HCI.AMRT.FE,
0.726177632808685,,,,,,,0.7545,0.787548840045929,,0.791125178337097,Kyrgyz Republic,KGZ,"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,
,,,,,,,10.84,10.7115650177002,,10.614652633667,Lao PDR,LAO,Expected Years of School,HD.HCI.EYRS,
,,,,,,,10.76,10.6171035766602,,10.5376472473144,Lao PDR,LAO,"Expected Years of School, Female",HD.HCI.EYRS.FE,
,,,,,,,10.93,10.8052425384522,,10.6911277770996,Lao PDR,LAO,"Expected Years of School, Male",HD.HCI.EYRS.MA,
0.558205008506775,,,,,,,0.6698,0.669367790222168,,0.669367790222168,Lao PDR,LAO,Fraction of Children Under 5 Not Stunted,HD.HCI.STNT,
0.574038207530975,,,,,,,,0.679095804691315,,0.679095804691315,Lao PDR,LAO,"Fraction of Children Under 5 Not Stunted, Female",HD.HCI.STNT.FE,
0.542665898799896,,,,,,,,0.660125195980072,,0.660125195980072,Lao PDR,LAO,"Fraction of Children Under 5 Not Stunted, Male",HD.HCI.STNT.MA,
,,,,,,,368,368.14208984375,,368.14208984375,Lao PDR,LAO,Harmonized Test Scores,HD.HCI.HLOS,
,,,,,,,374,373.618041992188,,373.618041992188,Lao PDR,LAO,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,
,,,,,,,363,362.568908691406,,362.568908691406,Lao PDR,LAO,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,
,,,,,,,0.452,0.456815421581268,,0.456665337085724,Lao PDR,LAO,Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,
,,,,,,,0.462,0.465173482894898,,0.465303003787994,Lao PDR,LAO,"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,
,,,,,,,0.443,0.449389308691025,,0.449351221323013,Lao PDR,LAO,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,
,,,,,,,0.477,0.479533612728119,,0.479691445827484,Lao PDR,LAO,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,
,,,,,,,0.433,0.441906303167343,,0.441417753696442,Lao PDR,LAO,"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,
,,,,,,,0.44,0.448765009641647,,0.448288291692734,Lao PDR,LAO,"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,
,,,,,,,0.418,0.431806832551956,,0.431049793958664,Lao PDR,LAO,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,
,,,,,,,0.457,0.464547902345657,,0.464169472455978,Lao PDR,LAO,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,
,,,,,,,0.468,0.470473676919937,,0.470381379127502,Lao PDR,LAO,"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,
,,,,,,,6.39,6.3094048500061,,6.25232076644897,Lao PDR,LAO,Learning-Adjusted Years of School,HD.HCI.LAYS,
,,,,,,,6.43,6.34678649902344,,6.29928827285767,Lao PDR,LAO,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,
,,,,,,,6.34,6.2682318687439,,6.20203304290771,Lao PDR,LAO,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,
0.931905448436737,,,,,,,0.9366,0.950713872909546,,0.952666699886322,Lao PDR,LAO,Probability of Survival to Age 5,HD.HCI.MORT,
0.938176393508911,,,,,,,0.9423,0.955833852291107,,0.957612752914429,Lao PDR,LAO,"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,
0.925971448421478,,,,,,,0.9311,0.945899307727814,,0.947907388210297,Lao PDR,LAO,"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,
0.782845854759216,,,,,,,0.8125,0.815090596675873,,0.821788012981415,Lao PDR,LAO,Survival Rate from Age 15-60,HD.HCI.AMRT,
0.808882236480713,,,,,,,0.8344,0.839853465557098,,0.8466517329216,Lao PDR,LAO,"Survival Rate from Age 15-60, Female",HD.HCI.AMRT.FE,
0.756659746170044,,,,,,,0.79,0.791173577308655,,0.797645449638367,Lao PDR,LAO,"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,
13.3133754730225,,,,,,,13.28,13.6181030273438,,13.6181030273438,Latvia,LVA,Expected Years of School,HD.HCI.EYRS,
13.3771991729736,,,,,,,13.32,13.7176198959351,,13.7176198959351,Latvia,LVA,"Expected Years of School, Female",HD.HCI.EYRS.FE,
13.2533683776856,,,,,,,13.24,13.5238342285156,,13.5238342285156,Latvia,LVA,"Expected Years of School, Male",HD.HCI.EYRS.MA,
,,,,,,,,,,,Latvia,LVA,Fraction of Children Under 5 Not Stunted,HD.HCI.STNT,
,,,,,,,,,,,Latvia,LVA,"Fraction of Children Under 5 Not Stunted, Female",HD.HCI.STNT.FE,
,,,,,,,,,,,Latvia,LVA,"Fraction of Children Under 5 Not Stunted, Male",HD.HCI.STNT.MA,
502.987121582031,,,,,,,530,530.42333984375,,503.869781494141,Latvia,LVA,Harmonized Test Scores,HD.HCI.HLOS,
511.638153076172,,,,,,,539,539.149230957031,,509.533599853516,Latvia,LVA,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,
494.104583740234,,,,,,,522,521.527038574219,,498.027282714844,Latvia,LVA,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,
0.676458120346069,,,,,,,0.724,0.738353431224823,,0.70658141374588,Latvia,LVA,Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,
0.728277862071991,,,,,,,0.773,0.790420711040497,,0.751386106014252,Latvia,LVA,"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,
0.718582808971405,,,,,,,0.759,0.77625972032547,,0.737668991088867,Latvia,LVA,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,
0.738306820392609,,,,,,,0.786,0.804282128810883,,0.764679372310638,Latvia,LVA,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,
0.667831301689148,,,,,,,0.708,0.725407421588898,,0.69415694475174,Latvia,LVA,"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,
0.627533793449402,,,,,,,0.678,0.689718842506409,,0.664559185504913,Latvia,LVA,"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,
0.618109822273254,,,,,,,0.658,0.671079158782959,,0.646311640739441,Latvia,LVA,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,
0.637029349803925,,,,,,,0.699,0.707957923412323,,0.682357549667358,Latvia,LVA,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,
0.684766709804535,,,,,,,0.74,0.751466691493988,,0.71914279460907,Latvia,LVA,"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,
10.7143306732178,,,,,,,11.27,11.5573749542236,,10.9788007736206,Latvia,LVA,Learning-Adjusted Years of School,HD.HCI.LAYS,
10.9508571624756,,,,,,,11.49,11.8333511352539,,11.1833410263062,Latvia,LVA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,
10.4776802062988,,,,,,,11.05,11.2848720550537,,10.7763814926147,Latvia,LVA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,
0.992185652256012,,,,,,,0.9958,0.995832920074463,,0.996137797832489,Latvia,LVA,Probability of Survival to Age 5,HD.HCI.MORT,
0.992858052253723,,,,,,,0.9962,0.996171414852142,,0.996455013751984,Latvia,LVA,"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,
0.991544187068939,,,,,,,0.9955,0.995510876178741,,0.995836913585663,Latvia,LVA,"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,
0.815891325473785,,,,,,,0.8461,0.841074049472809,,0.844131171703339,Latvia,LVA,Survival Rate from Age 15-60,HD.HCI.AMRT,
0.898937344551086,,,,,,,0.918,0.911118149757385,,0.912757992744446,Latvia,LVA,"Survival Rate from Age 15-60, Female",HD.HCI.AMRT.FE,
0.730881810188293,,,,,,,0.7729,0.770585536956787,,0.775474667549133,Latvia,LVA,"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,
,,,,,,,10.54,10.1555166244507,,10.1555166244507,Lebanon,LBN,Expected Years of School,HD.HCI.EYRS,
,,,,,,,10.36,,,,Lebanon,LBN,"Expected Years of School, Female",HD.HCI.EYRS.FE,
,,,,,,,10.73,,,,Lebanon,LBN,"Expected Years of School, Male",HD.HCI.EYRS.MA,
,,,,,,,,,,,Lebanon,LBN,Fraction of Children Under 5 Not Stunted,HD.HCI.STNT,
,,,,,,,,,,,Lebanon,LBN,"Fraction of Children Under 5 Not Stunted, Female",HD.HCI.STNT.FE,
,,,,,,,,,,,Lebanon,LBN,"Fraction of Children Under 5 Not Stunted, Male",HD.HCI.STNT.MA,
427.671875,,,,,,,405,404.930328369141,,389.889038085938,Lebanon,LBN,Harmonized Test Scores,HD.HCI.HLOS,
424.017028808594,,,,,,,405,405.006408691406,,394.908630371094,Lebanon,LBN,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,
432.115905761719,,,,,,,405,404.848693847656,,384.041687011719,Lebanon,LBN,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,
,,,,,,,0.538,0.524635970592499,,0.515125513076782,Lebanon,LBN,Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,
,,,,,,,0.537,,,,Lebanon,LBN,"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,
,,,,,,,0.525,,,,Lebanon,LBN,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,
,,,,,,,0.548,,,,Lebanon,LBN,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,
,,,,,,,0.525,0.514252662658691,,0.504966795444489,Lebanon,LBN,"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,
,,,,,,,0.54,,,,Lebanon,LBN,"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,
,,,,,,,0.525,,,,Lebanon,LBN,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,
,,,,,,,0.554,,,,Lebanon,LBN,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,
,,,,,,,0.549,0.533736407756805,,0.523942470550537,Lebanon,LBN,"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,
,,,,,,,6.83,6.57964277267456,,6.33523941040039,Lebanon,LBN,Learning-Adjusted Years of School,HD.HCI.LAYS,
,,,,,,,6.71,,,,Lebanon,LBN,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,
,,,,,,,6.95,,,,Lebanon,LBN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,
0.989774286746979,,,,,,,0.9922,0.992285132408142,,0.992562294006348,Lebanon,LBN,Probability of Survival to Age 5,HD.HCI.MORT,
0.990302681922913,,,,,,,0.9926,0.992652893066406,,0.992879688739777,Lebanon,LBN,"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,
