Country,Product Name,Company,Type,Platforms,HW/SW,Cost,PR/OS,URL,Notes,Wikipedia,Developer,Ads,Active,data_country,data_year
France,EncFS,,DevTools,,SW,Free,OS,http://vgough.github.io/encfs,Provides an encrypted filesystem in user-space; runs with regular user permissions using the FUSE library.,http://en.wikipedia.org/wiki/EncFS,Valient Gough ,,A,,
France,Gajim,Gajim Developers ,MessageEncryption,Lin,SW,Free,OS,http://gajim.org,IM client for the XMPP protocol which uses the GTK+ toolkit.  ,http://en.wikipedia.org/wiki/Gajim,Yann Le Boulanger ,,,,
France,GostCrypt,GostCrypt Project,DevTools,Mac/Win/Lin,SW,Free,OS,http://gostcrypt.org/gostcrypt.php,Fork of the TrueCrypt project,,Eric Filiol,,A,,
France,Hyperboria,,Mesh,,SW,Free,OS,http://hyperboria.net,"P2P IPv6 network with automatic end-to-end encryption, distributed IP address allocation, and DHT-based source routing. Formerly known as Project Meshnet.",,Caleb James DeLisle ,,A,,
France,Linphone,Belledonne Communications SARL ,Telephone,Mac/Win/Lin/iOS/And/Browsers,SW,Free,OS,http://linphone.org,"SIP Phone and free VoIP service, supporting ZRTP for end-to-end encrypted voice and video communication.",http://en.wikipedia.org/wiki/Linphone,,,A,,
France,MasterPassword,,PasswordMgr,Mac/Win/iOS/And,,Free,OS,http://masterpasswordapp.com,Stateless password management.,,Maarten Billemont,,A,,
France,MCabber,,MessageEncryption,Mac/Lin,SW,Free,OS,http://mcabber.com,XMPP client with a text user interface based on ncurses. Supports end-to-end encryption with either OpenPGP or OTR.,http://en.wikipedia.org/wiki/MCabber,Mikael Berthe ,,A,,
France,minilock,,FileEncryption,Browsers,SW,Free,OS,http://minilock.io,"A small, portable file encryption software; a passphrase memorized by the user, along with their e-mail address, acts as a complete, portable basis for a persistent public-key identity and provides a full substitute for other key pair models, such as having the key pair stored on disk media (the PGP approach). ",,Nadim Kobeissi ,,A,,
France,Mooltipass,Mooltipass,PasswordMgr,,HW,Pay,OS,http://themooltipass.com,"Emulates a standard USB keyboard; internal flash stores encrypted credentials; PIN-locked smartcard contains the AES-256bits key; credentials are sent over HID, any password accessing operation needs to be physically approved by the user on the touch interface.",,Stephan Mathieu ,,A,,
France,oPenGP,,MailEncryption,iOS,SW,Pay,PR,http://itunes.apple.com/us/app/opengp/id414003727?mt=8,Provides support for OpenPGP standard (RFC 4880) on iOS devices.,,Grégory Descamps,,A,,
France,OpenMailbox,Open Mailbox ,MailEncryption,Web-based,SW,Free,OS,http://openmailbox.org,Encrypted mail and data storage.,,,,A,,
France,Parley,Parley Chat ,MessageEncryption,,SW,Free,PR,http://parleychat.co,Beta.,,,,A,,
France,Peerio,Technologies Peerio Inc. ,MessageEncryption,Mac/Win/Lin/Browsers,SW,Free,OS,http://peerio.com,"End-to-end encryption enabled by default, using the miniLock open-source security standard.",http://en.wikipedia.org/wiki/Peerio,,,A,,
France,Peersm,PeerSM,AnonProxy,Mac/Win/Lin,SW,Free,PR,http://peersm.com,JavaScript implementation of Tor; an anonymous bittorrent network distributed inside browsers. In development.,,Aymeric Vitte,,A,,
France,Places,Ansamb,MessageEncryption,Mac/Win/Lin,SW,Pay,OS,http://joinplaces.com,"Secure chat, call and file sharing. In development.",,,,A,,
France,ProxyCrypt,,DiskEncryption,Win,SW,Free,PR,http://reboot.pro/files/file/412-proxycrypt,"Supports AES-256, Serpent and Twofish ciphers. ",,v77,,A,,
France,Pydio,Abstrium SAS,CloudEncryption,Mac/Win/Lin/iOS/And,SW,Pay,OS,http://pydio.com,Turns any server into a file sharing platform.,,Charles Du Jeu,,A,,
France,QuickSec Mobile VPN Client,Inside Secure,VPN,And,SW,Pay,PR,http://insidesecure.com/Products-Technologies/Protocol-Security-Toolkits/QuickSec-R-Mobile-VPN-Client,,,,,A,,
France,Sandstorm.io ,,CloudEncryption,,SW,Free,OS,http://sandstorm.io,Personal cloud Sandbox. Alpha.,,Kenton Varda ,,A,,
France,SilentKeys,Preevio,Keyboard,Mac/Win/Lin,HW,Pay,PR,http://preev.io,"Keyboard with its own secure operating system, Satya. Tamperproof hardware, encrypted microSD, write-protected OS.",,Iann De Maria  ,,A,,
France,Simple Encryption Tool ,Cyberens,FileEncryption,Win,SW,Pay,PR,http://cyberens.eu/?attachment_id=275,Files are compressed then encrypted with AES 256. Keys are derived from a password with SHA 256. ,,,,A,,
France,SMSSecure,,MessageEncryption,And,SW,Free,OS,http://smssecure.org,Fork of Signal with only SMS encryption. Uses TextSecure. Texts are encrypted locally and in transit. ,,Bastien Le Querrec ,,A,,
France,Sodium Crypto Library,,DevTools,,SW,Free,OS,http://libsodium.org,"Portable, cross-compilable, installable, packageable fork of NaCl, with a compatible API, and an extended API.",,Frank Denis ,,A,,
France,TAILS (The Amnesic Incognito Live System),TAILS Project,OperatingSystem,,SW,Free,OS,http://tails.boum.org,"Designed to be used from a DVD, USB stick, or SD card independently of the computer's OS.",http://en.wikipedia.org/wiki/Tails_%28operating_system%29,Ben Voui ,,A,,
France,Tox.chat,,MessageEncryption,Mac/Win/Lin/And,SW,Free,OS,http://tox.chat,"Distributed, secure messenger with audio and video chat capabilities—“Skype replacement.” In development.",,irungentoo ,,A,,
France,Trustway Proteccio NetHSM,Bull,Network,Win/Lin,HW,Pay,PR,http://atos.net,"Acquired by Atos, also a French company.",,,,A,,
France,VeraCrypt,IDRIX,DiskEncryption,,SW,Free,OS,http://veracrypt.codeplex.com,"Fork of TrueCrypt. On-the-fly encryption. Supports AES, Serpent, and Twofish; cascaded algorithms AES-Twofish, AES-Twofish-Serpent, Serpent-AES, Serpent-Twofish-AES and Twofish-Serpent..The cryptographic hash functions available for use in VeraCrypt are RIPEMD-160, SHA-256, SHA-512, and Whirlpool.",http://en.wikipedia.org/wiki/VeraCrypt,Mounir Idrassi,,A,,
France,Vmail,Vmail.me ,MailEncryption,Web-based,SW,Pay,OS,http://vmail.me/en,Encrypted data storage (LUKS disk-encryption); server logs comply with European Data Retention Directive.,,David Routhieau ,,A,,
France,Wabiz,Prim'x Technologies,Multi,iOS/And,SW,Pay,PR,http://wabiz.com,File and e-mail encryption and password vault.,,,,A,,
France,ZedMail,Prim'X Technologies,MailEncryption,Win,SW,Pay,PR,http://primx.eu/en/zedmail.aspx,Uses AES (128 to 256 bits) RSA (1024 to 4096 bits).,,,,A,,
France,ZoneCentral,Prim'X Technologies,Multi,Mac/Win/Lin,SW,Pay,PR,http://primx.eu/en/zonecentral.aspx,"Encryption of text, e-mail, browser cache, portable devices.",,,,A,,
Germany,Academic Signature,,DevTools,Win/Lin,SW,Free,OS,http://fh-wedel.de/~an/crypto/Academic_signature_eng.html,An open-source program for elliptic-curve cryptography using a wxWidgets GUI.,,Michael Anders,,A,,
Germany,AN ON (Anonymity.Online),University of Regensburg ,AnonProxy,Mac/Win/Lin,SW,Free,OS,http://anon.inf.tu-dresden.de/index_en.html,Anonymizes via a mix cascade.,,Hannes Federrath ,,A,,
Germany,Android Privacy Guard,,FileEncryption,And,SW,Free,OS,http://thialfihar.org/projects/apg,"Provides OpenPGP functionalities, such as encryption and signing of e-mails. ",http://en.wikipedia.org/wiki/Android_Privacy_Guard,Oliver Runge ,,A,,
Germany,APG,Thialfihar,MessageEncryption,And,SW,Free,OS,http://play.google.com/store/apps/details?id=org.thialfihar.android.apg,"OpenPGP for Android. OpenKeychain fork added new features, which have now been merged back into APG.",,,,A,,
Germany,ArchiCrypt Live ,Softwaredevelopment Remus ArchiCrypt ,DiskEncryption,Win,SW,Pay,PR,http://archicrypt.de/archicrypt_live,"Creates a virtual, encrypted, password-protected ArchiCrypt Live drive.",,,,,,
Germany,Atmedia Ethernet Encryptor,Atmedia GMBH,Network,,HW,Pay,PR,http://www.atmedia.de/en/products/index.html,Layer 2 encryption system for Ethernet networks. ,,,,A,,
Germany,Browser-in-the-Box ,Sirrix AG,Browser,Win,SW,Pay,PR,http://www.sirrix.com/content/pages/BitBox_en.htm,Developed for the German Federal Office for Information Security for use by all federal authorities.  ,,,,A,,
Germany,Chiffry,Chiffry GmbH. ,MessageEncryption,And/iOS/BlackBerry,SW,Free,PR,http://get.chiffry.de,Data encryption in 256-bit AES GCM mode; key exchange based on 512-bit ECDH; secure signatures via 512-bit ECDSA; user identification via Chiffry certificates.,,,,A,,
Germany,Cloudfogger,Cloudfogger GmbH ,CloudEncryption,Mac/Win/iOS/And,SW,Pay,PR,http://cloudfogger.com,Encrypts your data on the local device before it gets uploaded to the cloud. ,,,,A,,
Germany,Conversations,,MessageEncryption,And,SW,Pay,OS,http://conversations.im,Jabber/XMPP client for smartphones.,http://en.wikipedia.org/wiki/OMEMO_%28cryptography%29,Daniel Gultsch ,,A,,
Germany,CrococryptFile,,FileEncryption,Mac/Win/Lin,SW,Free,OS,http://frankhissen.de/crococryptfile-home-en-frank-hissen-it-software.html,Creates encrypted archives of arbitrary files and folders. ,,Frank Hissen,,A,,
Germany,CrossCrypt ,,DiskEncryption,Win/Lin,SW,Free,OS,http://cyberside.net.ee/crosscrypt,"AES (256, 192, 128; SingleKey Mode aes-loop compatible) and Twofish (160-bit key; SuSE Linux compatible).",http://en.wikipedia.org/wiki/CrossCrypt,Steven Scherrer ,,A,,
Germany,CryptoGateway,Sirrix AG,Telephone,,HW,Pay,PR,http://sirrix.com/content/pages/cryptogateway_en.htm,Secure encrypted mobile communication with VoIP- and ISDN-based landline phones.,,,,A,,
Germany,Cryptomator,Cryptomator.org,CloudEncryption,Win,SW,Free,OS,http://cryptomator.org,Transparent client-side encryption for your cloud.  ,,Sebastian Stenzel ,,A,,
Germany,cryptsetup,,DevTools,Lin,SW,Free,OS,http://gitlab.com/cryptsetup/cryptsetup,Utility used to conveniently setup disk encryption based on DMCrypt kernel module.,http://en.wikipedia.org/wiki/Dm-crypt#cryptsetup,Milan Broz,,A,,
Germany,CSSI,Charismathics,Network,,SW,Pay,PR,http://www.charismathics.com,"Configurable PKI client for security tokens of all vendors, for all platforms, form factor and applications. It also supports most smartphones, and all TPM platforms and thumb drives worldwide.",,,,A,,
Germany,Cyren EmailSecurity as a Service,Cyren,MailEncryption,Web-based,SW,Pay,PR,http://cyren.com/cyren-emailsecurity.html,Secures e-mail using Transport Layer Security (TLS).,http://en.wikipedia.org/wiki/CYREN,,,A,,
Germany,Cyren Web Security,Cyren,CloudEncryption,Web-based,SW,Pay,PR,http://cyren.com/cyren-websecurity.html,Powered by CYREN’s GlobalView™ Cloud infrastructure and patented Recurrent Pattern Detection™ (RPD) technology.  ,http://en.wikipedia.org/wiki/CYREN,,,A,,
Germany,Diaspora,Diaspora Foundation,MessageEncryption,Web-based,SW,Free,OS,http://diasporafoundation.org,Distributed social network.,http://en.wikipedia.org/wiki/Diaspora_%28social_network%29,Dennis Schubert ,,A,,
Germany,DiskAshur ,SECOMDATA,HardDrive,,HW,Pay,PR,http://secomdata.com/productos/discos-duros-port%C3%A1tiles-cifrados,Incorporates a keyboard that allows access via 6-16 digit PIN; uses realtime 256-bit AES.,,,,A,,
Germany,Dm-crypt,,DevTools,Lin,SW,Free,OS,http://gitlab.com/cryptsetup/cryptsetup/wikis/DMCrypt,Linux kernel device-mapper crypto target.J219,http://en.wikipedia.org/wiki/Dm-crypt#cryptsetup,Milan Broz,,A,,
Germany,DocRAID,ContentPro AG ,MailEncryption,Mac/Win/ioS/And,SW,Pay,PR,http://docraid.com,Microsoft Outlook plugin to encrypt mail.,,,,A,,
Germany,Dox,Brainloop AG,CloudEncryption,Mac/Win/ios/And,SW,Pay,PR,http://brainloop.com,For secure file sharing and distributed collaboration on documents.,,,,A,,
Germany,DriveCrypt,SecurStar,DiskEncryption,Win,SW,Pay,PR,http://securstar.com/products_drivecrypt.php,"1344-bit military-strength disk encryption, using AES, Blowfish, Tea 16, Tea 32, Des, Triple Des, Misty 1 and Square.  ",,,,A,,
Germany,DriveLock ,CenterTools Software GMBH,CloudEncryption,Mac/Win/ios/And,SW,Pay,PR,http://drivelock.de,Encrypts whole hard disks or certain partition—AES-NI support—FIPS 140-2 certified encryption module,,,,A,,
Germany,duplicity,,FileEncryption,Lin,SW,Free,OS,http://duplicity.nongnu.org,Backs directories by producing encrypted tar-format volumes and uploading them to a remote or local file server. ,http://en.wikipedia.org/wiki/Duplicity_%28software%29,"Michael Terry, Edgar Soldin",,A,,
Germany,Dyadic Software Defined Encryption ,Dyadic,Network,,SW,Pay,PR,http://dyadicsec.com,"Randomly splits private keys across servers and continuously refreshes the split, ensuring the keys are never in one place to be stolen.",,,,A,,
Germany,EgoSecure Cloud Encryption,EgoSecure,Multi,Win,SW,Pay,PR,http://egosecure.com/en/modules,"Encrypts removable devices, full disk, folders, cloud, mail.",,,,A,,
Germany,EgoSecure Folder Encryption,EgoSecure,FileEncryption,Win,SW,Pay,PR,http://egosecure.com/en/modules,Protects data on lost devices and also secures sensitive data on systems that can be accessed by multiple users.,,,,A,,
Germany,EgoSecure Full Disk Encryption,EgoSecure,DiskEncryption,Win,SW,Pay,PR,http://egosecure.com/en/modules,Encrypts the complete hard disk or partitions on the sector level; also provides on-demand pre-boot authentication.,,,,A,,
Germany,EgoSecure Mail Encryption,EgoSecure,MailEncryption,Win,SW,Pay,PR,http://egosecure.com/en/modules,,,,,A,,
Germany,EgoSecure Removable Device Encryption,EgoSecure,FileEncryption,Win,SW,Pay,PR,http://egosecure.com/en/modules,Password-based encryption and decryption,,,,A,,
Germany,Encrypt.to,,MessageEncryption,Browsers,SW,Pay,OS,http://encrypt.to,Sends encrypted PGP messages with one click.,,Jan Wiegelmann,,A,,
Germany,FileAssurity Open PGP Security,ArticSoft,FileEncryption,Win,SW,Pay,PR,http://articsoftpgp.com/pgp_security.htm,AES 256-bit.,,,,A,,
Germany,Friendica,Friendica Community,MessageEncryption,Web-based,SW,Free,OS,http://friendica.com,Distributed social network.,http://en.wikipedia.org/wiki/Friendica,Devlon Duthied ,,A,,
Germany,GeNUCard,Genua,VPN,,HW,Pay,PR,http://www.genua.de/loesungen/personal-security-device-genucard.html,,,,,A,,
Germany,Gieseke & Devrient,Gieseke & Devrient,Multi,,SW,Pay,PR,http://gi-de.com,Financial processing and government docs.,,,,A,,
Germany,GNU Gatekeeper,,DevTools,Mac/Win/Lin/iOS/And/FreeBSD/OpenBSD,SW,Free,OS,http://gnugk.org,H.323 gatekeeper; forms the basis for IP telephony (VoIP) or video conferencing systems. ,http://en.wikipedia.org/wiki/GNU_Gatekeeper,Jan Willamowius ,,A,,
Germany,GNUNet,GNUnet e.V. ,Mesh,Lin,SW,Free,OS,http://gnunet.org,Framework for secure peer-to-peer networking that does not use any centralized or otherwise trusted services. ,http://en.wikipedia.org/wiki/GNUnet,Christian Grothoff ,,A,,
Germany,GnuPG,GnuPG Project ,MailEncryption,Lin,SW,Free,OS,http://gnupg.org,Replacement for Symantec's PGP cryptographic software suite. ,http://en.wikipedia.org/wiki/GNU_Privacy_Guard,Werner Koch,,A,,
Germany,GoldBug,GoldBug,Multi,Win,SW,Free,OS,http://sourceforge.net/projects/goldbug,"Secure communication suite offering an e-mail client, IM, chat, file transfer and a P2P websearch within decentralized URL-databases.",,"Bernd H. Stramm, Mike Weber",,A,,
Germany,gpg4files,Giegerich & Partner GmbH ,FileEncryption,Win,SW,Pay,PR,http://giepa.de/gpg4files-endpoint-encryption-for-documents-in-windows/?lang=en,Works with GnuPG 2.0.x preinstalled. Beta.,,,,A,,
Germany,gpg4usb,gpg4usb ,FileEncryption,Win/Lin,SW,Free,OS,http://gpg4usb.org,Small portable editor to encrypt and decrypt any text message or file.,,Nils Achtergarde ,,A,,
Germany,Gpg4win  ,GnuPG Project ,Multi,Win,SW,Free,OS,http://gpg4win.org,E-mail and file encryption package using GnuPG public-key cryptography for data encryption and digital signatures. ,http://en.wikipedia.org/wiki/Gpg4win,,,A,,
Germany,GSMK CryptoPhone,GSMK,Telephone,,HW,Pay,OS,http://cryptophone.de,"Works with GSM cellular network, 3G/UMTS, satellite, or landline.",,,,A,,
Germany,HiCrypt ,Digitronic,Network,,SW,Pay,PR,http://digitronic.net/en/solutions/encryption,Encrypts data on network drives and facilitates common access to encrypted files and folders.,,,,A,,
Germany,Hoccer,Hoccer Betriebs GmbH,MessageEncryption,iOS/And,SW,Free,PR,http://hoccer.com,Also pay service for businesses.,http://en.wikipedia.org/wiki/Hoccer,,,A,,
Germany,HS256 ,Digitrade,HardDrive,,HW,Pay,PR,http://digittrade.de,Encrypted external hard drive.,,,,A,,
Germany,I2P-Bote,Invisible Internet Project,Network,Mac/Win/And,SW,Free,OS,http://geti2p.net,For anonymous communication.,http://en.wikipedia.org/wiki/I2P,,,A,,
Germany,JcrypTool,Universitat Kassel ,DevTools,Win,SW,Free,OS,http://cryptool.org/en/jcryptool/78-what-is-jcryptool,E-learning program for cryptography and cryptanalysis.,http://en.wikipedia.org/wiki/CrypTool,Arno Wacker ,,A,,
Germany,Jumble,Jumble,MailEncryption,Win/iOS/Browsers,SW,Pay,PR,http://jumble.io,Web-based encrypted e-mail provider.,,,,A,,
Germany,KeePass,,PasswordMgr,Mac/Win/Lin,SW,Free,OS,http://keepass.info,"Stores data in an encrypted file, protected by a master password, key file, and/or the current Windows account details. ",http://en.wikipedia.org/wiki/KeePass,Dominik Reichl ,,A,,
Germany,KeePass2,,PasswordMgr,Win,SW,Free,OS,http://keepass.info,Uses AES and Twofish.,http://en.wikipedia.org/wiki/KeePass,Dominik Reichl ,,A,,
Germany,KeePassX,,PasswordMgr,Lin,SW,Free,OS,http://www.keepassx.org,"Saves user names, passwords, URLs, attachments and comments in one single database. ",http://en.wikipedia.org/wiki/KeePassX,Felix Geyer ,,A,,
Germany,Kontact,Kontact,Multi,Win/Lin,SW,Free,OS,http://userbase.kde.org/Kontact,Personal information manager and groupware software suite; supports the OpenPGP standard.,http://en.wikipedia.org/wiki/Kontact,,,A,,
Germany,Kopete,KDE,MessageEncryption,Win,SW,Free,OS,http://kopete.kde.org,A flexible and extendable multiple protocol instant MessageEncryption system. Supports Off-the-Record MessageEncryption.,http://en.wikipedia.org/wiki/Kopete,Duncan Mac-Vicar Prett ,,,,
