Indicator,Country,Variable,Unit,Scope,Time,Value,Flags
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,14.19511,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,20.7063,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,13.8128,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,11.489,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,13.79941,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,16.3529,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,10.8368,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,10.4788,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,10.87698,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,24.8779,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,16.5462,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,13.88447,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Lithuania,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,14.19766,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,46.326,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,44.1235,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,37.0432,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,12.39042,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,44.3096,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,47.0708,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,21.11816,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,14.52609,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,39.6744,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,43.5461,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,47.4006,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Luxembourg,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,14.14395,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,34.9685,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,32.199,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,34.19483,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,29.81795,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,27.336,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,19.5415,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,10.9351,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,21.91522,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,41.3494,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,37.0331,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,39.89684,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Netherlands,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,32.54753,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Norway,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,22.9451,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Norway,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,39.8372,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Norway,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,34.28627,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Norway,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,35.54435,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Norway,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,15.7756,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Norway,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,35.6846,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Norway,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,6.610927,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Norway,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,25.0231,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Norway,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,41.2302,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Norway,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,39.53296,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Norway,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,39.27788,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Poland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,5.3686,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Poland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,6.3928,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Poland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,0.323996,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Poland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,6.025776,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Poland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,4.7488,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Poland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,4.5184,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Poland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,0,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Poland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,3.31106,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Poland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,6.196,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Poland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,7.4892,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Poland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,0.536321,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Poland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,7.947507,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Portugal,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,56.9808,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Portugal,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,63.8122,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Portugal,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,67.55173,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Portugal,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,60.8759,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Portugal,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,49.7772,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Portugal,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,64.9155,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Portugal,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,67.11859,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Portugal,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,55.34722,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Portugal,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,66.1222,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Portugal,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,62.0182,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Portugal,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,68.09514,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Portugal,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,60.89567,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,10.8581,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,14.2857,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,14.38028,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,18.31045,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,9.0239,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,9.0036,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,10.8168,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,7.983323,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,11.6992,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,14.8367,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,12.26813,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,19.91316,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,65.4812,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,31.5648,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,28.97602,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,18.36815,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,64.6347,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,30.2848,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,11.39352,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,9.874639,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,65.3619,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,34.6095,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,35.91189,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,22.23931,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,55.6802,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,43.5559,
