Country,Afghanistan,Albania,Algeria,Angola,Antigua and Barbuda,Argentina,Australia,Austria,The Bahamas,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Bulgaria,Burkina Faso,Cambodia,Cameroon,Canada,Chile,China,Colombia,"Congo, Dem. Rep.",Costa Rica,Cote d'Ivoire,Croatia,Czech Republic,Denmark,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Estonia,Ethiopia,Finland,France,The Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guinea,Guyana,Honduras,"Hong Kong SAR, China",Hungary,India,Indonesia,Iran,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kyrgyz Republic,Lebanon,Liberia,Madagascar,Malawi,Malaysia,Mali,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Pakistan,Panama,Peru,Philippines,Poland,Portugal,Republic of Korea,Romania,Russian Federation,Rwanda,Senegal,Serbia,Sierra Leone,Singapore,Slovenia,South Africa,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Suriname,Sweden,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,"Venezuela, RB",Vietnam,Zambia,Zimbabwe,data_country,data_year
7.5 Civil justice is not subject to unreasonable delay,0.39,0.53,0.73,0.25,0.41,0.31,0.68,0.67,0.46,0.20,0.31,0.83,0.45,0.47,0.37,0.22,0.29,0.50,0.28,0.42,0.49,0.27,0.45,0.47,0.43,0.76,0.20,0.40,0.23,0.61,0.27,0.45,0.73,0.33,0.26,0.44,0.25,0.42,0.75,0.39,0.65,0.57,0.36,0.36,0.82,0.44,0.31,0.36,0.14,0.46,0.47,0.27,0.75,0.34,0.20,0.52,0.56,0.32,0.24,0.72,0.38,0.85,0.29,0.24,0.51,0.34,0.39,0.50,0.49,0.71,0.56,0.49,0.29,0.26,0.48,0.59,0.64,0.36,0.47,0.45,0.53,0.67,0.74,0.35,0.47,0.23,0.51,0.79,0.29,0.26,0.19,0.34,0.39,0.43,0.82,0.47,0.74,0.73,0.63,0.29,0.41,0.93,0.52,0.54,0.51,0.28,0.55,0.50,0.44,0.26,0.80,0.40,0.26,0.49,0.34,0.44,0.30,0.33,0.56,0.68,0.66,0.62,0.58,0.75,0.07,0.50,0.40,0.49,,
7.6. Civil justice is effectively enforced,0.56,0.52,0.49,0.31,0.47,0.55,0.74,0.82,0.44,0.35,0.52,0.53,0.82,0.39,0.36,0.30,0.32,0.64,0.41,0.65,0.39,0.27,0.38,0.75,0.61,0.59,0.45,0.31,0.48,0.62,0.50,0.63,0.88,0.35,0.38,0.50,0.23,0.53,0.70,0.47,0.90,0.74,0.37,0.50,0.89,0.58,0.47,0.30,0.30,0.40,0.54,0.45,0.80,0.38,0.40,0.40,0.59,0.36,0.27,0.74,0.60,0.73,0.44,0.42,0.39,0.41,0.43,0.42,0.58,0.60,0.44,0.32,0.64,0.40,0.59,0.46,0.49,0.50,0.42,0.70,0.44,0.91,0.69,0.41,0.45,0.43,0.63,0.89,0.30,0.51,0.47,0.45,0.54,0.53,0.80,0.61,0.47,0.65,0.60,0.51,0.53,0.97,0.62,0.61,0.55,0.35,0.52,0.46,0.48,0.49,0.91,0.51,0.33,0.44,0.43,0.38,0.59,0.48,0.48,0.68,0.70,0.68,0.65,0.45,0.21,0.40,0.67,0.62,,
"7.7 Alternative dispute resolution mechanisms are accessible, impartial, and effective",0.50,0.62,0.56,0.63,0.80,0.77,0.82,0.74,0.74,0.55,0.72,0.66,0.82,0.63,0.47,0.56,0.68,0.68,0.64,0.67,0.61,0.42,0.57,0.77,0.75,0.66,0.71,0.50,0.78,0.71,0.74,0.82,0.85,0.63,0.57,0.66,0.52,0.64,0.89,0.59,0.79,0.85,0.66,0.71,0.83,0.75,0.74,0.73,0.62,0.55,0.59,0.67,0.88,0.64,0.61,0.57,0.75,0.69,0.63,0.88,0.73,0.74,0.62,0.62,0.65,0.54,0.49,0.53,0.59,0.66,0.50,0.57,0.69,0.60,0.66,0.64,0.65,0.61,0.51,0.73,0.56,0.84,0.80,0.52,0.62,0.66,0.71,0.90,0.46,0.62,0.67,0.59,0.78,0.81,0.86,0.75,0.55,0.58,0.63,0.64,0.51,0.80,0.77,0.77,0.80,0.55,0.79,0.85,0.82,0.48,0.79,0.63,0.49,0.60,0.68,0.58,0.67,0.60,0.63,0.69,0.79,0.72,0.74,0.67,0.46,0.59,0.49,0.53,,
Factor 8: Criminal Justice,0.31,0.43,0.43,0.36,0.56,0.44,0.73,0.80,0.61,0.33,0.57,0.47,0.71,0.36,0.43,0.22,0.48,0.59,0.34,0.45,0.49,0.26,0.24,0.74,0.56,0.45,0.34,0.26,0.57,0.36,0.51,0.71,0.83,0.55,0.36,0.36,0.37,0.31,0.71,0.34,0.83,0.62,0.42,0.52,0.79,0.49,0.50,0.50,0.30,0.31,0.38,0.26,0.72,0.47,0.40,0.39,0.37,0.64,0.50,0.76,0.57,0.46,0.38,0.47,0.33,0.35,0.31,0.36,0.46,0.56,0.30,0.30,0.53,0.30,0.36,0.49,0.38,0.33,0.27,0.55,0.44,0.76,0.72,0.29,0.38,0.40,0.45,0.83,0.35,0.33,0.33,0.31,0.60,0.59,0.71,0.56,0.31,0.54,0.45,0.40,0.35,0.79,0.56,0.53,0.67,0.44,0.59,0.55,0.61,0.52,0.80,0.38,0.43,0.36,0.32,0.42,0.38,0.31,0.36,0.67,0.72,0.63,0.56,0.44,0.13,0.46,0.41,0.37,,
8.1 Criminal investigation system is effective,0.31,0.43,0.29,0.36,0.50,0.27,0.66,0.65,0.50,0.41,0.51,0.53,0.58,0.33,0.37,0.21,0.42,0.42,0.28,0.37,0.41,0.35,0.28,0.69,0.36,0.50,0.20,0.21,0.41,0.30,0.48,0.62,0.66,0.49,0.33,0.28,0.40,0.17,0.59,0.34,0.60,0.59,0.39,0.39,0.60,0.43,0.50,0.48,0.21,0.23,0.34,0.21,0.70,0.48,0.27,0.35,0.25,0.47,0.40,0.68,0.49,0.41,0.35,0.35,0.39,0.48,0.28,0.34,0.36,0.62,0.25,0.27,0.41,0.19,0.27,0.42,0.48,0.23,0.39,0.37,0.49,0.56,0.60,0.33,0.29,0.40,0.45,0.61,0.28,0.32,0.25,0.42,0.51,0.48,0.59,0.55,0.21,0.42,0.53,0.38,0.43,0.83,0.42,0.39,0.59,0.41,0.44,0.40,0.45,0.43,0.53,0.36,0.42,0.28,0.21,0.43,0.44,0.29,0.26,0.71,0.67,0.67,0.39,0.45,0.12,0.47,0.48,0.41,,
8.2 Criminal adjudication system is timely and effective,0.41,0.41,0.44,0.38,0.56,0.41,0.71,0.81,0.55,0.45,0.43,0.60,0.67,0.35,0.38,0.14,0.56,0.54,0.27,0.57,0.52,0.39,0.27,0.67,0.59,0.52,0.32,0.35,0.46,0.49,0.44,0.70,0.75,0.46,0.37,0.44,0.41,0.30,0.56,0.36,0.77,0.62,0.50,0.57,0.77,0.52,0.47,0.53,0.24,0.28,0.40,0.30,0.70,0.53,0.38,0.52,0.45,0.60,0.39,0.64,0.63,0.69,0.41,0.34,0.50,0.42,0.30,0.48,0.51,0.60,0.30,0.49,0.41,0.34,0.47,0.57,0.45,0.29,0.34,0.38,0.56,0.70,0.73,0.46,0.40,0.38,0.49,0.77,0.38,0.33,0.25,0.31,0.54,0.44,0.80,0.50,0.33,0.51,0.47,0.45,0.34,0.78,0.53,0.52,0.56,0.35,0.55,0.37,0.56,0.53,0.71,0.41,0.43,0.36,0.22,0.46,0.36,0.37,0.38,0.70,0.73,0.68,0.53,0.70,0.12,0.54,0.46,0.52,,
8.3 Correctional system is effective in reducing criminal behavior,0.32,0.41,0.47,0.25,0.52,0.35,0.62,0.81,0.46,0.35,0.56,0.43,0.54,0.20,0.31,0.17,0.44,0.61,0.16,0.30,0.42,0.27,0.15,0.69,0.34,0.51,0.27,0.13,0.38,0.29,0.49,0.60,0.78,0.39,0.20,0.24,0.24,0.19,0.63,0.34,0.86,0.55,0.18,0.59,0.79,0.37,0.28,0.39,0.08,0.19,0.15,0.16,0.76,0.41,0.37,0.29,0.55,0.53,0.30,0.83,0.55,0.44,0.38,0.60,0.23,0.29,0.24,0.21,0.30,0.55,0.30,0.26,0.51,0.22,0.37,0.52,0.38,0.11,0.28,0.48,0.39,0.77,0.65,0.25,0.32,0.34,0.35,0.91,0.33,0.17,0.24,0.19,0.60,0.49,0.68,0.40,0.36,0.50,0.31,0.42,0.28,0.87,0.56,0.33,0.71,0.36,0.36,0.48,0.57,0.35,0.83,0.28,0.30,0.29,0.15,0.36,0.38,0.39,0.38,0.77,0.56,0.53,0.28,0.57,0.05,0.46,0.25,0.35,,
8.4 Criminal system is impartial,0.21,0.55,0.62,0.37,0.49,0.54,0.58,0.70,0.59,0.23,0.43,0.61,0.68,0.38,0.73,0.32,0.50,0.62,0.15,0.54,0.60,0.23,0.36,0.53,0.53,0.36,0.31,0.44,0.70,0.49,0.43,0.67,0.80,0.62,0.37,0.33,0.44,0.31,0.71,0.33,0.78,0.51,0.30,0.50,0.74,0.61,0.43,0.47,0.37,0.55,0.34,0.26,0.68,0.28,0.37,0.28,0.26,0.62,0.52,0.77,0.56,0.42,0.36,0.60,0.33,0.12,0.34,0.43,0.54,0.48,0.34,0.27,0.53,0.27,0.42,0.55,0.33,0.52,0.16,0.65,0.34,0.70,0.56,0.27,0.48,0.51,0.46,0.76,0.28,0.31,0.43,0.23,0.65,0.46,0.73,0.61,0.38,0.69,0.57,0.38,0.44,0.81,0.49,0.55,0.63,0.50,0.63,0.62,0.55,0.57,0.78,0.47,0.31,0.55,0.33,0.35,0.32,0.25,0.50,0.57,0.62,0.37,0.61,0.38,0.13,0.52,0.48,0.35,,
8.5 Criminal system is free of corruption,0.26,0.33,0.44,0.49,0.68,0.48,0.85,0.88,0.78,0.35,0.77,0.56,0.83,0.48,0.42,0.23,0.48,0.69,0.55,0.49,0.48,0.17,0.24,0.85,0.69,0.57,0.42,0.18,0.67,0.38,0.62,0.75,0.98,0.72,0.44,0.47,0.44,0.40,0.88,0.41,0.93,0.76,0.57,0.73,0.86,0.43,0.66,0.65,0.43,0.30,0.52,0.43,0.87,0.65,0.46,0.47,0.42,0.75,0.67,0.91,0.69,0.53,0.32,0.50,0.29,0.43,0.37,0.34,0.47,0.65,0.27,0.31,0.66,0.28,0.36,0.55,0.39,0.41,0.40,0.65,0.50,0.89,0.89,0.41,0.44,0.35,0.51,0.94,0.40,0.45,0.32,0.48,0.80,0.78,0.66,0.64,0.45,0.69,0.58,0.43,0.37,0.91,0.68,0.59,0.76,0.63,0.75,0.71,0.74,0.58,0.92,0.43,0.61,0.37,0.56,0.46,0.59,0.28,0.31,0.80,0.86,0.78,0.78,0.39,0.28,0.51,0.39,0.34,,
8.6 Criminal system is free of improper government influence,0.30,0.33,0.24,0.34,0.57,0.43,0.92,0.92,0.86,0.26,0.76,0.13,0.86,0.41,0.32,0.17,0.33,0.65,0.59,0.33,0.52,0.16,0.11,0.96,0.77,0.21,0.43,0.19,0.67,0.16,0.48,0.83,0.92,0.58,0.34,0.30,0.37,0.41,0.84,0.25,0.97,0.64,0.56,0.27,0.92,0.61,0.60,0.57,0.39,0.25,0.54,0.17,0.58,0.38,0.55,0.44,0.28,0.82,0.71,0.71,0.58,0.31,0.48,0.29,0.21,0.23,0.28,0.35,0.64,0.40,0.25,0.16,0.65,0.40,0.20,0.34,0.23,0.50,0.14,0.80,0.40,0.86,0.86,0.04,0.31,0.47,0.33,0.95,0.50,0.25,0.38,0.25,0.44,0.84,0.71,0.59,0.09,0.41,0.23,0.23,0.21,0.56,0.52,0.76,0.65,0.49,0.77,0.74,0.75,0.73,0.92,0.40,0.54,0.26,0.44,0.39,0.13,0.30,0.26,0.45,0.85,0.76,0.73,0.23,0.02,0.28,0.41,0.23,,
8.7. Due process of the law and rights of the accused,0.33,0.53,0.54,0.33,0.60,0.57,0.77,0.83,0.56,0.28,0.57,0.43,0.79,0.38,0.49,0.33,0.63,0.58,0.35,0.58,0.47,0.27,0.29,0.78,0.63,0.48,0.43,0.30,0.73,0.38,0.65,0.81,0.88,0.59,0.43,0.42,0.34,0.35,0.79,0.33,0.91,0.67,0.43,0.59,0.83,0.45,0.55,0.43,0.39,0.35,0.36,0.33,0.71,0.56,0.40,0.41,0.40,0.71,0.49,0.75,0.48,0.43,0.40,0.60,0.35,0.45,0.38,0.34,0.40,0.58,0.37,0.37,0.56,0.38,0.44,0.50,0.39,0.25,0.18,0.55,0.39,0.83,0.77,0.29,0.41,0.35,0.56,0.89,0.31,0.49,0.44,0.31,0.64,0.65,0.78,0.61,0.36,0.52,0.45,0.49,0.40,0.74,0.72,0.54,0.79,0.39,0.62,0.53,0.61,0.45,0.92,0.32,0.42,0.39,0.36,0.46,0.41,0.30,0.44,0.72,0.78,0.63,0.63,0.38,0.18,0.44,0.39,0.36,,
