Country Name,Indicator,data_col,higher_is_better,Pillar,Sub-Pillar,indicator_score,country_sub_pillar_score,country_sub_pillar_rank,country_pillar_score,country_pillar_rank,data_availability,country_pillar_availability,Data Source,Data Link,Year
Syrian Arab Republic (the),"Country, Industry, Skill Migration Data (Industry)",-1288.0,True,Infrastructure,Innovation Ecosystem,2.5991283622127166,2.447463439183397,130,2.5010562271616408,135,42.857142857142854,100.0,World Bank/LinkedIn: Digital Data For Development ,http://linkedin.com/workforce,2019
United Republic of Tanzania (the),"Country, Industry, Skill Migration Data (Industry)",-186.22000000000003,True,Infrastructure,Innovation Ecosystem,3.4072703404969413,2.511620548909365,118,2.3109228985332027,152,64.28571428571429,100.0,World Bank/LinkedIn: Digital Data For Development ,http://linkedin.com/workforce,2019
Thailand,"Country, Industry, Skill Migration Data (Industry)",-1131.33,True,Infrastructure,Innovation Ecosystem,2.6694100721380414,2.764898136209293,90,3.394796666797549,65,78.57142857142857,100.0,World Bank/LinkedIn: Digital Data For Development ,http://linkedin.com/workforce,2019
Trinidad and Tobago,"Country, Industry, Skill Migration Data (Industry)",-267.93,True,Infrastructure,Innovation Ecosystem,3.188321333838575,2.8288653615521895,80,3.4365659826180837,63,57.14285714285714,100.0,World Bank/LinkedIn: Digital Data For Development ,http://linkedin.com/workforce,2019
Tunisia,"Country, Industry, Skill Migration Data (Industry)",-8861.94,True,Infrastructure,Innovation Ecosystem,1.8232400127564465,2.7495302060112903,93,3.175692634893111,82,85.71428571428571,100.0,World Bank/LinkedIn: Digital Data For Development ,http://linkedin.com/workforce,2019
Turkey,"Country, Industry, Skill Migration Data (Industry)",-7094.599999999997,True,Infrastructure,Innovation Ecosystem,1.8706476768663147,2.920718242515502,68,3.469343490023102,60,100.0,100.0,World Bank/LinkedIn: Digital Data For Development ,http://linkedin.com/workforce,2019
Uganda,"Country, Industry, Skill Migration Data (Industry)",-333.88000000000005,True,Infrastructure,Innovation Ecosystem,3.0116026092134467,2.6213720138995837,104,2.441210274602091,141,71.42857142857143,100.0,World Bank/LinkedIn: Digital Data For Development ,http://linkedin.com/workforce,2019
Ukraine,"Country, Industry, Skill Migration Data (Industry)",-4900.900000000001,True,Infrastructure,Innovation Ecosystem,1.9294921509108207,2.8450607884425705,75,3.2619959082194567,72,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,http://linkedin.com/workforce,2019
United Arab Emirates (the),"Country, Industry, Skill Migration Data (Industry)",18635.00999999999,True,Infrastructure,Innovation Ecosystem,5.802427456941915,3.40559759088769,44,4.240026077216935,30,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,http://linkedin.com/workforce,2019
United Kingdom of Great Britain and Northern Ireland (the),"Country, Industry, Skill Migration Data (Industry)",2810.5299999999984,True,Infrastructure,Innovation Ecosystem,5.009366198359533,4.0570632155544155,17,4.512608157415462,15,100.0,100.0,World Bank/LinkedIn: Digital Data For Development ,http://linkedin.com/workforce,2019
United States of America (the),"Country, Industry, Skill Migration Data (Industry)",1188.4300000000003,True,Infrastructure,Innovation Ecosystem,4.445721026016343,4.3546505050262265,10,4.665854725762452,10,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,http://linkedin.com/workforce,2019
Uruguay,"Country, Industry, Skill Migration Data (Industry)",-417.4299999999999,True,Infrastructure,Innovation Ecosystem,2.9896635521641413,2.7540885627506397,91,3.388931100875329,66,78.57142857142857,100.0,World Bank/LinkedIn: Digital Data For Development ,http://linkedin.com/workforce,2019
Uzbekistan,"Country, Industry, Skill Migration Data (Industry)",-109.31,True,Infrastructure,Innovation Ecosystem,3.61335733232285,2.5517661686681214,114,2.7592784183434884,108,50.0,100.0,World Bank/LinkedIn: Digital Data For Development ,http://linkedin.com/workforce,2019
Venezuela (Bolivarian Republic of),"Country, Industry, Skill Migration Data (Industry)",-39552.01999999999,True,Infrastructure,Innovation Ecosystem,1.0000000000000002,1.460673903817991,175,2.1193756523901675,170,35.714285714285715,100.0,World Bank/LinkedIn: Digital Data For Development ,http://linkedin.com/workforce,2019
Viet Nam,"Country, Industry, Skill Migration Data (Industry)",-2645.19,True,Infrastructure,Innovation Ecosystem,1.9900000000000002,2.5781060305202192,111,3.109955750101265,85,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,http://linkedin.com/workforce,2019
Yemen,"Country, Industry, Skill Migration Data (Industry)",160.41,True,Infrastructure,Innovation Ecosystem,4.0495237020052395,2.7481064912716064,94,2.17931234279739,165,57.14285714285714,100.0,World Bank/LinkedIn: Digital Data For Development ,http://linkedin.com/workforce,2019
Zambia,"Country, Industry, Skill Migration Data (Industry)",494.78,True,Infrastructure,Innovation Ecosystem,4.178389384802843,2.7713206341970706,88,2.4533372218830047,140,64.28571428571429,100.0,World Bank/LinkedIn: Digital Data For Development ,http://linkedin.com/workforce,2019
Zimbabwe,"Country, Industry, Skill Migration Data (Industry)",-1701.3700000000003,True,Infrastructure,Innovation Ecosystem,2.4136917730007976,2.4063501038518744,133,2.271262327152877,155,64.28571428571429,100.0,World Bank/LinkedIn: Digital Data For Development ,http://linkedin.com/workforce,2019
Afghanistan,"Country, Industry, Skill Migration Data (Skill)",-35926.599999999984,True,Infrastructure,Innovation Ecosystem,4.214957379532008,3.2161670887778557,51,2.4604526499479915,139,28.57142857142857,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Albania,"Country, Industry, Skill Migration Data (Skill)",-20747.41,True,Infrastructure,Innovation Ecosystem,4.442424779888421,2.1955701508615415,149,2.9760302156267855,94,78.57142857142857,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Algeria,"Country, Industry, Skill Migration Data (Skill)",-26729.529999999995,True,Infrastructure,Innovation Ecosystem,4.352779859110692,2.221554144498062,145,2.5074228734151833,134,71.42857142857143,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Angola,"Country, Industry, Skill Migration Data (Skill)",4332.130000000001,True,Infrastructure,Innovation Ecosystem,4.818253645983035,2.9396206761764634,67,2.4339057852804085,142,42.857142857142854,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Argentina,"Country, Industry, Skill Migration Data (Skill)",-16970.64,True,Infrastructure,Innovation Ecosystem,4.4990214792936,2.503544479412092,122,3.0776726614315493,88,78.57142857142857,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Armenia,"Country, Industry, Skill Migration Data (Skill)",-6930.400000000001,True,Infrastructure,Innovation Ecosystem,4.649479263388436,2.9758967187623413,61,3.3263509129065847,69,85.71428571428571,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Australia,"Country, Industry, Skill Migration Data (Skill)",22060.9,True,Infrastructure,Innovation Ecosystem,5.083927718408296,3.7650279292929576,30,4.3467409942498385,21,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Austria,"Country, Industry, Skill Migration Data (Skill)",31195.640000000003,True,Infrastructure,Innovation Ecosystem,5.220816153214879,4.003395623462628,20,4.441968210350496,16,100.0,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Azerbaijan,"Country, Industry, Skill Migration Data (Skill)",-16691.039999999997,True,Infrastructure,Innovation Ecosystem,4.503211418621039,2.5411804695102846,115,3.1461812935482953,83,71.42857142857143,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Bahamas (the),"Country, Industry, Skill Migration Data (Skill)",166.32000000000045,True,Infrastructure,Innovation Ecosystem,4.755826996663885,2.775883445913667,86,3.219737972821492,75,50.0,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Bahrain,"Country, Industry, Skill Migration Data (Skill)",-11606.659999999983,True,Infrastructure,Innovation Ecosystem,4.579403277410878,2.840880477763301,77,3.8143928056838736,49,64.28571428571429,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Bangladesh,"Country, Industry, Skill Migration Data (Skill)",-17647.739999999994,True,Infrastructure,Innovation Ecosystem,4.488874812918034,2.113940597970132,152,2.4308874863558545,143,78.57142857142857,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Belarus,"Country, Industry, Skill Migration Data (Skill)",-8194.620000000003,True,Infrastructure,Innovation Ecosystem,4.630534323844324,2.9427492708123597,66,3.4465120212432776,62,64.28571428571429,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Belgium,"Country, Industry, Skill Migration Data (Skill)",11944.510000000004,True,Infrastructure,Innovation Ecosystem,4.932328790251284,3.7395525646361465,31,4.294276152593145,25,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Benin,"Country, Industry, Skill Migration Data (Skill)",-4489.75,True,Infrastructure,Innovation Ecosystem,4.686053567463942,2.506934870262933,120,2.4033003812321887,147,57.14285714285714,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Bolivia (Plurinational State of),"Country, Industry, Skill Migration Data (Skill)",-5718.429999999999,True,Infrastructure,Innovation Ecosystem,4.667641211767101,2.3961604217261,134,2.573160379999786,127,50.0,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Bosnia and Herzegovina,"Country, Industry, Skill Migration Data (Skill)",-11555.74,True,Infrastructure,Innovation Ecosystem,4.580166337892112,2.857122720412025,73,3.2316070638859413,74,85.71428571428571,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Botswana,"Country, Industry, Skill Migration Data (Skill)",-596.3200000000002,True,Infrastructure,Innovation Ecosystem,4.744398472598515,2.9493588793629675,64,2.8306032090300226,102,57.14285714285714,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Brazil,"Country, Industry, Skill Migration Data (Skill)",-20194.65000000001,True,Infrastructure,Innovation Ecosystem,4.450708152072379,2.862772202492967,72,3.180485552498047,81,78.57142857142857,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Bulgaria,"Country, Industry, Skill Migration Data (Skill)",-85.05000000000038,True,Infrastructure,Innovation Ecosystem,4.7520600973479405,2.8913684728274105,69,3.572362599865106,54,100.0,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Burkina Faso,"Country, Industry, Skill Migration Data (Skill)",-2268.12,True,Infrastructure,Innovation Ecosystem,4.719345752399621,2.766185703889164,89,2.3682634660161237,148,50.0,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Cambodia,"Country, Industry, Skill Migration Data (Skill)",-2419.999999999999,True,Infrastructure,Innovation Ecosystem,4.717069758175547,2.6231909324951506,103,2.6319637276495262,122,64.28571428571429,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Cameroon,"Country, Industry, Skill Migration Data (Skill)",-15613.67,True,Infrastructure,Innovation Ecosystem,4.519356321815608,2.2282064257973646,142,2.1852420381564674,163,78.57142857142857,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Canada,"Country, Industry, Skill Migration Data (Skill)",29604.179999999986,True,Infrastructure,Innovation Ecosystem,5.196967366226165,4.104345927398974,16,4.3682749640130805,20,85.71428571428571,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Chile,"Country, Industry, Skill Migration Data (Skill)",20418.020000000004,True,Infrastructure,Innovation Ecosystem,5.059308378199922,3.5022719405845475,41,3.874603097652355,48,78.57142857142857,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
China,"Country, Industry, Skill Migration Data (Skill)",-5624.7,True,Infrastructure,Innovation Ecosystem,4.669045800512311,3.5557761294151216,40,3.941770911537387,42,85.71428571428571,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Colombia,"Country, Industry, Skill Migration Data (Skill)",-11028.139999999998,True,Infrastructure,Innovation Ecosystem,4.588072675478508,2.6126598921031428,106,2.9693045606531574,95,78.57142857142857,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Democratic Republic of the Congo (the),"Country, Industry, Skill Migration Data (Skill)",1324.6100000000006,True,Infrastructure,Innovation Ecosystem,4.773184524645209,3.6338645738340722,36,2.61930385532812,124,35.714285714285715,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Costa Rica,"Country, Industry, Skill Migration Data (Skill)",-4383.429999999999,True,Infrastructure,Innovation Ecosystem,4.6876468233627016,2.961208258378415,63,3.218452586614308,76,71.42857142857143,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Côte d'Ivoire,"Country, Industry, Skill Migration Data (Skill)",900.4100000000002,True,Infrastructure,Innovation Ecosystem,4.766827685365169,2.4594205929876978,126,2.488217308007585,136,50.0,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Croatia,"Country, Industry, Skill Migration Data (Skill)",-9675.330000000007,True,Infrastructure,Innovation Ecosystem,4.608345178416817,3.32683250797793,46,3.8820627324527814,46,85.71428571428571,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Cuba,"Country, Industry, Skill Migration Data (Skill)",-31222.05,True,Infrastructure,Innovation Ecosystem,4.28545730464967,2.793168867932886,84,2.7228914108564037,111,28.57142857142857,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Cyprus,"Country, Industry, Skill Migration Data (Skill)",23912.86,True,Infrastructure,Innovation Ecosystem,5.1116802221166004,4.016495690880601,19,4.289572048380803,26,100.0,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Czechia,"Country, Industry, Skill Migration Data (Skill)",9272.669999999996,True,Infrastructure,Innovation Ecosystem,4.892289993782679,3.669301680725801,34,4.1733366006473,33,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Denmark,"Country, Industry, Skill Migration Data (Skill)",6615.780000000001,True,Infrastructure,Innovation Ecosystem,4.852475230192992,4.2252727599495294,13,4.672965325276694,9,100.0,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Dominican Republic (the),"Country, Industry, Skill Migration Data (Skill)",-11097.62,True,Infrastructure,Innovation Ecosystem,4.587031484546926,2.2178446562342446,147,2.78130616513562,105,85.71428571428571,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Ecuador,"Country, Industry, Skill Migration Data (Skill)",-3317.800000000001,True,Infrastructure,Innovation Ecosystem,4.7036157970590455,2.6572111351039176,102,2.921312831519826,97,71.42857142857143,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Egypt,"Country, Industry, Skill Migration Data (Skill)",-17678.580000000005,True,Infrastructure,Innovation Ecosystem,4.48841266081196,2.305723302517909,139,2.767908983754512,107,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
El Salvador,"Country, Industry, Skill Migration Data (Skill)",-4633.080000000001,True,Infrastructure,Innovation Ecosystem,4.68390569906694,2.227104610271932,143,2.5203825529592176,132,71.42857142857143,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Estonia,"Country, Industry, Skill Migration Data (Skill)",21077.24,True,Infrastructure,Innovation Ecosystem,5.069187104249398,3.863462890260298,27,4.388233354287055,19,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Ethiopia,"Country, Industry, Skill Migration Data (Skill)",-3770.000000000002,True,Infrastructure,Innovation Ecosystem,4.696839364427187,2.5069434396998087,119,2.3067255791809664,154,64.28571428571429,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Fiji,"Country, Industry, Skill Migration Data (Skill)",-5304.15,True,Infrastructure,Innovation Ecosystem,4.673849395116783,3.0804820704720313,53,3.1883109391865867,79,35.714285714285715,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Finland,"Country, Industry, Skill Migration Data (Skill)",8793.300000000001,True,Infrastructure,Innovation Ecosystem,4.885106405744789,4.395609385479764,7,4.812701214493982,5,100.0,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
France,"Country, Industry, Skill Migration Data (Skill)",11087.110000000004,True,Infrastructure,Innovation Ecosystem,4.9194802423995485,3.956184036189692,22,4.327407388946764,22,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Gabon,"Country, Industry, Skill Migration Data (Skill)",7497.360000000001,True,Infrastructure,Innovation Ecosystem,4.865686126874976,3.870824501386884,26,3.2144054313504458,77,28.57142857142857,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Georgia,"Country, Industry, Skill Migration Data (Skill)",37684.490000000005,True,Infrastructure,Innovation Ecosystem,5.318054664677132,3.0875914937584437,52,3.3858421679289714,67,85.71428571428571,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Germany,"Country, Industry, Skill Migration Data (Skill)",53410.95,True,Infrastructure,Innovation Ecosystem,5.553723166949594,4.258096115637214,12,4.528515042886033,14,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Ghana,"Country, Industry, Skill Migration Data (Skill)",-12742.460000000005,True,Infrastructure,Innovation Ecosystem,4.562382772803924,2.519114982818685,117,2.595877464948969,125,57.14285714285714,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Greece,"Country, Industry, Skill Migration Data (Skill)",-12400.62,True,Infrastructure,Innovation Ecosystem,4.567505408210546,2.8371490684065184,78,3.641659627133932,52,100.0,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Guatemala,"Country, Industry, Skill Migration Data (Skill)",-4630.0,True,Infrastructure,Innovation Ecosystem,4.68395185433564,2.2251021277163527,144,2.5614521746572425,131,71.42857142857143,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Haiti,"Country, Industry, Skill Migration Data (Skill)",-14901.4,True,Infrastructure,Innovation Ecosystem,4.530030027412011,2.606851493038519,107,2.1903803069045,162,35.714285714285715,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Honduras,"Country, Industry, Skill Migration Data (Skill)",-4928.88,True,Infrastructure,Innovation Ecosystem,4.679472995014522,2.443943809950224,131,2.3650078652705693,149,64.28571428571429,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Hungary,"Country, Industry, Skill Migration Data (Skill)",-4935.910000000003,True,Infrastructure,Innovation Ecosystem,4.679367647112262,2.8043490558773287,83,3.602282014436573,53,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Iceland,"Country, Industry, Skill Migration Data (Skill)",-53.5299999999998,True,Infrastructure,Innovation Ecosystem,4.752532439578273,3.8602383518039933,28,4.288877486599496,27,85.71428571428571,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
India,"Country, Industry, Skill Migration Data (Skill)",-35723.239999999976,True,Infrastructure,Innovation Ecosystem,4.2180048261043535,2.3581214100736005,135,2.6731399318963183,116,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Indonesia,"Country, Industry, Skill Migration Data (Skill)",2420.5800000000004,True,Infrastructure,Innovation Ecosystem,4.789608157709201,2.5904228327295415,110,2.793618151442336,104,78.57142857142857,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Iran (Islamic Republic of),"Country, Industry, Skill Migration Data (Skill)",-49060.03999999999,True,Infrastructure,Innovation Ecosystem,4.018146518442784,2.830913740984657,79,3.139037203465609,84,78.57142857142857,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Iraq,"Country, Industry, Skill Migration Data (Skill)",655.1999999999996,True,Infrastructure,Innovation Ecosystem,4.763153096586624,3.4712418197523824,42,3.2094347370068337,78,35.714285714285715,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Ireland,"Country, Industry, Skill Migration Data (Skill)",27404.75,True,Infrastructure,Innovation Ecosystem,5.16400785887657,3.7248350403638524,32,4.2187536767873315,31,100.0,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Israel,"Country, Industry, Skill Migration Data (Skill)",4005.529999999999,True,Infrastructure,Innovation Ecosystem,4.813359389243617,3.901201670803265,24,4.147957854131135,35,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Italy,"Country, Industry, Skill Migration Data (Skill)",-7370.53,True,Infrastructure,Innovation Ecosystem,4.642883705462165,3.419700050791156,43,4.142492888214145,36,100.0,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Jamaica,"Country, Industry, Skill Migration Data (Skill)",-15324.369999999995,True,Infrastructure,Innovation Ecosystem,4.523691620268497,2.4709054591921573,125,2.87153227775255,98,57.14285714285714,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Japan,"Country, Industry, Skill Migration Data (Skill)",31616.63,True,Infrastructure,Innovation Ecosystem,5.227124889114228,4.309276291017684,11,4.577174517315105,12,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Jordan,"Country, Industry, Skill Migration Data (Skill)",-22853.88999999998,True,Infrastructure,Innovation Ecosystem,4.410858172612093,2.8491479725911315,74,3.1809659703533146,80,71.42857142857143,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Kazakhstan,"Country, Industry, Skill Migration Data (Skill)",-13787.110000000011,True,Infrastructure,Innovation Ecosystem,4.546728194411907,2.3549372170526834,136,3.0443349001171702,91,85.71428571428571,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Kenya,"Country, Industry, Skill Migration Data (Skill)",-1687.0599999999995,True,Infrastructure,Innovation Ecosystem,4.728053213578452,2.8233324349778965,81,2.681596124247678,115,78.57142857142857,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Republic of Korea (the),"Country, Industry, Skill Migration Data (Skill)",-2918.850000000002,True,Infrastructure,Innovation Ecosystem,4.709594253048607,4.365968229782133,9,4.794090005677122,6,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Kuwait,"Country, Industry, Skill Migration Data (Skill)",19931.88,True,Infrastructure,Innovation Ecosystem,5.052023338483753,3.0649836171493345,56,3.9575781008564084,41,71.42857142857143,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Latvia,"Country, Industry, Skill Migration Data (Skill)",1100.4899999999998,True,Infrastructure,Innovation Ecosystem,4.769825979573445,3.0720094748969404,54,3.721096946897595,50,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Lebanon,"Country, Industry, Skill Migration Data (Skill)",-41796.52999999999,True,Infrastructure,Innovation Ecosystem,4.12699367940215,2.5555241426816946,113,2.993520285280634,93,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Libya,"Country, Industry, Skill Migration Data (Skill)",1147.4400000000005,True,Infrastructure,Innovation Ecosystem,4.770529547711582,3.239192567090671,50,2.689656538561297,114,35.714285714285715,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Lithuania,"Country, Industry, Skill Migration Data (Skill)",4821.679999999999,True,Infrastructure,Innovation Ecosystem,4.825589786175264,3.6245795244545116,38,4.090408597478155,37,100.0,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Luxembourg,"Country, Industry, Skill Migration Data (Skill)",82524.26,True,Infrastructure,Innovation Ecosystem,5.99,4.3932342399418705,8,4.569074202692052,13,100.0,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
North Macedonia,"Country, Industry, Skill Migration Data (Skill)",-10149.2,True,Infrastructure,Innovation Ecosystem,4.601244010501606,2.864321835153356,71,3.4938328060211257,59,78.57142857142857,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Madagascar,"Country, Industry, Skill Migration Data (Skill)",-4166.42,True,Infrastructure,Innovation Ecosystem,4.690898821694058,2.331044459562739,138,2.1245683045485,168,64.28571428571429,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Malawi,"Country, Industry, Skill Migration Data (Skill)",-190.9099999999999,True,Infrastructure,Innovation Ecosystem,4.750473734768532,3.383093530196287,45,2.645070192098998,118,50.0,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Malaysia,"Country, Industry, Skill Migration Data (Skill)",-12629.569999999996,True,Infrastructure,Innovation Ecosystem,4.5640744832855935,2.6996333266585615,98,3.3531056057404234,68,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Mali,"Country, Industry, Skill Migration Data (Skill)",-113.49000000000086,True,Infrastructure,Innovation Ecosystem,4.751633910386309,2.7183585653480278,96,2.561527430811174,130,57.14285714285714,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Malta,"Country, Industry, Skill Migration Data (Skill)",18996.79,True,Infrastructure,Innovation Ecosystem,5.0380105689354915,3.2955334464843995,48,3.9818405875885907,40,92.85714285714286,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Mauritius,"Country, Industry, Skill Migration Data (Skill)",-3203.82,True,Infrastructure,Innovation Ecosystem,4.705323841710481,2.7908400963321762,85,3.257417868505586,73,71.42857142857143,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Mexico,"Country, Industry, Skill Migration Data (Skill)",-10999.810000000003,True,Infrastructure,Innovation Ecosystem,4.5884972140376865,2.5777209851629355,112,3.050097703521807,90,78.57142857142857,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Republic of Moldova (the),"Country, Industry, Skill Migration Data (Skill)",-19651.47,True,Infrastructure,Innovation Ecosystem,4.458847963388108,2.814027309808877,82,3.4225154276064886,64,85.71428571428571,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Mongolia,"Country, Industry, Skill Migration Data (Skill)",-3344.38,True,Infrastructure,Innovation Ecosystem,4.703217483084355,2.666246183684204,99,2.867067875088696,99,71.42857142857143,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
Morocco,"Country, Industry, Skill Migration Data (Skill)",-44731.02000000001,True,Infrastructure,Innovation Ecosystem,4.083018947438726,2.490685536141221,123,3.05589672179019,89,85.71428571428571,100.0,World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,2019
