Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Pillar,Sub-Pillar,UN Member States
Germany,2019,"Country, Industry, Skill Migration Data (Country)",44.32999999999999,5.128593284792029,True,Infrastructure,Innovation Ecosystem,x
Ghana,2019,"Country, Industry, Skill Migration Data (Country)",-13.18,2.6229927377132243,True,Infrastructure,Innovation Ecosystem,x
Greece,2019,"Country, Industry, Skill Migration Data (Country)",-23.62,1.9634764364105877,True,Infrastructure,Innovation Ecosystem,x
Guatemala,2019,"Country, Industry, Skill Migration Data (Country)",-5.14,3.3491304347826087,True,Infrastructure,Innovation Ecosystem,x
Haiti,2019,"Country, Industry, Skill Migration Data (Country)",-27.6,1.9281471917366044,True,Infrastructure,Innovation Ecosystem,x
Honduras,2019,"Country, Industry, Skill Migration Data (Country)",-7.52,3.1214782608695653,True,Infrastructure,Innovation Ecosystem,x
Hungary,2019,"Country, Industry, Skill Migration Data (Country)",-15.28,2.447431177166019,True,Infrastructure,Innovation Ecosystem,x
Iceland,2019,"Country, Industry, Skill Migration Data (Country)",-20.41,2.0185593649721327,True,Infrastructure,Innovation Ecosystem,x
India,2019,"Country, Industry, Skill Migration Data (Country)",-30.35,1.9037362814719172,True,Infrastructure,Innovation Ecosystem,x
Indonesia,2019,"Country, Industry, Skill Migration Data (Country)",2.44,4.053343130051433,True,Infrastructure,Innovation Ecosystem,x
Iran (Islamic Republic of),2019,"Country, Industry, Skill Migration Data (Country)",-31.730000000000004,1.8914864428663651,True,Infrastructure,Innovation Ecosystem,x
Iraq,2019,"Country, Industry, Skill Migration Data (Country)",9.86,4.503122703894196,True,Infrastructure,Innovation Ecosystem,x
Ireland,2019,"Country, Industry, Skill Migration Data (Country)",56.89000000000003,5.189684579783628,True,Infrastructure,Innovation Ecosystem,x
Israel,2019,"Country, Industry, Skill Migration Data (Country)",1.0400000000000005,3.9402608695652175,True,Infrastructure,Innovation Ecosystem,x
Italy,2019,"Country, Industry, Skill Migration Data (Country)",-5.66,3.299391304347826,True,Infrastructure,Innovation Ecosystem,x
Jamaica,2019,"Country, Industry, Skill Migration Data (Country)",-35.33,1.85953034215623,True,Infrastructure,Innovation Ecosystem,x
Japan,2019,"Country, Industry, Skill Migration Data (Country)",24.700000000000006,5.033113816584618,True,Infrastructure,Innovation Ecosystem,x
Jordan,2019,"Country, Industry, Skill Migration Data (Country)",-29.81,1.9085296965784375,True,Infrastructure,Innovation Ecosystem,x
Kazakhstan,2019,"Country, Industry, Skill Migration Data (Country)",-6.83,3.187478260869565,True,Infrastructure,Innovation Ecosystem,x
Kenya,2019,"Country, Industry, Skill Migration Data (Country)",9.68,4.492211609110948,True,Infrastructure,Innovation Ecosystem,x
Republic of Korea (the),2019,"Country, Industry, Skill Migration Data (Country)",3.750000000000001,4.13275165319618,True,Infrastructure,Innovation Ecosystem,x
Kuwait,2019,"Country, Industry, Skill Migration Data (Country)",50.24,5.157339268343012,True,Infrastructure,Innovation Ecosystem,x
Latvia,2019,"Country, Industry, Skill Migration Data (Country)",-8.899999999999999,2.980803918257052,True,Infrastructure,Innovation Ecosystem,x
Lebanon,2019,"Country, Industry, Skill Migration Data (Country)",-56.21000000000001,1.6741849580374435,True,Infrastructure,Innovation Ecosystem,x
Libya,2019,"Country, Industry, Skill Migration Data (Country)",10.94,4.568589272593681,True,Infrastructure,Innovation Ecosystem,x
Lithuania,2019,"Country, Industry, Skill Migration Data (Country)",7.160000000000001,4.339456282145481,True,Infrastructure,Innovation Ecosystem,x
Luxembourg,2019,"Country, Industry, Skill Migration Data (Country)",221.43,5.99,True,Infrastructure,Innovation Ecosystem,x
North Macedonia,2019,"Country, Industry, Skill Migration Data (Country)",-24.03,1.9598369916074887,True,Infrastructure,Innovation Ecosystem,x
Madagascar,2019,"Country, Industry, Skill Migration Data (Country)",-18.16,2.2066610369869952,True,Infrastructure,Innovation Ecosystem,x
Malawi,2019,"Country, Industry, Skill Migration Data (Country)",9.49,4.480694342395298,True,Infrastructure,Innovation Ecosystem,x
Malaysia,2019,"Country, Industry, Skill Migration Data (Country)",-8.95,2.9766238811011654,True,Infrastructure,Innovation Ecosystem,x
Mali,2019,"Country, Industry, Skill Migration Data (Country)",1.64,4.004849375459221,True,Infrastructure,Innovation Ecosystem,x
Malta,2019,"Country, Industry, Skill Migration Data (Country)",25.51,5.037053621436783,True,Infrastructure,Innovation Ecosystem,x
Mauritius,2019,"Country, Industry, Skill Migration Data (Country)",-13.94,2.5594561729437597,True,Infrastructure,Innovation Ecosystem,x
Mexico,2019,"Country, Industry, Skill Migration Data (Country)",-4.590000000000001,3.4017391304347826,True,Infrastructure,Innovation Ecosystem,x
Republic of Moldova (the),2019,"Country, Industry, Skill Migration Data (Country)",-43.580000000000005,1.7862976113621691,True,Infrastructure,Innovation Ecosystem,x
Mongolia,2019,"Country, Industry, Skill Migration Data (Country)",0.2199999999999997,3.8618260869565217,True,Infrastructure,Innovation Ecosystem,x
Morocco,2019,"Country, Industry, Skill Migration Data (Country)",-47.73999999999998,1.7493705616526791,True,Infrastructure,Innovation Ecosystem,x
Mozambique,2019,"Country, Industry, Skill Migration Data (Country)",7.950000000000001,4.38734386480529,True,Infrastructure,Innovation Ecosystem,x
Myanmar,2019,"Country, Industry, Skill Migration Data (Country)",21.32,5.016673643250892,True,Infrastructure,Innovation Ecosystem,x
Namibia,2019,"Country, Industry, Skill Migration Data (Country)",2.69,4.068497428361499,True,Infrastructure,Innovation Ecosystem,x
Nepal,2019,"Country, Industry, Skill Migration Data (Country)",-29.97,1.907109425435765,True,Infrastructure,Innovation Ecosystem,x
Netherlands (the),2019,"Country, Industry, Skill Migration Data (Country)",20.719999999999995,5.0137552692863245,True,Infrastructure,Innovation Ecosystem,x
New Zealand,2019,"Country, Industry, Skill Migration Data (Country)",35.830000000000005,5.087249653627333,True,Infrastructure,Innovation Ecosystem,x
Nicaragua,2019,"Country, Industry, Skill Migration Data (Country)",-30.28,1.9043576500968369,True,Infrastructure,Innovation Ecosystem,x
Nigeria,2019,"Country, Industry, Skill Migration Data (Country)",-26.85,1.934804712717883,True,Infrastructure,Innovation Ecosystem,x
Norway,2019,"Country, Industry, Skill Migration Data (Country)",10.260000000000003,4.527369581190301,True,Infrastructure,Innovation Ecosystem,x
Oman,2019,"Country, Industry, Skill Migration Data (Country)",-8.51,3.026782608695652,True,Infrastructure,Innovation Ecosystem,x
Pakistan,2019,"Country, Industry, Skill Migration Data (Country)",-23.21,1.9671158812136864,True,Infrastructure,Innovation Ecosystem,x
Panama,2019,"Country, Industry, Skill Migration Data (Country)",2.2099999999999973,4.039401175606172,True,Infrastructure,Innovation Ecosystem,x
Papua New Guinea,2019,"Country, Industry, Skill Migration Data (Country)",20.520000000000003,5.0127824779648025,True,Infrastructure,Innovation Ecosystem,x
Paraguay,2019,"Country, Industry, Skill Migration Data (Country)",-3.649999999999999,3.491652173913044,True,Infrastructure,Innovation Ecosystem,x
Peru,2019,"Country, Industry, Skill Migration Data (Country)",-1.589999999999998,3.688695652173913,True,Infrastructure,Innovation Ecosystem,x
Philippines (the),2019,"Country, Industry, Skill Migration Data (Country)",-19.46,2.097980070933964,True,Infrastructure,Innovation Ecosystem,x
Poland,2019,"Country, Industry, Skill Migration Data (Country)",1.4699999999999993,3.9813913043478255,True,Infrastructure,Innovation Ecosystem,x
Portugal,2019,"Country, Industry, Skill Migration Data (Country)",40.95000000000002,5.112153111458302,True,Infrastructure,Innovation Ecosystem,x
Qatar,2019,"Country, Industry, Skill Migration Data (Country)",68.26999999999998,5.245036405978245,True,Infrastructure,Innovation Ecosystem,x
Romania,2019,"Country, Industry, Skill Migration Data (Country)",-21.52,1.9821174951581664,True,Infrastructure,Innovation Ecosystem,x
Rwanda,2019,"Country, Industry, Skill Migration Data (Country)",6.87,4.3218772961058045,True,Infrastructure,Innovation Ecosystem,x
Saudi Arabia,2019,"Country, Industry, Skill Migration Data (Country)",3.700000000000001,4.129720793534166,True,Infrastructure,Innovation Ecosystem,x
Senegal,2019,"Country, Industry, Skill Migration Data (Country)",-8.540000000000001,3.023913043478261,True,Infrastructure,Innovation Ecosystem,x
Serbia,2019,"Country, Industry, Skill Migration Data (Country)",-30.059999999999995,1.9063105229180115,True,Infrastructure,Innovation Ecosystem,x
Singapore,2019,"Country, Industry, Skill Migration Data (Country)",46.18000000000002,5.137591604516111,True,Infrastructure,Innovation Ecosystem,x
Slovakia,2019,"Country, Industry, Skill Migration Data (Country)",-3.780000000000001,3.479217391304348,True,Infrastructure,Innovation Ecosystem,x
Slovenia,2019,"Country, Industry, Skill Migration Data (Country)",-6.259999999999998,3.242,True,Infrastructure,Innovation Ecosystem,x
South Africa,2019,"Country, Industry, Skill Migration Data (Country)",-13.489999999999998,2.597076507346732,True,Infrastructure,Innovation Ecosystem,x
Spain,2019,"Country, Industry, Skill Migration Data (Country)",23.43,5.026936591692952,True,Infrastructure,Innovation Ecosystem,x
Sri Lanka,2019,"Country, Industry, Skill Migration Data (Country)",-31.16,1.8965461588121368,True,Infrastructure,Innovation Ecosystem,x
Sudan (the),2019,"Country, Industry, Skill Migration Data (Country)",-3.18,3.536608695652174,True,Infrastructure,Innovation Ecosystem,x
Sweden,2019,"Country, Industry, Skill Migration Data (Country)",28.47,5.051450932995313,True,Infrastructure,Innovation Ecosystem,x
Switzerland,2019,"Country, Industry, Skill Migration Data (Country)",56.34999999999997,5.187058043215518,True,Infrastructure,Innovation Ecosystem,x
Syrian Arab Republic (the),2019,"Country, Industry, Skill Migration Data (Country)",-19.73,2.0754078702921803,True,Infrastructure,Innovation Ecosystem,x
United Republic of Tanzania (the),2019,"Country, Industry, Skill Migration Data (Country)",-0.8400000000000001,3.760434782608696,True,Infrastructure,Innovation Ecosystem,x
Thailand,2019,"Country, Industry, Skill Migration Data (Country)",-3.8,3.4773043478260868,True,Infrastructure,Innovation Ecosystem,x
Togo,2019,"Country, Industry, Skill Migration Data (Country)",-17.84,2.2334132747846644,True,Infrastructure,Innovation Ecosystem,x
Trinidad and Tobago,2019,"Country, Industry, Skill Migration Data (Country)",-13.81,2.5703242695490625,True,Infrastructure,Innovation Ecosystem,x
Tunisia,2019,"Country, Industry, Skill Migration Data (Country)",-77.31999999999998,1.486797934151065,True,Infrastructure,Innovation Ecosystem,x
Turkey,2019,"Country, Industry, Skill Migration Data (Country)",-19.01,2.135600405336936,True,Infrastructure,Innovation Ecosystem,x
Uganda,2019,"Country, Industry, Skill Migration Data (Country)",0.7799999999999998,3.915391304347826,True,Infrastructure,Innovation Ecosystem,x
Ukraine,2019,"Country, Industry, Skill Migration Data (Country)",-25.92,1.9430600387346677,True,Infrastructure,Innovation Ecosystem,x
United Arab Emirates (the),2019,"Country, Industry, Skill Migration Data (Country)",72.07999999999998,5.263568080653244,True,Infrastructure,Innovation Ecosystem,x
United Kingdom of Great Britain and Northern Ireland (the),2019,"Country, Industry, Skill Migration Data (Country)",13.72,4.737105069801617,True,Infrastructure,Innovation Ecosystem,x
United States of America (the),2019,"Country, Industry, Skill Migration Data (Country)",2.5000000000000004,4.056980161645849,True,Infrastructure,Innovation Ecosystem,x
Uruguay,2019,"Country, Industry, Skill Migration Data (Country)",-4.570000000000001,3.403652173913043,True,Infrastructure,Innovation Ecosystem,x
Uzbekistan,2019,"Country, Industry, Skill Migration Data (Country)",1.5899999999999994,4.001818515797208,True,Infrastructure,Innovation Ecosystem,x
Venezuela (Bolivarian Republic of),2019,"Country, Industry, Skill Migration Data (Country)",-132.16,1.0,True,Infrastructure,Innovation Ecosystem,x
Viet Nam,2019,"Country, Industry, Skill Migration Data (Country)",-7.939999999999999,3.081304347826087,True,Infrastructure,Innovation Ecosystem,x
Yemen,2019,"Country, Industry, Skill Migration Data (Country)",2.89,4.080620867009552,True,Infrastructure,Innovation Ecosystem,x
Zambia,2019,"Country, Industry, Skill Migration Data (Country)",27.050000000000004,5.0445441146125045,True,Infrastructure,Innovation Ecosystem,x
Zimbabwe,2019,"Country, Industry, Skill Migration Data (Country)",-23.980000000000004,1.960280826339574,True,Infrastructure,Innovation Ecosystem,x
Afghanistan,2019,"Country, Industry, Skill Migration Data (Industry)",-1369.0,2.575725018683783,True,Infrastructure,Innovation Ecosystem,x
Albania,2019,"Country, Industry, Skill Migration Data (Industry)",-2188.08,2.219243196905086,True,Infrastructure,Innovation Ecosystem,x
Algeria,2019,"Country, Industry, Skill Migration Data (Industry)",-3243.7800000000007,1.9751755918783924,True,Infrastructure,Innovation Ecosystem,x
Angola,2019,"Country, Industry, Skill Migration Data (Industry)",544.66,4.202195956535367,True,Infrastructure,Innovation Ecosystem,x
Argentina,2019,"Country, Industry, Skill Migration Data (Industry)",-4122.869999999999,1.9515647776096652,True,Infrastructure,Innovation Ecosystem,x
Armenia,2019,"Country, Industry, Skill Migration Data (Industry)",-308.22,3.241896251559233,True,Infrastructure,Innovation Ecosystem,x
Australia,2019,"Country, Industry, Skill Migration Data (Industry)",13732.49,5.558224996095332,True,Infrastructure,Innovation Ecosystem,x
Austria,2019,"Country, Industry, Skill Migration Data (Industry)",7143.279999999999,5.229137196338853,True,Infrastructure,Innovation Ecosystem,x
Azerbaijan,2019,"Country, Industry, Skill Migration Data (Industry)",-1030.96,2.722847540334989,True,Infrastructure,Innovation Ecosystem,x
Bahamas (the),2019,"Country, Industry, Skill Migration Data (Industry)",-202.83,3.475974352301383,True,Infrastructure,Innovation Ecosystem,x
Bahrain,2019,"Country, Industry, Skill Migration Data (Industry)",-416.68,3.0009994795078656,True,Infrastructure,Innovation Ecosystem,x
Bangladesh,2019,"Country, Industry, Skill Migration Data (Industry)",-2270.3699999999994,2.183428759836462,True,Infrastructure,Innovation Ecosystem,x
Belarus,2019,"Country, Industry, Skill Migration Data (Industry)",-431.2,2.983876423264607,True,Infrastructure,Innovation Ecosystem,x
Belgium,2019,"Country, Industry, Skill Migration Data (Industry)",3728.640000000001,5.058598335904832,True,Infrastructure,Innovation Ecosystem,x
Benin,2019,"Country, Industry, Skill Migration Data (Industry)",-129.29,3.6393115145423702,True,Infrastructure,Innovation Ecosystem,x
Bolivia (Plurinational State of),2019,"Country, Industry, Skill Migration Data (Industry)",-291.11,3.2798986835138604,True,Infrastructure,Innovation Ecosystem,x
Bosnia and Herzegovina,2019,"Country, Industry, Skill Migration Data (Industry)",-280.68,3.303064397440614,True,Infrastructure,Innovation Ecosystem,x
Botswana,2019,"Country, Industry, Skill Migration Data (Industry)",-82.5,3.743235172704675,True,Infrastructure,Innovation Ecosystem,x
Brazil,2019,"Country, Industry, Skill Migration Data (Industry)",-6836.160000000002,1.878690571046975,True,Infrastructure,Innovation Ecosystem,x
Bulgaria,2019,"Country, Industry, Skill Migration Data (Industry)",-617.7799999999999,2.9026726601310067,True,Infrastructure,Innovation Ecosystem,x
Burkina Faso,2019,"Country, Industry, Skill Migration Data (Industry)",16.029999999999998,3.962076763615805,True,Infrastructure,Innovation Ecosystem,x
Cambodia,2019,"Country, Industry, Skill Migration Data (Industry)",-3.680000000000007,3.918299561171287,True,Infrastructure,Innovation Ecosystem,x
Cameroon,2019,"Country, Industry, Skill Migration Data (Industry)",-2623.5600000000004,2.029712621444585,True,Infrastructure,Innovation Ecosystem,x
Canada,2019,"Country, Industry, Skill Migration Data (Industry)",19225.950000000004,5.832587273887392,True,Infrastructure,Innovation Ecosystem,x
Chile,2019,"Country, Industry, Skill Migration Data (Industry)",4841.7,5.11418837877749,True,Infrastructure,Innovation Ecosystem,x
China,2019,"Country, Industry, Skill Migration Data (Industry)",-1367.9199999999994,2.5761950586890583,True,Infrastructure,Innovation Ecosystem,x
Colombia,2019,"Country, Industry, Skill Migration Data (Industry)",-2934.24,1.9834892929200856,True,Infrastructure,Innovation Ecosystem,x
Democratic Republic of the Congo (the),2019,"Country, Industry, Skill Migration Data (Industry)",506.2000000000001,4.187126998223801,True,Infrastructure,Innovation Ecosystem,x
Costa Rica,2019,"Country, Industry, Skill Migration Data (Industry)",31.25,4.001037509142201,True,Infrastructure,Innovation Ecosystem,x
Côte d'Ivoire,2019,"Country, Industry, Skill Migration Data (Industry)",689.8800000000001,4.259094399749243,True,Infrastructure,Innovation Ecosystem,x
Croatia,2019,"Country, Industry, Skill Migration Data (Industry)",-1069.31,2.706156767925441,True,Infrastructure,Innovation Ecosystem,x
Cuba,2019,"Country, Industry, Skill Migration Data (Industry)",-1387.37,2.567729986371829,True,Infrastructure,Innovation Ecosystem,x
Cyprus,2019,"Country, Industry, Skill Migration Data (Industry)",3309.85,5.037682523590455,True,Infrastructure,Innovation Ecosystem,x
Czechia,2019,"Country, Industry, Skill Migration Data (Industry)",3116.4500000000007,5.028023462720806,True,Infrastructure,Innovation Ecosystem,x
Denmark,2019,"Country, Industry, Skill Migration Data (Industry)",3435.2800000000007,5.043946928993145,True,Infrastructure,Innovation Ecosystem,x
Dominican Republic (the),2019,"Country, Industry, Skill Migration Data (Industry)",-1328.0500000000002,2.593547368883809,True,Infrastructure,Innovation Ecosystem,x
Ecuador,2019,"Country, Industry, Skill Migration Data (Industry)",-258.86,3.3515280482442367,True,Infrastructure,Innovation Ecosystem,x
Egypt,2019,"Country, Industry, Skill Migration Data (Industry)",-3573.4099999999985,1.9663223087021529,True,Infrastructure,Innovation Ecosystem,x
El Salvador,2019,"Country, Industry, Skill Migration Data (Industry)",-296.01,3.269015462205989,True,Infrastructure,Innovation Ecosystem,x
Estonia,2019,"Country, Industry, Skill Migration Data (Industry)",2087.82,4.806819297879009,True,Infrastructure,Innovation Ecosystem,x
Ethiopia,2019,"Country, Industry, Skill Migration Data (Industry)",-254.25,3.361767160535928,True,Infrastructure,Innovation Ecosystem,x
Fiji,2019,"Country, Industry, Skill Migration Data (Industry)",-254.56,3.3610786302082865,True,Infrastructure,Innovation Ecosystem,x
Finland,2019,"Country, Industry, Skill Migration Data (Industry)",2148.1800000000003,4.830468864277504,True,Infrastructure,Innovation Ecosystem,x
France,2019,"Country, Industry, Skill Migration Data (Industry)",2865.149999999999,5.015472676802797,True,Infrastructure,Innovation Ecosystem,x
Gabon,2019,"Country, Industry, Skill Migration Data (Industry)",513.3199999999999,4.189916675373524,True,Infrastructure,Innovation Ecosystem,x
Georgia,2019,"Country, Industry, Skill Migration Data (Industry)",2686.63,5.006556774287544,True,Infrastructure,Innovation Ecosystem,x
Germany,2019,"Country, Industry, Skill Migration Data (Industry)",15391.609999999988,5.641087152610599,True,Infrastructure,Innovation Ecosystem,x
Ghana,2019,"Country, Industry, Skill Migration Data (Industry)",-3347.62,1.9723866317563743,True,Infrastructure,Innovation Ecosystem,x
Greece,2019,"Country, Industry, Skill Migration Data (Industry)",-2605.99,2.0373594759748537,True,Infrastructure,Innovation Ecosystem,x
Guatemala,2019,"Country, Industry, Skill Migration Data (Industry)",-325.82,3.2028054974738183,True,Infrastructure,Innovation Ecosystem,x
Haiti,2019,"Country, Industry, Skill Migration Data (Industry)",-508.67,2.950159757330637,True,Infrastructure,Innovation Ecosystem,x
Honduras,2019,"Country, Industry, Skill Migration Data (Industry)",-61.64,3.789566600558184,True,Infrastructure,Innovation Ecosystem,x
Hungary,2019,"Country, Industry, Skill Migration Data (Industry)",-912.87,2.77424293313404,True,Infrastructure,Innovation Ecosystem,x
Iceland,2019,"Country, Industry, Skill Migration Data (Industry)",-160.52,3.56994763669649,True,Infrastructure,Innovation Ecosystem,x
India,2019,"Country, Industry, Skill Migration Data (Industry)",-15104.569999999998,1.6566155925946122,True,Infrastructure,Innovation Ecosystem,x
Indonesia,2019,"Country, Industry, Skill Migration Data (Industry)",530.83,4.196777243757183,True,Infrastructure,Innovation Ecosystem,x
Iran (Islamic Republic of),2019,"Country, Industry, Skill Migration Data (Industry)",-7202.299999999997,1.868856693359421,True,Infrastructure,Innovation Ecosystem,x
Iraq,2019,"Country, Industry, Skill Migration Data (Industry)",1780.16,4.686275467558248,True,Infrastructure,Innovation Ecosystem,x
Ireland,2019,"Country, Industry, Skill Migration Data (Industry)",16775.119999999995,5.710184398235049,True,Infrastructure,Innovation Ecosystem,x
Israel,2019,"Country, Industry, Skill Migration Data (Industry)",1439.66,4.5528646431929785,True,Infrastructure,Innovation Ecosystem,x
Italy,2019,"Country, Industry, Skill Migration Data (Industry)",-3136.5999999999995,1.978054258537463,True,Infrastructure,Innovation Ecosystem,x
Jamaica,2019,"Country, Industry, Skill Migration Data (Industry)",-914.8,2.773402954235724,True,Infrastructure,Innovation Ecosystem,x
Japan,2019,"Country, Industry, Skill Migration Data (Industry)",9605.360000000002,5.352101935666395,True,Infrastructure,Innovation Ecosystem,x
Jordan,2019,"Country, Industry, Skill Migration Data (Industry)",-5053.659999999998,1.9265653920937469,True,Infrastructure,Innovation Ecosystem,x
Kazakhstan,2019,"Country, Industry, Skill Migration Data (Industry)",-1591.6,2.478844550929793,True,Infrastructure,Innovation Ecosystem,x
Kenya,2019,"Country, Industry, Skill Migration Data (Industry)",759.4600000000003,4.286356441333194,True,Infrastructure,Innovation Ecosystem,x
Republic of Korea (the),2019,"Country, Industry, Skill Migration Data (Industry)",2600.6799999999994,5.002264135809021,True,Infrastructure,Innovation Ecosystem,x
Kuwait,2019,"Country, Industry, Skill Migration Data (Industry)",4822.799999999997,5.1132444478031545,True,Infrastructure,Innovation Ecosystem,x
Latvia,2019,"Country, Industry, Skill Migration Data (Industry)",17.59999999999998,3.96556383656547,True,Infrastructure,Innovation Ecosystem,x
Lebanon,2019,"Country, Industry, Skill Migration Data (Industry)",-8799.08,1.8259699855046867,True,Infrastructure,Innovation Ecosystem,x
Libya,2019,"Country, Industry, Skill Migration Data (Industry)",49.85,4.008325148887264,True,Infrastructure,Innovation Ecosystem,x
Lithuania,2019,"Country, Industry, Skill Migration Data (Industry)",811.65,4.3068049315641,True,Infrastructure,Innovation Ecosystem,x
Luxembourg,2019,"Country, Industry, Skill Migration Data (Industry)",22377.769999999997,5.99,True,Infrastructure,Innovation Ecosystem,x
North Macedonia,2019,"Country, Industry, Skill Migration Data (Industry)",-424.34,2.98686204774256,True,Infrastructure,Innovation Ecosystem,x
Madagascar,2019,"Country, Industry, Skill Migration Data (Industry)",12.060000000000002,3.9532591332908567,True,Infrastructure,Innovation Ecosystem,x
Malawi,2019,"Country, Industry, Skill Migration Data (Industry)",-22.89,3.8756328915132863,True,Infrastructure,Innovation Ecosystem,x
Malaysia,2019,"Country, Industry, Skill Migration Data (Industry)",-3809.3,1.9599867173772028,True,Infrastructure,Innovation Ecosystem,x
Mali,2019,"Country, Industry, Skill Migration Data (Industry)",24.62999999999999,3.9811779275439054,True,Infrastructure,Innovation Ecosystem,x
Malta,2019,"Country, Industry, Skill Migration Data (Industry)",2717.6600000000003,5.008106519162339,True,Infrastructure,Innovation Ecosystem,x
Mauritius,2019,"Country, Industry, Skill Migration Data (Industry)",-338.21,3.175286495023916,True,Infrastructure,Innovation Ecosystem,x
Mexico,2019,"Country, Industry, Skill Migration Data (Industry)",-2323.4100000000003,2.1603445729107134,True,Infrastructure,Innovation Ecosystem,x
Republic of Moldova (the),2019,"Country, Industry, Skill Migration Data (Industry)",-1268.63,2.6194082736185,True,Infrastructure,Innovation Ecosystem,x
Mongolia,2019,"Country, Industry, Skill Migration Data (Industry)",-60.02,3.7931647267865,True,Infrastructure,Innovation Ecosystem,x
Morocco,2019,"Country, Industry, Skill Migration Data (Industry)",-12313.51,1.7315785648419066,True,Infrastructure,Innovation Ecosystem,x
Mozambique,2019,"Country, Industry, Skill Migration Data (Industry)",711.7200000000001,4.267651499320865,True,Infrastructure,Innovation Ecosystem,x
Myanmar,2019,"Country, Industry, Skill Migration Data (Industry)",1507.25,4.579346985685926,True,Infrastructure,Innovation Ecosystem,x
Nepal,2019,"Country, Industry, Skill Migration Data (Industry)",-3352.2900000000004,1.9722612037539689,True,Infrastructure,Innovation Ecosystem,x
Netherlands (the),2019,"Country, Industry, Skill Migration Data (Industry)",8699.92,5.306881149348839,True,Infrastructure,Innovation Ecosystem,x
New Zealand,2019,"Country, Industry, Skill Migration Data (Industry)",10525.03,5.398033417103782,True,Infrastructure,Innovation Ecosystem,x
Nicaragua,2019,"Country, Industry, Skill Migration Data (Industry)",-206.65,3.4674898818123894,True,Infrastructure,Innovation Ecosystem,x
Nigeria,2019,"Country, Industry, Skill Migration Data (Industry)",-13913.08,1.6886169224846643,True,Infrastructure,Innovation Ecosystem,x
Norway,2019,"Country, Industry, Skill Migration Data (Industry)",2374.01,4.918950997805871,True,Infrastructure,Innovation Ecosystem,x
Oman,2019,"Country, Industry, Skill Migration Data (Industry)",-868.3399999999999,2.7936233789071085,True,Infrastructure,Innovation Ecosystem,x
Pakistan,2019,"Country, Industry, Skill Migration Data (Industry)",-8479.31,1.834558446388909,True,Infrastructure,Innovation Ecosystem,x
Panama,2019,"Country, Industry, Skill Migration Data (Industry)",2623.64,5.003410837140805,True,Infrastructure,Innovation Ecosystem,x
Papua New Guinea,2019,"Country, Industry, Skill Migration Data (Industry)",174.37,4.057113154320343,True,Infrastructure,Innovation Ecosystem,x
Peru,2019,"Country, Industry, Skill Migration Data (Industry)",-1172.47,2.661259242977096,True,Infrastructure,Innovation Ecosystem,x
Philippines (the),2019,"Country, Industry, Skill Migration Data (Industry)",-8720.599999999997,1.828077820542976,True,Infrastructure,Innovation Ecosystem,x
Poland,2019,"Country, Industry, Skill Migration Data (Industry)",1318.7600000000002,4.505494984850068,True,Infrastructure,Innovation Ecosystem,x
Portugal,2019,"Country, Industry, Skill Migration Data (Industry)",8408.999999999998,5.292351604425372,True,Infrastructure,Innovation Ecosystem,x
Qatar,2019,"Country, Industry, Skill Migration Data (Industry)",14894.1,5.61623979287296,True,Infrastructure,Innovation Ecosystem,x
Romania,2019,"Country, Industry, Skill Migration Data (Industry)",-5098.4000000000015,1.925363754229156,True,Infrastructure,Innovation Ecosystem,x
Rwanda,2019,"Country, Industry, Skill Migration Data (Industry)",365.69,4.132073973461498,True,Infrastructure,Innovation Ecosystem,x
Saudi Arabia,2019,"Country, Industry, Skill Migration Data (Industry)",2281.5700000000006,4.882732211890085,True,Infrastructure,Innovation Ecosystem,x
Senegal,2019,"Country, Industry, Skill Migration Data (Industry)",347.73,4.12503709121304,True,Infrastructure,Innovation Ecosystem,x
Serbia,2019,"Country, Industry, Skill Migration Data (Industry)",-2930.3,1.9835951144039137,True,Infrastructure,Innovation Ecosystem,x
Singapore,2019,"Country, Industry, Skill Migration Data (Industry)",14666.220000000005,5.604858682268123,True,Infrastructure,Innovation Ecosystem,x
Slovakia,2019,"Country, Industry, Skill Migration Data (Industry)",307.57000000000005,4.109302058301118,True,Infrastructure,Innovation Ecosystem,x
Slovenia,2019,"Country, Industry, Skill Migration Data (Industry)",31.91,4.001296102810573,True,Infrastructure,Innovation Ecosystem,x
South Africa,2019,"Country, Industry, Skill Migration Data (Industry)",-5925.2,1.9031573575719496,True,Infrastructure,Innovation Ecosystem,x
Spain,2019,"Country, Industry, Skill Migration Data (Industry)",9303.86,5.337043989171052,True,Infrastructure,Innovation Ecosystem,x
Sri Lanka,2019,"Country, Industry, Skill Migration Data (Industry)",-4051.7599999999993,1.953474667385057,True,Infrastructure,Innovation Ecosystem,x
Sudan (the),2019,"Country, Industry, Skill Migration Data (Industry)",-2703.49,1.989686832867655,True,Infrastructure,Innovation Ecosystem,x
Sweden,2019,"Country, Industry, Skill Migration Data (Industry)",7063.95,5.2251751834185365,True,Infrastructure,Innovation Ecosystem,x
Switzerland,2019,"Country, Industry, Skill Migration Data (Industry)",17580.95,5.750430318713796,True,Infrastructure,Innovation Ecosystem,x
Syrian Arab Republic (the),2019,"Country, Industry, Skill Migration Data (Industry)",-1288.0,2.610978019079439,True,Infrastructure,Innovation Ecosystem,x
