base_country_code,base_country_name,base_lat,base_long,base_country_wb_income,base_country_wb_region,target_country_code,target_country_name,target_lat,target_long,target_country_wb_income,target_country_wb_region,net_per_10K_2015,net_per_10K_2016,net_per_10K_2017,net_per_10K_2018,net_per_10K_2019,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,nl,Netherlands,52.132633,5.291266,High Income,Europe & Central Asia,-0.72,-0.75,-0.85,-0.95,-0.88,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,nz,New Zealand,-40.900557,174.885971,High Income,East Asia & Pacific,-0.06,-0.04,-0.01,-0.02,0.02,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,ng,Nigeria,9.081999,8.675277,Lower Middle Income,Sub-Saharan Africa,-0.01,0.05,0.06,0.08,0.08,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,no,Norway,60.472024,8.468946,High Income,Europe & Central Asia,-0.1,-0.07,-0.03,-0.06,-0.07,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,pk,Pakistan,30.375321,69.345116,Lower Middle Income,South Asia,0.06,0.09,0.11,0.17,0.15,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,pa,Panama,8.537981,-80.782127,High Income,Latin America & Caribbean,-0.04,-0.02,0.01,0.01,0,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,pe,Peru,-9.189967,-75.015152,Upper Middle Income,Latin America & Caribbean,-0.03,0.02,0.03,0.02,0.06,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,ph,Philippines,12.879721,121.774017,Lower Middle Income,East Asia & Pacific,-0.01,0.02,0.03,0.01,0.05,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,pl,Poland,51.919438,19.145136,High Income,Europe & Central Asia,-0.18,-0.12,-0.15,-0.15,-0.08,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,pt,Portugal,39.399872,-8.224454,High Income,Europe & Central Asia,-0.04,-0.1,-0.18,-0.24,-0.21,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,qa,Qatar,25.354826,51.183884,High Income,Middle East & North Africa,-0.07,-0.05,0.03,0.01,0.01,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,ro,Romania,45.943161,24.96676,Upper Middle Income,Europe & Central Asia,-0.06,-0.06,-0.08,-0.03,-0.05,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,sa,Saudi Arabia,23.885942,45.079162,High Income,Middle East & North Africa,-0.05,-0.01,0.02,0.03,0.01,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,sn,Senegal,14.497401,-14.452362,Low Income,Sub-Saharan Africa,-0.04,-0.07,-0.02,-0.02,-0.01,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,rs,Serbia,44.016521,21.005859,Upper Middle Income,Europe & Central Asia,0.06,0.01,0.03,0.06,0.05,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,sg,Singapore,1.352083,103.819836,High Income,East Asia & Pacific,-0.12,-0.06,-0.03,-0.02,-0.03,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,sk,Slovak Republic,48.669026,19.699024,High Income,Europe & Central Asia,0,-0.03,-0.04,-0.01,-0.02,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,si,Slovenia,46.151241,14.995463,High Income,Europe & Central Asia,-0.01,-0.01,-0.01,0,-0.01,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,za,South Africa,-30.559482,22.937506,Upper Middle Income,Sub-Saharan Africa,-0.02,0,0.02,0.04,0.05,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,es,Spain,40.463667,-3.74922,High Income,Europe & Central Asia,-1.18,-1.22,-1.33,-1.35,-1.29,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,se,Sweden,60.128161,18.643501,High Income,Europe & Central Asia,-0.28,-0.21,-0.23,-0.23,-0.22,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,ch,Switzerland,46.818188,8.227512,High Income,Europe & Central Asia,-2.56,-1.89,-1.42,-1.44,-1.28,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,tw,"Taiwan, China",23.69781,120.960515,High Income,East Asia & Pacific,0.01,0.01,0.02,0.01,0.01,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,tz,Tanzania,-6.369028,34.888822,Low Income,Sub-Saharan Africa,-0.03,0,0.01,0,0,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,th,Thailand,15.870032,100.992541,Upper Middle Income,East Asia & Pacific,-0.04,-0.01,0.02,0.02,0.03,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,tn,Tunisia,33.886917,9.537499,Lower Middle Income,Middle East & North Africa,0.01,0.05,0.06,0.08,0.1,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,tr,Turkey,38.963745,35.243322,Upper Middle Income,Europe & Central Asia,0.12,0.21,0.39,0.39,0.33,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,ua,Ukraine,48.379433,31.16558,Lower Middle Income,Europe & Central Asia,0.08,0.05,0.1,0.05,0.08,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,ae,United Arab Emirates,23.424076,53.847818,High Income,Middle East & North Africa,-0.61,-0.27,-0.14,-0.02,-0.05,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,gb,United Kingdom,55.378051,-3.435973,High Income,Europe & Central Asia,-4.8,-3.72,-2.11,-2.58,-2.17,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,us,United States,37.09024,-95.712891,High Income,North America,1.44,0.47,0.15,0.22,-0.17,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,ve,"Venezuela, RB",6.42375,-66.58973,Upper Middle Income,Latin America & Caribbean,0.12,0.22,0.29,0.33,0.25,,,,,,,,,
it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,vn,Vietnam,14.058324,108.277199,Lower Middle Income,East Asia & Pacific,0,0.02,0.05,0.03,0.01,,,,,,,,,
jm,Jamaica,18.109581,-77.297508,Upper Middle Income,Latin America & Caribbean,ca,Canada,56.130366,-106.346771,High Income,North America,-10.08,-11.73,-11.01,-13.88,-13.85,,,,,,,,,
jm,Jamaica,18.109581,-77.297508,Upper Middle Income,Latin America & Caribbean,tt,Trinidad and Tobago,10.691803,-61.222503,High Income,Latin America & Caribbean,-0.72,-0.03,0.27,0.22,-0.11,,,,,,,,,
jm,Jamaica,18.109581,-77.297508,Upper Middle Income,Latin America & Caribbean,gb,United Kingdom,55.378051,-3.435973,High Income,Europe & Central Asia,-1.04,-0.95,-1.66,-1.63,-2.24,,,,,,,,,
jm,Jamaica,18.109581,-77.297508,Upper Middle Income,Latin America & Caribbean,us,United States,37.09024,-95.712891,High Income,North America,-2.66,-12.8,-16.51,-19.27,-19.13,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,au,Australia,-25.274398,133.775136,High Income,East Asia & Pacific,-0.77,-1.48,-1.58,-0.97,-1.21,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,bh,Bahrain,25.930414,50.637772,High Income,Middle East & North Africa,-0.49,-0.36,-0.49,0.08,-0.06,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,ca,Canada,56.130366,-106.346771,High Income,North America,-1.67,-3.6,-2.88,-3.44,-3.16,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,eg,"Egypt, Arab Rep.",26.820553,30.802498,Lower Middle Income,Middle East & North Africa,0.72,0.53,0.33,-0.18,-0.33,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,fr,France,46.227638,2.213749,High Income,Europe & Central Asia,-0.09,-0.11,-0.31,-0.2,-0.48,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,de,Germany,51.165691,10.451526,High Income,Europe & Central Asia,-1.83,-2.63,-1.89,-1.14,-1.23,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,in,India,20.593684,78.96288,Lower Middle Income,South Asia,0.35,0.38,0.72,0.95,1.35,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,iq,Iraq,33.223191,43.679291,Upper Middle Income,Middle East & North Africa,-0.35,-0.47,-0.67,-0.81,-0.93,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,0.28,-0.17,-0.2,-0.36,-0.16,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,kw,Kuwait,29.31166,47.481766,High Income,Middle East & North Africa,-1.11,-2.8,-1.24,-1.33,-2.23,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,lb,Lebanon,33.854721,35.862285,Upper Middle Income,Middle East & North Africa,0.44,-0.09,-0.16,-0.08,-0.26,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,my,Malaysia,4.210484,101.975766,Upper Middle Income,East Asia & Pacific,0.49,0,0.21,0.38,0.18,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,nl,Netherlands,52.132633,5.291266,High Income,Europe & Central Asia,-0.14,-0.09,-0.31,-0.41,-0.19,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,om,Oman,21.512583,55.923255,High Income,Middle East & North Africa,-0.53,-0.23,0.21,0.41,0.19,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,qa,Qatar,25.354826,51.183884,High Income,Middle East & North Africa,-5.37,-6.63,-1.97,-0.87,-4.62,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,sa,Saudi Arabia,23.885942,45.079162,High Income,Middle East & North Africa,-20.81,-19.15,0.23,11.38,3.46,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,es,Spain,40.463667,-3.74922,High Income,Europe & Central Asia,0.12,-0.28,-0.49,-0.24,-0.36,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,ch,Switzerland,46.818188,8.227512,High Income,Europe & Central Asia,-0.09,-0.06,-0.21,-0.15,0.27,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,sy,Syrian Arab Republic,34.802075,38.996815,Low Income,Middle East & North Africa,0.07,0.04,-0.57,-0.35,-0.39,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,tr,Turkey,38.963745,35.243322,Upper Middle Income,Europe & Central Asia,-1.23,-1.48,-0.85,-1.02,-1.51,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,ae,United Arab Emirates,23.424076,53.847818,High Income,Middle East & North Africa,-27.55,-28.1,-14.02,-11.59,-10.12,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,gb,United Kingdom,55.378051,-3.435973,High Income,Europe & Central Asia,0.67,-0.64,-1.09,-0.35,-0.52,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,us,United States,37.09024,-95.712891,High Income,North America,4.69,-8.6,-5.31,-5.91,-7.61,,,,,,,,,
jo,Jordan,30.585164,36.238414,Upper Middle Income,Middle East & North Africa,ps,West Bank and Gaza,31.952162,35.233154,Lower Middle Income,Middle East & North Africa,0.81,0.69,0.03,0.34,0.11,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,au,Australia,-25.274398,133.775136,High Income,East Asia & Pacific,0.04,-0.16,-0.12,0.17,0.27,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,at,Austria,47.516231,14.550072,High Income,Europe & Central Asia,-0.01,-0.11,-0.03,-0.02,0.05,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,bd,Bangladesh,23.684994,90.356331,Lower Middle Income,South Asia,-0.23,0.08,0.07,0.37,0.61,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,be,Belgium,50.503887,4.469936,High Income,Europe & Central Asia,0.15,0.27,0.15,0.06,0.05,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,-0.31,0.75,1.31,2.15,2.22,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,ca,Canada,56.130366,-106.346771,High Income,North America,0.36,0.65,-0.09,0.26,0.25,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,cn,China,35.86166,104.195397,Upper Middle Income,East Asia & Pacific,-3.59,-1.79,-2.09,0.02,1.09,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,cz,Czech Republic,49.817492,15.472962,High Income,Europe & Central Asia,-0.01,0.02,-0.06,0.06,0.01,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,dk,Denmark,56.26392,9.501785,High Income,Europe & Central Asia,-0.06,-0.08,-0.03,0.08,0,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,eg,"Egypt, Arab Rep.",26.820553,30.802498,Lower Middle Income,Middle East & North Africa,0.02,0.54,0.23,0.11,0.07,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,fi,Finland,61.92411,25.748151,High Income,Europe & Central Asia,0.06,0.1,-0.03,0.04,-0.02,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,fr,France,46.227638,2.213749,High Income,Europe & Central Asia,1.71,1.45,0.74,2.1,0.9,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,de,Germany,51.165691,10.451526,High Income,Europe & Central Asia,-0.38,-0.07,-0.14,-0.42,-0.37,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,hk,"Hong Kong SAR, China",22.396428,114.109497,High Income,East Asia & Pacific,0,0.78,0.23,0.47,0.44,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,hu,Hungary,47.162494,19.503304,High Income,Europe & Central Asia,0.06,-0.01,0.01,-0.05,0.03,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,in,India,20.593684,78.96288,Lower Middle Income,South Asia,-0.27,1.74,1.69,4.83,6.99,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,id,Indonesia,-0.789275,113.921327,Lower Middle Income,East Asia & Pacific,-0.1,0.64,0.39,0.47,0.74,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,ir,"Iran, Islamic Rep.",32.427908,53.688046,Upper Middle Income,Middle East & North Africa,-0.3,-0.02,-0.02,0.04,0.12,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,ie,Ireland,53.41291,-8.24389,High Income,Europe & Central Asia,-0.22,0.03,0.03,0.09,0.05,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,0.26,0.42,0.18,0.34,0.23,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,kr,"Korea, Rep.",35.907757,127.766922,High Income,East Asia & Pacific,0.29,0.36,0.29,0.36,0.34,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,my,Malaysia,4.210484,101.975766,Upper Middle Income,East Asia & Pacific,-0.36,0.23,0.11,-0.01,0.02,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,mx,Mexico,23.634501,-102.552784,Upper Middle Income,Latin America & Caribbean,-0.01,0.13,0.02,0.19,0.39,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,mm,Myanmar,21.913965,95.956223,Lower Middle Income,East Asia & Pacific,-0.24,-0.23,-0.05,0.03,0.14,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,nl,Netherlands,52.132633,5.291266,High Income,Europe & Central Asia,0.1,-0.12,0.1,0.15,0.23,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,nz,New Zealand,-40.900557,174.885971,High Income,East Asia & Pacific,-0.13,-0.23,-0.02,0.17,0.07,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,ng,Nigeria,9.081999,8.675277,Lower Middle Income,Sub-Saharan Africa,0.56,0.27,0.47,0.48,0.4,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,no,Norway,60.472024,8.468946,High Income,Europe & Central Asia,0.01,-0.04,0.01,-0.05,0.01,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,pk,Pakistan,30.375321,69.345116,Lower Middle Income,South Asia,-0.04,0.01,0.17,0.17,0.16,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,ph,Philippines,12.879721,121.774017,Lower Middle Income,East Asia & Pacific,0.48,0.79,1.56,1.77,2.06,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,pl,Poland,51.919438,19.145136,High Income,Europe & Central Asia,0.08,0.05,0.03,0.16,0.07,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,sa,Saudi Arabia,23.885942,45.079162,High Income,Middle East & North Africa,-0.12,-0.14,-0.17,-0.12,-0.05,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,sg,Singapore,1.352083,103.819836,High Income,East Asia & Pacific,-1.03,0.21,-0.08,0.11,-0.09,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,za,South Africa,-30.559482,22.937506,Upper Middle Income,Sub-Saharan Africa,0.26,0.3,0.23,0.19,0.17,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,es,Spain,40.463667,-3.74922,High Income,Europe & Central Asia,0.3,0.36,0.15,0.23,0.43,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,lk,Sri Lanka,7.873054,80.771797,Lower Middle Income,South Asia,0.02,0.13,0.1,0.11,0.25,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,se,Sweden,60.128161,18.643501,High Income,Europe & Central Asia,-0.19,-0.12,-0.23,-0.11,-0.1,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,ch,Switzerland,46.818188,8.227512,High Income,Europe & Central Asia,0.01,-0.18,-0.11,-0.05,0.03,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,tw,"Taiwan, China",23.69781,120.960515,High Income,East Asia & Pacific,0.14,0.66,1.17,1.39,1.35,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,th,Thailand,15.870032,100.992541,Upper Middle Income,East Asia & Pacific,-0.44,0.02,-0.18,0.06,0.14,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,tr,Turkey,38.963745,35.243322,Upper Middle Income,Europe & Central Asia,0.17,0.25,0.27,0.24,0.32,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,ae,United Arab Emirates,23.424076,53.847818,High Income,Middle East & North Africa,-0.06,-0.03,0.02,0.29,0.27,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,gb,United Kingdom,55.378051,-3.435973,High Income,Europe & Central Asia,1.47,1.65,0.75,1.69,1.59,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,us,United States,37.09024,-95.712891,High Income,North America,3.73,1.24,0.08,2.18,2.52,,,,,,,,,
jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,vn,Vietnam,14.058324,108.277199,Lower Middle Income,East Asia & Pacific,-0.17,0.12,0.13,0.19,0.25,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,au,Australia,-25.274398,133.775136,High Income,East Asia & Pacific,-0.32,-0.87,-0.98,-1,-0.79,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,be,Belgium,50.503887,4.469936,High Income,Europe & Central Asia,0.04,-0.08,-0.04,-0.04,0.02,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,ca,Canada,56.130366,-106.346771,High Income,North America,-0.5,-0.61,-0.83,-1.17,-1.37,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,cn,China,35.86166,104.195397,Upper Middle Income,East Asia & Pacific,0.01,0.17,0.01,0.12,0.07,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,cd,"Congo, Dem. Rep.",-4.038333,21.758664,Low Income,Sub-Saharan Africa,-0.46,-0.25,-0.04,-0.04,-0.12,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,dk,Denmark,56.26392,9.501785,High Income,Europe & Central Asia,0.19,-0.09,-0.01,0.01,0,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,et,Ethiopia,9.145,40.489673,Low Income,Sub-Saharan Africa,-0.03,0.1,0.04,0.12,-0.05,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,fr,France,46.227638,2.213749,High Income,Europe & Central Asia,0.19,0.07,0.05,0.02,-0.07,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,de,Germany,51.165691,10.451526,High Income,Europe & Central Asia,-0.11,-0.03,-0.17,-0.53,-0.37,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,gh,Ghana,7.946527,-1.023194,Lower Middle Income,Sub-Saharan Africa,0,-0.04,0.05,0.05,0.06,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,in,India,20.593684,78.96288,Lower Middle Income,South Asia,1.83,1.78,0.36,0.88,0.68,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,0.27,-0.03,-0.23,0,0.06,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,mu,Mauritius,-20.348404,57.552152,Upper Middle Income,Sub-Saharan Africa,0.21,0.18,0.18,0.35,0.44,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,nl,Netherlands,52.132633,5.291266,High Income,Europe & Central Asia,0.2,0.13,0.01,-0.03,-0.06,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,ng,Nigeria,9.081999,8.675277,Lower Middle Income,Sub-Saharan Africa,-0.44,0.27,0.25,0.09,0.07,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,no,Norway,60.472024,8.468946,High Income,Europe & Central Asia,4.75,12.68,4.25,2.94,2.65,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,qa,Qatar,25.354826,51.183884,High Income,Middle East & North Africa,-0.23,-0.08,-0.01,0.03,-0.3,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,rw,Rwanda,-1.940278,29.873888,Low Income,Sub-Saharan Africa,0.12,0.1,0.05,0.01,0.04,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,sa,Saudi Arabia,23.885942,45.079162,High Income,Middle East & North Africa,0.09,0.3,0.24,0.23,0.14,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,za,South Africa,-30.559482,22.937506,Upper Middle Income,Sub-Saharan Africa,1.48,1.87,0.86,0.41,0.61,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,es,Spain,40.463667,-3.74922,High Income,Europe & Central Asia,0.02,-0.07,-0.05,-0.03,-0.13,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,se,Sweden,60.128161,18.643501,High Income,Europe & Central Asia,0.05,-0.06,-0.14,-0.17,-0.15,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,ch,Switzerland,46.818188,8.227512,High Income,Europe & Central Asia,0.09,-0.17,-0.02,-0.13,-0.15,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,tz,Tanzania,-6.369028,34.888822,Low Income,Sub-Saharan Africa,-0.2,0.25,0.47,0.43,0.57,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,ug,Uganda,1.373333,32.290275,Low Income,Sub-Saharan Africa,0.38,0.72,0.59,0.17,0.32,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,ae,United Arab Emirates,23.424076,53.847818,High Income,Middle East & North Africa,-1.26,-0.89,-0.82,-0.47,-0.87,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,gb,United Kingdom,55.378051,-3.435973,High Income,Europe & Central Asia,3.08,1.94,0.43,-0.27,-0.19,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,us,United States,37.09024,-95.712891,High Income,North America,40.35,39.1,12.55,10.05,8.47,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,zm,Zambia,-13.133897,27.849332,Lower Middle Income,Sub-Saharan Africa,-0.4,-0.23,0.13,0.2,0.14,,,,,,,,,
ke,Kenya,-0.023559,37.906193,Lower Middle Income,Sub-Saharan Africa,zw,Zimbabwe,-19.015438,29.154857,Low Income,Sub-Saharan Africa,-0.03,-0.11,-0.01,0.06,-0.04,,,,,,,,,
kh,Cambodia,12.565679,104.990963,Lower Middle Income,East Asia & Pacific,au,Australia,-25.274398,133.775136,High Income,East Asia & Pacific,2.52,-1.48,-2.51,-1.71,-1.97,,,,,,,,,
kh,Cambodia,12.565679,104.990963,Lower Middle Income,East Asia & Pacific,ca,Canada,56.130366,-106.346771,High Income,North America,0.88,1.3,-0.27,-0.76,-0.09,,,,,,,,,
kh,Cambodia,12.565679,104.990963,Lower Middle Income,East Asia & Pacific,cn,China,35.86166,104.195397,Upper Middle Income,East Asia & Pacific,0.77,1.52,-0.15,0.99,2.03,,,,,,,,,
