Country Name,Pillar,Indicator,higher_is_better,data_status,data_col,Year,data_availability,new_rank_score,Source Name,Source URL,raw_data_col,rank
Honduras,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.778,2024,,3.87,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Croatia,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.025,2024,,4.09,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Haiti,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.03,2024,,3.21,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Hungary,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.225,2024,,3.38,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Indonesia,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-1.044,2024,,2.26,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
India,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.839,2024,,2.44,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Ireland,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.415,2024,,2.82,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Iran (Islamic Republic of),Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.028,2024,,3.21,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Iraq,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.535,2024,,2.71,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Iceland,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.037,2024,,4.1,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Israel,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.475,2024,,4.49,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Italy,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.07,2024,,4.13,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Jamaica,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.846,2024,,4.82,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Jordan,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.958,2024,,2.34,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Japan,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.399,2024,,4.42,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Kazakhstan,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-1.674,2024,,1.71,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Kenya,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.302,2024,,3.45,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Kyrgyzstan,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.368,2024,,2.86,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Cambodia,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-1.556,2024,,1.81,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Republic of Korea (the),Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.448,2024,,3.58,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Kuwait,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.76,2024,,2.51,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Lao People's Democratic Republic (the),Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-2.013,2024,,1.41,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Lebanon,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-1.422,2024,,1.93,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Liberia,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.135,2024,,4.2,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Libya,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-2.036,2024,,1.39,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Sri Lanka,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.314,2024,,2.91,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Lesotho,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.359,2024,,3.5,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Lithuania,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.664,2024,,4.66,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Luxembourg,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.662,2024,,4.66,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Latvia,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,2.039,2024,,4.99,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Morocco,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.746,2024,,3.84,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Republic of Moldova (the),Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.035,2024,,3.22,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Madagascar,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.896,2024,,3.98,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Maldives,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.831,2024,,2.46,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Mexico,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.284,2024,,4.32,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
North Macedonia,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.003,2024,,4.07,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Mali,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.849,2024,,2.44,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Malta,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.008,2024,,3.18,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Montenegro,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.489,2024,,3.62,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Mongolia,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.275,2024,,2.94,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Mozambique,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.594,2024,,3.71,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Mauritania,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-2.592,2024,,0.9,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Mauritius,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-1.262,2024,,2.07,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Malawi,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.317,2024,,3.47,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Malaysia,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.377,2024,,2.85,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Namibia,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.822,2024,,2.46,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Niger (the),Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.539,2024,,2.71,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Nigeria,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.203,2024,,3.01,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Nicaragua,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-1.447,2024,,1.91,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Netherlands (the),Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.592,2024,,4.59,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Norway,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.659,2024,,4.66,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Nepal,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.451,2024,,2.79,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
New Zealand,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.179,2024,,3.34,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Oman,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-1.599,2024,,1.77,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Pakistan,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.573,2024,,2.68,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Panama,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.206,2024,,4.25,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Peru,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.098,2024,,3.1,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Philippines (the),Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.354,2024,,3.5,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Papua New Guinea,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.024,2024,,3.21,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Poland,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.164,2024,,3.33,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Portugal,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,2.06,2024,,5.0,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Paraguay,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.131,2024,,4.18,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Qatar,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.422,2024,,2.81,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Romania,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.648,2024,,3.76,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Russian Federation (the),Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-1.777,2024,,1.62,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Rwanda,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.969,2024,,2.33,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Sudan (the),Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.969,2024,,2.33,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Senegal,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.663,2024,,2.6,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Singapore,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.602,2024,,2.65,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Sierra Leone,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.505,2024,,4.51,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
El Salvador,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,2.005,2024,,4.96,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Somalia,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-1.336,2024,,2.0,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Serbia,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.209,2024,,4.25,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
South Sudan,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.141,2024,,3.31,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Sao Tome and Principe,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.471,2024,,4.49,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Suriname,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.573,2024,,3.69,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Slovakia,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.496,2024,,4.51,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Slovenia,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.427,2024,,4.45,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Sweden,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.77,2024,,4.75,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Eswatini,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.541,2024,,4.55,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Seychelles,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.308,2024,,3.46,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Syrian Arab Republic (the),Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-2.183,2024,,1.26,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Chad,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.46,2024,,2.78,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Togo,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.443,2024,,3.58,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Thailand,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.278,2024,,2.94,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Tajikistan,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-2.069,2024,,1.36,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Turkmenistan,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-1.833,2024,,1.57,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Timor-Leste,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-0.447,2024,,2.79,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Trinidad and Tobago,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.188,2024,,3.35,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Tunisia,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.195,2024,,3.36,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Turkey,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-1.26,2024,,2.07,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
United Republic of Tanzania (the),Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.502,2024,,3.63,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Uganda,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-1.189,2024,,2.13,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Ukraine,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.194,2024,,3.36,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Uruguay,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.551,2024,,4.56,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
United States of America (the),Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.277,2024,,3.43,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Uzbekistan,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-1.744,2024,,1.64,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Venezuela (Bolivarian Republic of),Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-1.021,2024,,2.28,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Viet Nam,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-1.652,2024,,1.73,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Vanuatu,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,2.017,2024,,4.97,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Kosovo (UNSCR 1244),Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.445,2024,,4.46,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Yemen,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,1.8,2024,,4.78,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
South Africa,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.297,2024,,3.45,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Zambia,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,0.063,2024,,3.24,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Zimbabwe,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,1,-1.776,2024,,1.62,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Afghanistan,Right to Privacy,What does the legal framework to protect Internet users' privacy and their data stipulate?,YES,0,-1.196,2024,,2.13,Digital Society Project,https://digitalsocietyproject.org/wp-content/uploads/2025/03/DigitalSocietyProject-v7-CSV.zip,,
Afghanistan,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Angola,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Albania,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Andorra,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
United Arab Emirates (the),Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,1.0,2022,,2.5,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Argentina,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Armenia,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Antigua and Barbuda,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Australia,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Austria,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Azerbaijan,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Burundi,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Belgium,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
